CID;LID;NID;NAME;NCOMMENT;OFFICIALNAME
852;1;2689;Előszállási elágazás;;
852;1;2690;Emőd;;
852;1;2691;Emőd körforgalom;;
852;1;2692;Emőd utca;;
852;1;2693;Emőd, elágazás Bükkaranyos felé;;
852;1;2694;Emőd, TV torony;;
852;1;2695;Encs;;
852;1;2696;Encs, Pere-Ináncs kereszteződés;;
852;1;2697;Encsencs;;
852;1;2698;Encsencs bekötő út;;
852;1;2699;Encsi elágazás;;
852;1;2700;Encsi körforgalom;;
852;1;2701;Encspusztai bekötő út;;
852;1;2702;Encs-Szegilong és Boldogkőváralja-Abaújszántó utak kereszteződése;;
852;1;2703;Endrefalva;;
852;1;2704;Endrefalva, Ludányhalászi elágazás;;
852;1;2705;Endrefalva, Pilinyi elágazás;;
852;1;2706;Endrefalva, Szécsényfelfalui elágazás;;
852;1;2707;Endrőc;;
852;1;2708;Endrőci bekötő út;;
852;1;2709;Endrődi Sándor utca;;
852;1;2710;Enese;;
852;1;2711;Enese Petőfi utca;;
852;1;2712;Enese Petőfi utca Szent József templom;;
852;1;2713;ÉNy Gazdasági Övezet;;
852;1;2714;ÉNy Gazdasági Övezet bekötő út;;
852;1;2715;ÉNy Gazdasági Övezet elágazás;;
852;1;2716;Enying;;
852;1;2717;Enying vasútállomás;;
852;1;2718;Enying, Városháza;;
852;1;2719;Eötvös út;;
852;1;2720;Eötvös utca;;
852;1;2721;Eper utca;;
852;1;2722;Eperjes;;
852;1;2723;Eperjes utca;;
852;1;2724;Eperjesi utca;;
852;1;2725;Eperjeske;;
852;1;2726;Építész utca;;
852;1;2727;Eplény;;
852;1;2728;Epöl;;
852;1;2729;Epres sor;;
852;1;2730;Epreserdő utca;;
852;1;2731;Ercsi;;
852;1;2732;Ercsi kompkikötő;;
852;1;2733;Ercsi központ, Martonvásári elágazás;;
852;1;2734;Ercsi vasútállomás;;
852;1;2735;Ercsi-Szigetújfalu komp;;
852;1;2736;Érd;;
852;1;2737;Érd Budai út turbó körforgalom;;
852;1;2738;Érd Duna utca körforgalom;;
852;1;2739;Érd észak;;
852;1;2740;Erdészeti bejáró út;;
852;1;2741;Érdi tető;;
852;1;2742;Érdi út;;
852;1;2743;Erdőalja út;;
852;1;2744;Erdőbénye;;
852;1;2745;Erdőbénye, elágazás Tolcsva felé;;
852;1;2746;Erdőbényei elágazás;;
852;1;2747;Erdőhorváti;;
852;1;2748;Erdőkertes;;
852;1;2749;Erdőkerülő utca;;
852;1;2750;Erdőkövesd;;
852;1;2751;Erdőkürt;;
852;1;2752;Erdősmárok;;
852;1;2753;Erdősmároki bekötő út;;
852;1;2754;Erdősmecske;;
852;1;2755;Erdősmecskei bekötő út;;
852;1;2756;Erdősmecskei kőbánya;;
852;1;2757;Erdősor utca;;
852;1;2758;Erdőtarcsa;;
852;1;2759;Erdőtarcsai bekötő út;;
852;1;2760;Erdőtelek;;
852;1;2761;Erk;;
852;1;2762;Erkel Ferenc utca;;
852;1;2763;Érpatak;;
852;1;2764;Érpatak bekötő út;;
852;1;2765;Érsekcsanád;;
852;1;2766;Érsekhalma;;
852;1;2767;Érsekhalma bekötő út;;
852;1;2768;Érsekvadkert;;
852;1;2769;Érsekvadkert, körforgalom;;
852;1;2770;Értény;;
852;1;2771;Értényi bekötőút;;
852;1;2772;Erzsébet;;
852;1;2773;Erzsébet híd;;
852;1;2774;Erzsébet Kilátó út;;
852;1;2775;Erzsébet királyné útja;;
852;1;2776;Erzsébet körút;;
852;1;2777;Erzsébet tér;;
852;1;2778;Erzsébet utca;;
852;1;2779;észak;;
852;1;2780;északi oldal;;
852;1;2781;északi pálya;;
852;1;2782;Északi útgyűrű, Jutasi út;;
852;1;2783;Esze Tamás utca;;
852;1;2784;Esztár;;
852;1;2785;Eszteregnye;;
852;1;2786;Eszteregnyei bekötő út;;
852;1;2787;Esztergályhorváti;;
852;1;2788;Esztergályhorváti bekötő út;;
852;1;2789;Esztergom;;
852;1;2790;Esztergom Áchim András utcai körforgalom;;
852;1;2791;Esztergom autóbusz állomás;;
852;1;2792;Esztergom Dobogókői úti körforgalom;;
852;1;2793;Esztergom Hősök tere;;
852;1;2794;Esztergom kelet;;
852;1;2795;Esztergom kompkikötő;;
852;1;2796;Esztergom Látóhegyi út;;
852;1;2797;Esztergom Rákóczi tér;;
852;1;2798;Esztergom Suzuki út déli elágazás;;
852;1;2799;Esztergom Suzuki út északi elágazás;;
852;1;2800;Esztergom Táncsics Mihály utca;;
852;1;2801;Esztergom Vaskapui út;;
852;1;2802;Esztergom vasútállomás;;
852;1;2803;Esztergomi elágazás;;
852;1;2804;Esztergom-Kertváros vasútállomás;;
852;1;2805;Esztergom-Kertvárosi körforgalom;;
852;1;2806;Esztergom-Párkány teherkomp;;
852;1;2807;Esztergom-Párkány teherkomp (Esztergomi part);;
852;1;2808;Ete;;
852;1;2809;Etei elágazás;;
852;1;2810;Etele út;;
852;1;2811;Etes;;
852;1;2812;Etyek;;
852;1;2813;Európaliget ipari park;;
852;1;2814;Europe;;
852;1;2815;Expo tér;;
852;1;2816;Ezüstgaras utca;;
852;1;2817;Ezüsthegy utca;;
852;1;2818;Fábiánháza;;
852;1;2819;Fábiánháza külterület Nagyecsed-Előteleki leágazás;;
852;1;2820;Fábiánháza Nagyecsedi leágazás;;
852;1;2821;Fábiánsebestyén;;
852;1;2822;Fábiánsebestyén úti, Vekerháti földút leágazás;;
852;1;2823;Fábiánsebestyéni elágazás;;
852;1;2824;Fábiánsebestyéni leágazás;;
852;1;2825;Fácánkert;;
852;1;2826;Fácánkerti pihenő;;
852;1;2827;Fácánkerti pihenőhely;;
852;1;2828;Fácános pihenőhely;;
852;1;2829;Fackh Károly tér;;
852;1;2830;Fadd;;
852;1;2831;Fafeldolgozó;;
852;1;2832;Fáj;;
852;1;2833;Fajsz;;
852;1;2834;Fajszi bekötő út;;
852;1;2835;Falka utca;;
852;1;2836;Fancsal;;
852;1;2837;Farád;;
852;1;2838;Farád-Gyóró és Kapuvár-Celldömölk utak kereszteződése;;
852;1;2839;Farádi elágazás;;
852;1;2840;Farád-Mihályi-Gyóró elágazás;;
852;1;2841;Farkas-erdő utca;;
852;1;2842;Farkasfai elágazás;;
852;1;2843;Farkasgyepű;;
852;1;2844;Farkashalom utca;;
852;1;2845;Farkaslyuk;;
852;1;2846;Farkastorki lejtő;;
852;1;2847;Farkastorki út;;
852;1;2848;Farmos;;
852;1;2849;Farmos, Jászberényi elágazás;;
852;1;2850;Fátra utca;;
852;1;2851;Fáy utca;;
852;1;2852;Fazekas utca;;
852;1;2853;Fazekasboda;;
852;1;2854;Fedémes;;
852;1;2855;Fegyvernek;;
852;1;2856;Fegyvernek 'Só úti' elágazás;;
852;1;2857;Fegyvernek Tiszagyendai út;;
852;1;2858;Fegyvernek/Örményes;;
852;1;2859;Fehárvári pihenőhely;;
852;1;2860;Fehér köz;;
852;1;2861;Fehér út;;
852;1;2862;Fehéregyházi út;;
852;1;2863;Fehérgyarmat;;
852;1;2864;Fehérgyarmat bekötő út;;
852;1;2865;Fehérgyarmat Panyolai leágazás;;
852;1;2866;Fehérgyarmat vasútállomáshoz vezető út;;
852;1;2867;Fehérgyarmat, Móricz Zsigmond utca;;
852;1;2868;Fehérgyarmat, Vörösmarty utca;;
852;1;2869;Fehérgyarmat-Csengersima közti út Cégénydányádi leágazás;;
852;1;2870;Fehértó;;
852;1;2871;Fehérvárcsurgó;;
852;1;2872;Fehérvárcsurgó, Bakonykúti elágazás;;
852;1;2873;Fehérvárcsurgó, Igari út;;
852;1;2874;Fehérvárcsurgó-Bodajk és Sárkeresztes-Isztimér utak kereszteződése;;
852;1;2875;Fehérvárcsurgói elágazás;;
852;1;2876;Fehérvári út;;
852;1;2877;Fejér megye;;
852;1;2878;Feked;;
852;1;2879;Fekedi elágazás;;
852;1;2880;Feketeerdő;;
852;1;2881;Felcsút;;
852;1;2882;Felcsút vasútállomás;;
852;1;2883;Felcsút, Sörédi elágazás;;
852;1;2884;Feldebrő;;
852;1;2885;Felgyő;;
852;1;2886;Felgyői leágazás;;
852;1;2887;Felpéc;;
852;1;2888;Felpéc József Attila utca;;
852;1;2889;Felpéci elágazás;;
852;1;2890;Felső erdősor;;
852;1;2891;Felső Svábhegyi út;;
852;1;2892;Felső Zöldmáli út;;
852;1;2893;Felsőbabád, Ócsa, Bugyi körforgalom;;
852;1;2894;Felsőberecki;;
852;1;2895;Felsőberecki bekötő út;;
852;1;2896;Felsőberkifalui elágazás;;
852;1;2897;Felsőbüki Nagy Pál utca;;
852;1;2898;Felsőcikola, Pusztaszabolcsi elágazás;;
852;1;2899;Felsőcsatár;;
852;1;2900;Felsőcsatári út;;
852;1;2901;Felsődobosi bekötő út;;
852;1;2902;Felsődobsza;;
852;1;2903;Felsőegerszeg;;
852;1;2904;Felsőfarkasd;;
852;1;2905;Felsőgagy;;
852;1;2906;Felsőgalla;;
852;1;2907;Felsőgöd Duna utca;;
852;1;2908;Felsőhatár utca;;
852;1;2909;Felsőjánosfa;;
852;1;2910;Felsőkékedi bekötő út;;
852;1;2911;Felsőkelcsényi elágazás;;
852;1;2912;Felsőkelecsény;;
852;1;2913;Felsőkert utca;;
852;1;2914;Felsőkincses;;
852;1;2915;Felsőkörtvélyes;;
852;1;2916;Felsőlajos;;
852;1;2917;Felsőmándpusztai elágazás;;
852;1;2918;Felsőmarác;;
852;1;2919;Felsőmaráci elágazás;;
852;1;2920;Felsőmaráci elágazás II.;;
852;1;2921;Felsőmocsolád;;
852;1;2922;Felsőnána;;
852;1;2923;Felsőnánai bekötőút;;
852;1;2924;Felsőnyárád;;
852;1;2925;Felsőnyék;;
852;1;2926;Felsőnyék, központ;;
852;1;2927;Felsőörs;;
852;1;2928;Felsőörs, Balatonalmádi elágazás;;
852;1;2929;Felsőpáhok;;
852;1;2930;Felsőpakony;;
852;1;2931;Felsőpakony, Gyál elágazás;;
852;1;2932;Felsőpázsit;;
852;1;2933;Felsőpetény;;
852;1;2934;Felsőpetény, bánya;;
852;1;2935;Felsőrajk;;
852;1;2936;Felsőrajk vasútállomás;;
852;1;2937;Felsőregmec;;
852;1;2938;Felsőregmec bekötő út;;
852;1;2939;Felsőszenterzsébet;;
852;1;2940;Felsőszentiván;;
852;1;2941;Felsőszentiván, Rémi elágazás;;
852;1;2942;Felsőszentmárton;;
852;1;2943;Felsőszentmártoni elágazás;;
852;1;2944;Felsőszentmártoni körforgalom;;
852;1;2945;Felsőszölnök;;
852;1;2946;Felsőtárkány;;
852;1;2947;Felsőtelekes;;
852;1;2948;Felsőtelekes, elágazás Rudabánya felé;;
852;1;2949;Felsőtold;;
852;1;2950;Felsővadász;;
852;1;2951;Felsőzsolca;;
852;1;2952;Felsőzsolca belső körforgalom;;
852;1;2953;Felsőzsolca Bólyai János u.;;
852;1;2954;Felsőzsolca, Arnóti körforgalom;;
852;1;2955;Felsőzsolca, vasútállomás;;
852;1;2956;Felsőzsolca-Sátoraljaújhely és Köröm-Szerencs utak kereszteződése;;
852;1;2957;Felsőzsolca-Sátoraljaújhely és Újharangod-Taktaharkály kereszteződés;;
852;1;2958;Fenékpuszta;;
852;1;2959;Fenékpusztai elágazás;;
852;1;2960;Fényeslitke;;
852;1;2961;Fényeslitke bekötő út belterület;;
852;1;2962;Fényeslitke vasútállomáshoz vezető út;;
852;1;2963;Fenyőfő;;
852;1;2964;Fenyves fasor;;
852;1;2965;Fenyves utca;;
852;1;2966;Ferde utca;;
852;1;2967;Ferdinánd híd;;
852;1;2968;Ferenc körút;;
852;1;2969;Ferenc utca;;
852;1;2970;Ferenciek tere;;
852;1;2971;Ferencszállás;;
852;1;2972;Ferencszállás, Temetői leágazás;;
852;1;2973;Ferenctanyai bekötő út;;
852;1;2974;Ferihegy;;
852;1;2975;Ferihegy/Liszt Ferenc Nemzetközi Repülőtér;;
852;1;2976;Ferihegyi Repülőtérre vezető út;;
852;1;2977;Ferihegyi út;;
852;1;2978;Fertő utca;;
852;1;2979;Fertőboz;;
852;1;2980;Fertőboz Fő utca Nagycenk felé;;
852;1;2981;Fertőd;;
852;1;2982;Fertőd Mentes Mihály utca;;
852;1;2983;Fertőd Pomogyi út;;
852;1;2984;Fertőd Sarródi út;;
852;1;2985;Fertőd Vasút sor;;
852;1;2986;Fertőd, Szabadság utca;;
852;1;2987;Fertőendréd;;
852;1;2988;Fertőendréd/Fertőd;;
852;1;2989;Fertőendrédi elágazás;;
852;1;2990;Fertőhomok;;
852;1;2991;Fertőhomok és Beled-Pereszteg utak keresztezése;;
852;1;2992;Fertőhomos Vasút utca;;
852;1;2993;Fertőrákos;;
852;1;2994;Fertőrákos Kőfejtő;;
852;1;2995;Fertőszentmiklós;;
852;1;2996;Fertőszentmiklós Kolozsvári utca;;
852;1;2997;Fertőszentmiklós Petőházi út;;
852;1;2998;Fertőszentmiklós vasútállomáshoz vezető út;;
852;1;2999;Fertőszentmiklós/Röjtökmuzsaj;;
852;1;3000;Fertőszentmiklós-Fertőújlak és Fertőszentmiklós-Csapod utak;;
852;1;3001;Fertőszentmiklósi pihenőhely;;
852;1;3002;Fertőszéplak;;
852;1;3003;Fertőszéplak Petőfi Sándor utca;;
852;1;3004;Fertőszéplaki elágazás;;
852;1;3005;Fertőújlak Fő utca Világ Királynője templom;;
852;1;3006;Fészek utca;;
852;1;3007;Fiad;;
852;1;3008;Fiadi elágazás;;
852;1;3009;Fiastyúk utca;;
852;1;3010;Fiáth János utca;;
852;1;3011;Filkeháza;;
852;1;3012;Fillér utca;;
852;1;3013;Finke, vasútállomás;;
852;1;3014;Fischer István utca;;
852;1;3015;Fischerbócsai bekötő út;;
852;1;3016;Fityeház;;
852;1;3017;Fiume utca;;
852;1;3018;Fiumei út;;
852;1;3019;Flamingó utca;;
852;1;3020;Flóra tanya bekötő;;
852;1;3021;Flórián tér;;
852;1;3022;Flórián téri felüljáró;;
852;1;3023;Fő út;;
852;1;3024;Fő utca;;
852;1;3025;Fodor utca;;
852;1;3026;Fogarasi út;;
852;1;3027;Fokorú-puszta pihenőhely;;
852;1;3028;Foktő;;
852;1;3029;Foktő elkerülő út, körforgalom;;
852;1;3030;Föld utca;;
852;1;3031;Földeák;;
852;1;3032;Földeák, Makói úti leágazás;;
852;1;3033;Földeák, Vásárhelyi úti leágazás;;
852;1;3034;Földeáki út-Makó elkerülő körforgalom;;
852;1;3035;Földes;;
852;1;3036;Földes Derecskei elágazás;;
852;1;3037;Földes Karácsony Sándor tér;;
852;1;3038;Földes Magaspart utca Ady Endre utcák kereszteződése;;
852;1;3039;Folyás;;
852;1;3040;Folyás település;;
852;1;3041;Folyondár utca;;
852;1;3042;Fonó;;
852;1;3043;Fony;;
852;1;3044;Főnyed;;
852;1;3045;Főnyedi elágazás;;
852;1;3046;Fónyi elágazás;;
852;1;3047;Fonyód;;
852;1;3048;Fonyód dél elágazás;;
852;1;3049;Fonyód utca;;
852;1;3050;Fonyód, bevásárló központ;;
852;1;3051;Fonyód, hajóállomás elágazás;;
852;1;3052;Forráskút;;
852;1;3053;Forráskút Szegedi utca - Jókai Mór utca;;
852;1;3054;Forráskút, Balástyai leágazás;;
852;1;3055;Forráskúti leágazás;;
852;1;3056;Forró;;
852;1;3057;Forró/Encs;;
852;1;3058;Forrói elágazás;;
852;1;3059;Fót;;
852;1;3060;Fót Mogyoródi elágazás;;
852;1;3061;Fót, Alagi Major körforgalom;;
852;1;3062;Fót, Dózsa György út, Móricz Zsigmond utca elágazás;;
852;1;3063;Fót, Kossuth Lajos út, Dózsa György út;;
852;1;3064;Fót, Vasútállomás;;
852;1;3065;Fót/Rákospalota;;
852;1;3066;Fóti út;;
852;1;3067;Fóti úti aluljáró;;
852;1;3068;Fővám tér;;
852;1;3069;Frankel Leó út;;
852;1;3070;Friedrich Born rakpart;;
852;1;3071;Füle;;
852;1;3072;Fülesd;;
852;1;3073;Fülesd Vámosoroszi leágazás;;
852;1;3074;Fulókércs;;
852;1;3075;Fülöp;;
852;1;3076;Fülöpháza;;
852;1;3077;Fülöpjakab;;
852;1;3078;Fülöpszállás;;
852;1;3079;Fülöpszállás, észak;;
852;1;3080;Fülöpszállás, központ;;
852;1;3081;Fülöpszállás, Nyugati bejáró;;
852;1;3082;Fülöpszállás, Soltszentimrei elágazás;;
852;1;3083;Fülöpszállás, Uzovicstelep;;
852;1;3084;Fülpösdaróc;;
852;1;3085;Fülpösdaróc bekötő út;;
852;1;3086;Füredi csomópont;;
852;1;3087;Füredi utca;;
852;1;3088;Fűrész utca;;
852;1;3089;Fürged;;
852;1;3090;Fürged vasútállomási út;;
852;1;3091;Furta;;
852;1;3092;Furta-Zsáka elkerülő út Furtai kezdete;;
852;1;3093;Furta-Zsáka elkerülő út Zsákai vége;;
852;1;3094;Furta-Zsáka közötti elkerülő út kereszteződés;;
852;1;3095;Futó utca;;
852;1;3096;Futórózsa utca;;
852;1;3097;Fuvallat utca;;
852;1;3098;Füveskert utca;;
852;1;3099;Füzér;;
852;1;3100;Füzérkajata;;
852;1;3101;Füzérkajatai bekötő út;;
852;1;3102;Füzérkomlós;;
852;1;3103;Füzérkomlósi elágazás;;
852;1;3104;Füzér-Pusztafalu bekötő út;;
852;1;3105;Füzérradvány;;
852;1;3106;Füzérradványi bekötő út;;
852;1;3107;Füzesabony;;
852;1;3108;Füzesabony dél;;
852;1;3109;Füzesabony Észak;;
852;1;3110;Füzesabony Kelet;;
852;1;3111;Füzesabony körforgalom;;
852;1;3112;Füzesabony/Kerecsend;;
852;1;3113;Füzesabony-Debrecen és Hajdúböszörmény-Hajdúszoboszlói utak;;
852;1;3114;Füzesgyarmat;;
852;1;3115;Füzesgyarmat , vasútállomási elágazás;;
852;1;3116;Füzesgyarmat, Mátyás Király utca;;
852;1;3117;Füzesgyarmat, Szabadság tér;;
852;1;3118;Fűzvölgy;;
852;1;3119;Fűzvölgyi elágazás;;
852;1;3120;Gabonási elágazás;;
852;1;3121;Gábor Áron utca;;
852;1;3122;Gáborján;;
852;1;3123;Gáborján/Váncsod;;
852;1;3124;Gáborjánháza;;
852;1;3125;Gács utca;;
852;1;3126;Gacsály;;
852;1;3127;Gacsály Csegöldi leágazás;;
852;1;3128;Gacsály külterület Rozsály leágazás;;
852;1;3129;Gacsály Rozsályi leágazás;;
852;1;3130;Gacsály vasútállomáshoz vezető út;;
852;1;3131;Gadács;;
852;1;3132;Gadácsi elágazás;;
852;1;3133;Gadány;;
852;1;3134;Gadna;;
852;1;3135;Gadnai elágazás;;
852;1;3136;Gádor utca;;
852;1;3137;Gádoros;;
852;1;3138;Gádoros, Piac tér;;
852;1;3139;Gádorosi elágazás;;
852;1;3140;Gádorosi vasútállomás;;
852;1;3141;Gagyapáti;;
852;1;3142;Gagyapáti bekötő út;;
852;1;3143;Gagybátor;;
852;1;3144;Gagybátori bekötő út;;
852;1;3145;Gagyvendégi;;
852;1;3146;Gagyvendégi elágazás;;
852;1;3147;Gál ispán utca;;
852;1;3148;Galácsi elágazás;;
852;1;3149;Galambok;;
852;1;3150;Galambok, Honvédi u.;;
852;1;3151;Galambok, József Attila u.;;
852;1;3152;Galambok, Szabadság u.;;
852;1;3153;Galamboki elágazás;;
852;1;3154;Galamboki elágazás A;;
852;1;3155;Galamboki elágazás B;;
852;1;3156;Galga pihenőhely;;
852;1;3157;Galgaguta;;
852;1;3158;Galgaguta, Berceli elágazás;;
852;1;3159;Galgaguta, Nógrádsápi elágazás;;
852;1;3160;Galgaguta, vasútállomás;;
852;1;3161;Galgagyörk;;
852;1;3162;Galgagyörk, Iklad, Galgamácsa elágazás;;
852;1;3163;Galgagyörk, Rákóczi út;;
852;1;3164;Galgagyörk, Vasútállomás;;
852;1;3165;Galgahévíz;;
852;1;3166;Galgamácsa;;
852;1;3167;Galgamácsa, Iklad, Vácegres elágazás;;
852;1;3168;Galgamácsa, Iklad/Vácegres elágazás;;
852;1;3169;Galgamácsa, Vácegres elágazás;;
852;1;3170;Galgamácsa, Váckisújfalu elágazás;;
852;1;3171;Galgóczy utca;;
852;1;3172;Gálosfa;;
852;1;3173;Gálosfa bekötő út;;
852;1;3174;Galvács;;
852;1;3175;Galvani utca;;
852;1;3176;Galyatetői bekötő út;;
852;1;3177;Galyatetői elágazás;;
852;1;3178;Gamás;;
852;1;3179;Gamási elágazó;;
852;1;3180;Ganna;;
852;1;3181;Ganna bekötő út vége;;
852;1;3182;Ganna, Döbröntei elágazás;;
852;1;3183;Ganna, Pápakovácsi elágazás;;
852;1;3184;Gannai elágazás (felső);;
852;1;3185;Gánt;;
852;1;3186;Gánti elágazás;;
852;1;3187;Gara;;
852;1;3188;Gara, Bácsbokodi elágazás;;
852;1;3189;Gara, Csátaljai elágazás;;
852;1;3190;Garáb;;
852;1;3191;Garabonc;;
852;1;3192;Garadna;;
852;1;3193;Garadnai körforgalom;;
852;1;3194;Garam utca;;
852;1;3195;Garas utca;;
852;1;3196;Garay tér;;
852;1;3197;Garay utca;;
852;1;3198;Garbolc;;
852;1;3199;Garbolc országhatárhoz vezető út;;
852;1;3200;Gárdony;;
852;1;3201;Gárdonyi tér;;
852;1;3202;Garé;;
852;1;3203;Garéi elágazás;;
852;1;3204;Gasztony;;
852;1;3205;Gasztony pihenőhely;;
852;1;3206;Gasztonyi elágazás;;
852;1;3207;Gátér;;
852;1;3208;Gátér, Pálmonostori elágazás;;
852;1;3209;Gátér, Tömörkényi elágazás;;
852;1;3210;Gátér, vasútállomás;;
852;1;3211;Gátér-Pusztaszer úti, Kettőshalmi leágazás;;
852;1;3212;Gávavencsellő;;
852;1;3213;Gávavencsellő vasútállomáshoz vezető út;;
852;1;3214;Gazdagréti út;;
852;1;3215;Gazdagréti út, dél;;
852;1;3216;Gazdagréti út, észak;;
852;1;3217;Gazdaság út;;
852;1;3218;Géberjén;;
852;1;3219;Gecse;;
852;1;3220;Gecse, Gyarmati elágazás;;
852;1;3221;Gecsei elágazás;;
852;1;3222;Géderlak;;
852;1;3223;Géderlak kompkikötő;;
852;1;3224;Géderlak, Rév elágazás;;
852;1;3225;Gégény;;
852;1;3226;Gégény vasútállomáshoz vezető út;;
852;1;3227;Gelej;;
852;1;3228;Geleji elágazás;;
852;1;3229;Geleji pihenőhely;;
852;1;3230;Gelénes;;
852;1;3231;Gelénes Barabási leágazás;;
852;1;3232;Gellénháza;;
852;1;3233;Gelse;;
852;1;3234;Gelse vasútállomás;;
852;1;3235;Gelsesziget;;
852;1;3236;Gemzse;;
852;1;3237;Gencsapáti;;
852;1;3238;Gencsapáti elágazás;;
852;1;3239;Gencsapáti, MÁV állomás;;
852;1;3240;Georgina utca;;
852;1;3241;Gépész utca;;
852;1;3242;Gérce;;
852;1;3243;Gércei elágazás;;
852;1;3244;Gércei és Mesteri elágazás;;
852;1;3245;Gerde;;
852;1;3246;Gerendás;;
852;1;3247;Gerényes;;
852;1;3248;Geresdi pihenőhely;;
852;1;3249;Geresdlak;;
852;1;3250;Gergely utca;;
852;1;3251;Gerje pihenőhely;;
852;1;3252;Gerjen;;
852;1;3253;Gerjeni bekötőút;;
852;1;3254;Gerlai elágazás;;
852;1;3255;Gersekarát;;
852;1;3256;Gersekarát Dózsa György utca;;
852;1;3257;Gersekarát Vasvári utca;;
852;1;3258;Geszt;;
852;1;3259;Gesztely;;
852;1;3260;Gesztely -Újharangodi elágazás;;
852;1;3261;Gesztely, elágazás Megyaszó felé;;
852;1;3262;Gesztely, elágazás Újharangod felé;;
852;1;3263;Gesztelyi körforgalom;;
852;1;3264;Geszteréd;;
852;1;3265;Gétye;;
852;1;3266;Gétyei bekötő út;;
852;1;3267;Géza fejedelem tér;;
852;1;3268;Géza utca;;
852;1;3269;Gibárt;;
852;1;3270;Gibárti elágazás;;
852;1;3271;Gic;;
852;1;3272;Gic, vasútállomás;;
852;1;3273;Gige;;
852;1;3274;Gige, Kiskorpádi elágazás;;
852;1;3275;Gilice tér;;
852;1;3276;Gilvánfa;;
852;1;3277;Girincs;;
852;1;3278;Girincs kompkikötő;;
852;1;3279;Girincs-Sajószöged komp;;
852;1;3280;Gitár utca;;
852;1;3281;Gizella utca;;
852;1;3282;Göböljáráspusztai bekötő út;;
852;1;3283;Göd;;
852;1;3284;Göd Köztársaság út;;
852;1;3285;Gödény-halmi pihenőhely;;
852;1;3286;Göd-iparterület;;
852;1;3287;Gödöllő;;
852;1;3288;Gödöllő centrum;;
852;1;3289;Gödöllő Ipari Park, körforgalom;;
852;1;3290;Gödöllő Palotakert Vasútállomás;;
852;1;3291;Gödöllő Rét utca;;
852;1;3292;Gödöllő Szabadság tér;;
852;1;3293;Gödöllő Szabadság út, Valkó;;
852;1;3294;Gödöllő, Domony, Aszód, Bag elágazás;;
852;1;3295;Gödöllő, Dózsa György út;;
852;1;3296;Gödöllő, Dózsa György út, M3 autópálya;;
852;1;3297;Gödöllő, Dózsa györyg út;;
852;1;3298;Gödöllő, Haraszti utca;;
852;1;3299;Gödöllő, Isaszegi elágazás;;
852;1;3300;Gödölő centrum;;
852;1;3301;Gödre;;
852;1;3302;Gödrekeresztúri bekötő út;;
852;1;3303;Gógánfa;;
852;1;3304;Gógánfa körforgalom;;
852;1;3305;Gógánfa vasútállomás;;
852;1;3306;Gógánfai elágazás;;
852;1;3307;Gogol utca;;
852;1;3308;Goldmann György tér;;
852;1;3309;Gölle;;
852;1;3310;Golop;;
852;1;3311;Golopi bekötő út;;
852;1;3312;Gömb utca;;
852;1;3313;Gomba;;
852;1;3314;Gombosszeg;;
852;1;3315;Gömörszőlős;;
852;1;3316;Gömörszőlősi bekötő út;;
852;1;3317;Gönc;;
852;1;3318;Gönc, vasútállomás;;
852;1;3319;Göncöl utca;;
852;1;3320;Göncruszka;;
852;1;3321;Gönyű;;
852;1;3322;Gór;;
852;1;3323;Gorba-tető;;
852;1;3324;Görbeháza;;
852;1;3325;Görbeháza Bagotai út;;
852;1;3326;Görbeháza Nánási út;;
852;1;3327;Görbeháza pihenőhely;;
852;1;3328;Görcsöny;;
852;1;3329;Görcsönydoboka;;
852;1;3330;Görcsönydobokai bekötő út;;
852;1;3331;Görcsönyi körforgalom;;
852;1;3332;Gordisa;;
852;1;3333;Görénypuszta bekötő út;;
852;1;3334;Görgeteg;;
852;1;3335;Görgeteg, Rinyaszentkirályi elágazás;;
852;1;3336;Görgey Artúr tér;;
852;1;3337;Görgey Artúr út;;
852;1;3338;Góri elágazás;;
852;1;3339;Görögszállás Vasútállomáshoz vezető út;;
852;1;3340;Gősfa;;
852;1;3341;Gősfai elágazás;;
852;1;3342;Gosztola;;
852;1;3343;Grábóc;;
852;1;3344;Grábóci bekötőút;;
852;1;3345;Grassalkovich út;;
852;1;3346;Grébics pihenő;;
852;1;3347;Grébics pihenőhely;;
852;1;3348;Gróf Esterházy János rakpart;;
852;1;3349;Gubacsi híd;;
852;1;3350;Gubacsi út;;
852;1;3351;Gulács;;
852;1;3352;Gulács Tivadari leágazás;;
852;1;3353;Gundel Károly út;;
852;1;3354;Gusztáv utca;;
852;1;3355;Gutenberg tér;;
852;1;3356;Gutorfölde;;
852;1;3357;Gutorfölde vasútállomás;;
852;1;3358;Gutorfölde, Mikekarácsonyfai elágazás;;
852;1;3359;Gutorfölde, Tófeji elágazás;;
852;1;3360;Gúttamási;;
852;1;3361;Gvadányi utca;;
852;1;3362;Gyakorló köz;;
852;1;3363;Gyakorló utca;;
852;1;3364;Gyál;;
852;1;3365;Gyál Vecsési út, Kőrösi út elágazás;;
852;1;3366;Gyál, Alsónémedi elágazás;;
852;1;3367;Gyál, Kőrösi út;;
852;1;3368;Gyál, temető;;
852;1;3369;Gyáli út;;
852;1;3370;Gyalóka;;
852;1;3371;Gyanógeregye;;
852;1;3372;Gyanógeregyei elágazás;;
852;1;3373;Gyarmat;;
