CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
852;3;1459;A;8;0;11802;15
852;3;50;A;8;0;11785;15
852;3;328;A;8;0;11769;15
852;3;206;A;8;0;11138;15
852;3;72;A;8;0;10823;15
852;3;897;A;8;0;10822;15
852;3;1039;A;8;0;10817;15
852;3;349;A;8;0;10901;15
852;3;512;A;8;0;10888;15
852;3;772;A;8;0;10830;15
852;3;319;A;8;0;10770;15
852;3;833;A;8;0;10767;15
852;3;78;A;8;0;10702;15
852;3;136;A;8;0;10812;15
852;3;678;A;8;0;10810;15
852;3;1196;A;8;0;10809;15
852;3;243;A;8;0;11075;15
852;3;599;A;8;0;11074;15
852;3;409;A;8;0;11068;15
852;3;496;A;8;0;11089;15
852;3;287;A;8;0;11085;15
852;3;262;A;8;0;11079;15
852;3;449;A;8;0;11006;15
852;3;937;A;8;0;10912;15
852;3;355;A;8;0;10903;15
852;3;444;A;8;0;11063;15
852;3;259;A;8;0;11023;15
852;3;336;A;8;0;11013;15
852;3;2171;A;8;0;12334;21
852;3;2547;A;8;0;12333;21
852;3;3037;A;8;0;12247;21
852;3;2946;A;8;0;12377;21
852;3;3129;A;8;0;12367;21
852;3;1387;A;8;0;12336;21
852;3;2972;A;8;0;12172;21
852;3;2617;A;8;0;12108;21
852;3;2701;A;8;0;12107;21
852;3;2680;A;8;0;12193;21
852;3;1925;A;8;0;12190;21
852;3;2788;A;8;0;12175;21
852;3;3081;A;8;0;781;22
852;3;2268;A;8;0;779;22
852;3;1178;A;8;0;773;22
852;3;1177;A;8;0;968;22
852;3;3118;A;8;0;966;22
852;3;2158;A;8;0;925;22
852;3;832;A;8;0;653;5
852;3;210;A;8;0;12459;21
852;3;1433;A;8;0;12421;21
852;3;1707;A;8;0;762;22
852;3;3126;A;8;0;728;22
852;3;2181;A;8;0;719;22
852;3;37;A;8;0;12094;21
852;3;1792;A;8;0;11040;21
852;3;1523;A;8;0;11020;21
852;3;3067;A;8;0;11010;21
852;3;1092;A;8;0;11280;21
852;3;1486;A;8;0;11250;21
852;3;96;A;8;0;11093;21
852;3;2984;A;8;0;10745;21
852;3;2790;A;8;0;10738;21
852;3;547;A;8;0;10725;21
852;3;2280;A;8;0;10896;21
852;3;1530;A;8;0;10840;21
852;3;659;A;8;0;10752;21
852;3;1100;A;8;0;11927;21
852;3;2774;A;8;0;11915;21
852;3;1938;A;8;0;11891;21
852;3;2383;A;8;0;12007;21
852;3;2425;A;8;0;12006;21
852;3;79;A;8;0;11932;21
852;3;1047;A;8;0;11662;21
852;3;2006;A;8;0;11646;21
852;3;1266;A;8;0;11613;21
852;3;2385;A;8;0;11782;21
852;3;720;A;8;0;11768;21
852;3;2424;A;8;0;11735;21
852;3;915;A;8;0;1005;22
852;3;3063;A;8;0;2396;22
852;3;2784;A;8;0;2395;22
852;3;2068;A;8;0;2380;22
852;3;2386;A;8;0;2621;22
852;3;3150;A;8;0;2453;22
852;3;2896;A;8;0;2399;22
852;3;3080;A;8;0;2124;22
852;3;1618;A;8;0;2091;22
852;3;3132;A;8;0;2085;22
852;3;2134;A;8;0;2192;22
852;3;2498;A;8;0;2177;22
852;3;1850;A;8;0;2148;22
852;3;3094;A;8;0;3124;22
852;3;2955;A;8;0;3118;22
852;3;1771;A;8;0;3016;22
852;3;954;A;8;0;3232;22
852;3;1679;A;8;0;3191;22
852;3;1209;A;8;0;3149;22
852;3;2176;A;8;0;2787;22
852;3;1725;A;8;0;2785;22
852;3;1394;A;8;0;2635;22
852;3;3154;A;8;0;2939;22
852;3;1669;A;8;0;2935;22
852;3;2018;A;8;0;2929;22
852;3;835;A;8;0;2084;22
852;3;1588;A;8;0;1348;22
852;3;695;A;8;0;1341;22
852;3;1441;A;8;0;1332;22
852;3;2824;A;8;0;1503;22
852;3;3015;A;8;0;1416;22
852;3;1619;A;8;0;1407;22
852;3;2095;A;8;0;1157;22
852;3;1674;A;8;0;1140;22
852;3;2421;A;8;0;1057;22
852;3;2277;A;8;0;1331;22
852;3;2928;A;8;0;1274;22
852;3;1744;A;8;0;1233;22
852;3;1582;A;8;0;1758;22
852;3;3076;A;8;0;1730;22
852;3;1716;A;8;0;1707;22
852;3;2047;A;8;0;2007;22
852;3;2374;A;8;0;1983;22
852;3;2641;A;8;0;1760;22
852;3;2577;A;8;0;1585;22
852;3;2408;A;8;0;1573;22
852;3;1401;A;8;0;1565;22
852;3;2793;A;8;0;1681;22
852;3;2442;A;8;0;1640;22
852;3;3092;A;8;0;1586;22
852;3;1276;A;8;0;7687;21
852;3;1917;A;8;0;7664;21
852;3;1167;A;8;0;5567;21
852;3;1590;A;8;0;7773;21
852;3;2186;A;8;0;7761;21
852;3;2001;A;8;0;7743;21
852;3;1308;A;8;0;5471;21
852;3;1540;A;8;0;5470;21
852;3;2527;A;8;0;5468;21
852;3;2391;A;8;0;5558;21
852;3;2103;A;8;0;5534;21
852;3;806;A;8;0;5521;21
852;3;1791;A;8;0;8271;21
852;3;2940;A;8;0;8170;21
852;3;1332;A;8;0;8166;21
852;3;1240;A;8;0;8340;21
852;3;2302;A;8;0;8325;21
852;3;2105;A;8;0;8272;21
852;3;2732;A;8;0;7918;21
852;3;3133;A;8;0;7901;21
852;3;1341;A;8;0;7804;21
852;3;2444;A;8;0;8073;21
852;3;1630;A;8;0;8037;21
852;3;1329;A;8;0;8008;21
852;3;2208;A;8;0;5348;21
852;3;3114;A;8;0;4577;21
852;3;2511;A;8;0;4436;21
852;3;2289;A;8;0;4420;21
852;3;1748;A;8;0;4688;21
852;3;1696;A;8;0;4623;21
852;3;2013;A;8;0;4610;21
852;3;1639;A;8;0;4188;21
852;3;2344;A;8;0;4081;21
852;3;3057;A;8;0;3954;21
852;3;1605;A;8;0;4419;21
852;3;2226;A;8;0;4369;21
852;3;2240;A;8;0;4353;21
852;3;1571;A;8;0;5259;21
852;3;1670;A;8;0;5088;21
852;3;2969;A;8;0;4970;21
852;3;2077;A;8;0;5318;21
852;3;1593;A;8;0;5305;21
852;3;2297;A;8;0;5269;21
852;3;3012;A;8;0;4805;21
852;3;2435;A;8;0;4779;21
852;3;2365;A;8;0;4774;21
852;3;3029;A;8;0;4947;21
852;3;1179;A;8;0;4922;21
852;3;2996;A;8;0;4815;21
852;3;1923;A;8;0;8353;21
852;3;2148;A;8;0;9602;21
852;3;2768;A;8;0;9563;21
852;3;2126;A;8;0;9545;21
852;3;2859;A;8;0;9820;21
852;3;1391;A;8;0;9808;21
852;3;2757;A;8;0;9737;21
852;3;989;A;8;0;9220;21
852;3;1226;A;8;0;9212;21
852;3;2366;A;8;0;9207;21
852;3;299;A;8;0;9391;21
852;3;2422;A;8;0;9348;21
852;3;2087;A;8;0;9316;21
852;3;1862;A;8;0;10322;21
852;3;232;A;8;0;10317;21
852;3;3060;A;8;0;10191;21
852;3;2808;A;8;0;10695;21
852;3;2368;A;8;0;10692;21
852;3;2064;A;8;0;10458;21
852;3;2360;A;8;0;10169;21
852;3;2616;A;8;0;10047;21
852;3;3116;A;8;0;9933;21
852;3;1320;A;8;0;10189;21
852;3;1754;A;8;0;10188;21
852;3;2568;A;8;0;10187;21
852;3;1997;A;8;0;9204;21
852;3;2372;A;8;0;8637;21
852;3;616;A;8;0;8633;21
852;3;1418;A;8;0;8629;21
852;3;1330;A;8;0;8673;21
852;3;2739;A;8;0;8670;21
852;3;3082;A;8;0;8638;21
852;3;891;A;8;0;8555;21
852;3;2100;A;8;0;8541;21
852;3;2522;A;8;0;8494;21
852;3;2317;A;8;0;8600;21
852;3;1417;A;8;0;8597;21
852;3;1688;A;8;0;8595;21
852;3;690;A;8;0;9050;21
852;3;727;A;8;0;9048;21
852;3;2957;A;8;0;9046;21
852;3;2670;A;8;0;9200;21
852;3;51;A;8;0;9178;21
852;3;2468;A;8;0;9149;21
852;3;3121;A;8;0;8864;21
852;3;841;A;8;0;8729;21
852;3;1543;A;8;0;8691;21
852;3;2920;A;8;0;9028;21
852;3;1345;A;8;0;8919;21
852;3;2786;A;8;0;8866;21
852;3;1249;A;8;0;3233;22
852;3;2649;A;8;0;10548;22
852;3;2713;A;8;0;10412;22
852;3;1861;A;8;0;10326;22
852;3;3024;A;8;0;10753;22
852;3;2189;A;8;0;10736;22
852;3;2507;A;8;0;10735;22
852;3;3135;A;8;0;10079;22
852;3;1840;A;8;0;10077;22
852;3;882;A;8;0;9996;22
852;3;1915;A;8;0;10321;22
852;3;1537;A;8;0;10283;22
852;3;994;A;8;0;10143;22
852;3;1502;A;8;0;11258;22
852;3;3176;A;8;0;11201;22
852;3;2746;A;8;0;10868;22
852;3;2254;A;8;0;11534;22
852;3;1763;A;8;0;11466;22
852;3;2845;A;8;0;11289;22
852;3;2931;A;8;0;10778;22
852;3;3013;A;8;0;10769;22
852;3;2414;A;8;0;10759;22
852;3;3136;A;8;0;10845;22
852;3;900;A;8;0;10785;22
852;3;1403;A;8;0;10781;22
852;3;1701;A;8;0;9977;22
852;3;1578;A;8;0;9507;22
852;3;1429;A;8;0;9488;22
852;3;2303;A;8;0;9414;22
852;3;2406;A;8;0;9542;22
852;3;3115;A;8;0;9526;22
852;3;2163;A;8;0;9508;22
852;3;2827;A;8;0;9132;22
852;3;1476;A;8;0;9110;22
852;3;1185;A;8;0;9109;22
852;3;2273;A;8;0;9413;22
852;3;2354;A;8;0;9394;22
852;3;2711;A;8;0;9253;22
852;3;1344;A;8;0;9814;22
852;3;2459;A;8;0;9796;22
852;3;1446;A;8;0;9757;22
852;3;2118;A;8;0;9960;22
852;3;2011;A;8;0;9953;22
852;3;2112;A;8;0;9822;22
852;3;2830;A;8;0;9588;22
852;3;3137;A;8;0;9579;22
852;3;2523;A;8;0;9552;22
852;3;3142;A;8;0;9732;22
852;3;1841;A;8;0;9614;22
852;3;1874;A;8;0;9598;22
852;3;1845;A;8;0;11547;22
852;3;1438;A;8;0;12373;22
852;3;1918;A;8;0;12372;22
852;3;3054;A;8;0;12370;22
852;3;2342;A;8;0;12386;22
852;3;199;A;8;0;12380;22
852;3;1525;A;8;0;12378;22
852;3;483;A;8;0;12346;22
852;3;1159;A;8;0;12344;22
852;3;2292;A;8;0;12343;22
852;3;2833;A;8;0;12368;22
852;3;456;A;8;0;12361;22
852;3;3145;A;8;0;12359;22
852;3;2979;A;8;0;12402;22
852;3;1693;A;8;0;12400;22
852;3;3120;A;8;0;12398;22
852;3;3069;A;8;0;12435;22
852;3;2223;A;8;0;12407;22
852;3;1548;A;8;0;12403;22
852;3;1626;A;8;0;12392;22
852;3;2426;A;8;0;12391;22
852;3;1384;A;8;0;12387;22
852;3;1412;A;8;0;12397;22
852;3;3093;A;8;0;12395;22
852;3;2602;A;8;0;12394;22
852;3;2985;A;8;0;12341;22
852;3;1883;A;8;0;11972;22
852;3;1331;A;8;0;11948;22
852;3;2795;A;8;0;11909;22
852;3;3073;A;8;0;12197;22
852;3;2961;A;8;0;12195;22
852;3;2305;A;8;0;11984;22
852;3;872;A;8;0;11634;22
852;3;1169;A;8;0;11610;22
852;3;1542;A;8;0;11609;22
852;3;2942;A;8;0;11861;22
852;3;3105;A;8;0;11856;22
852;3;1487;A;8;0;11727;22
852;3;1503;A;8;0;12309;22
852;3;2433;A;8;0;12308;22
852;3;1738;A;8;0;12307;22
852;3;2291;A;8;0;12337;22
852;3;38;A;8;0;12311;22
852;3;2014;A;8;0;12310;22
852;3;884;A;8;0;12241;22
852;3;3048;A;8;0;12235;22
852;3;2320;A;8;0;12198;22
852;3;1827;A;8;0;12306;22
852;3;950;A;8;0;12303;22
852;3;2676;A;8;0;12293;22
852;3;2638;A;8;0;4754;22
852;3;77;A;8;0;4705;22
852;3;2894;A;8;0;4685;22
852;3;2697;A;8;0;4826;22
852;3;2831;A;8;0;4812;22
852;3;2207;A;8;0;4808;22
852;3;2600;A;8;0;4678;22
852;3;2581;A;8;0;4654;22
852;3;3025;A;8;0;4626;22
852;3;2630;A;8;0;4684;22
852;3;2939;A;8;0;4681;22
852;3;2973;A;8;0;4680;22
852;3;1991;A;8;0;5356;22
852;3;3036;A;8;0;5304;22
852;3;3124;A;8;0;5280;22
852;3;3141;A;8;0;5448;22
852;3;3062;A;8;0;5413;22
852;3;2146;A;8;0;5393;22
852;3;2907;A;8;0;4949;22
852;3;2789;A;8;0;4945;22
852;3;2812;A;8;0;4917;22
852;3;3117;A;8;0;5031;22
852;3;2903;A;8;0;4990;22
852;3;2858;A;8;0;4969;22
852;3;2021;A;8;0;4609;22
852;3;2560;A;8;0;3542;22
852;3;3032;A;8;0;3536;22
852;3;571;A;8;0;3380;22
852;3;350;A;8;0;3833;22
852;3;3020;A;8;0;3809;22
852;3;1212;A;8;0;3543;22
852;3;3140;A;8;0;3314;22
852;3;3003;A;8;0;3265;22
852;3;2645;A;8;0;3235;22
852;3;1217;A;8;0;3356;22
852;3;3155;A;8;0;3342;22
852;3;2415;A;8;0;3340;22
852;3;2897;A;8;0;4365;22
852;3;2853;A;8;0;4332;22
852;3;3021;A;8;0;4322;22
852;3;1349;A;8;0;4562;22
852;3;2742;A;8;0;4500;22
852;3;1625;A;8;0;4461;22
852;3;2477;A;8;0;3955;22
852;3;2899;A;8;0;3953;22
852;3;2703;A;8;0;3899;22
852;3;2744;A;8;0;4285;22
852;3;2450;A;8;0;4017;22
852;3;3153;A;8;0;3984;22
852;3;3144;A;8;0;5449;22
852;3;2966;A;8;0;8620;22
852;3;2494;A;8;0;8601;22
852;3;1984;A;8;0;8590;22
852;3;2533;A;8;0;8628;22
852;3;2513;A;8;0;8624;22
852;3;2467;A;8;0;8623;22
852;3;2557;A;8;0;8489;22
852;3;2225;A;8;0;8460;22
852;3;2224;A;8;0;8452;22
852;3;2138;A;8;0;8583;22
852;3;1378;A;8;0;8502;22
852;3;2017;A;8;0;8499;22
852;3;2938;A;8;0;9042;22
852;3;2179;A;8;0;9032;22
852;3;2999;A;8;0;9000;22
852;3;2970;A;8;0;9106;22
852;3;852;A;8;0;9100;22
852;3;2752;A;8;0;9094;22
852;3;1585;A;8;0;8678;22
852;3;2794;A;8;0;8639;22
852;3;2685;A;8;0;8631;22
852;3;2956;A;8;0;8954;22
852;3;2580;A;8;0;8936;22
852;3;1911;A;8;0;8898;22
852;3;1485;A;8;0;8399;22
852;3;2592;A;8;0;7694;22
852;3;3134;A;8;0;7662;22
852;3;1172;A;8;0;5566;22
852;3;3123;A;8;0;7816;22
852;3;2990;A;8;0;7812;22
852;3;2043;A;8;0;7697;22
852;3;2720;A;8;0;5495;22
852;3;325;A;8;0;5480;22
852;3;190;A;8;0;5458;22
852;3;2216;A;8;0;5516;22
852;3;2486;A;8;0;5513;22
852;3;3122;A;8;0;5499;22
852;3;1902;A;8;0;8235;22
852;3;2598;A;8;0;8234;22
852;3;817;A;8;0;8231;22
852;3;43;A;8;0;8382;22
852;3;2712;A;8;0;8351;22
852;3;2169;A;8;0;8289;22
852;3;2642;A;8;0;8048;22
852;3;2345;A;8;0;8034;22
852;3;1553;A;8;0;8032;22
852;3;1683;A;8;0;8142;22
852;3;2586;A;8;0;8077;22
852;3;2296;A;8;0;8059;22
852;3;3034;A;8;0;2254;20
852;3;1510;A;8;0;2197;20
852;3;2239;A;8;0;2159;20
852;3;2855;A;8;0;2455;20
852;3;3019;A;8;0;2450;20
852;3;2847;A;8;0;2389;20
852;3;2570;A;8;0;2030;20
852;3;2272;A;8;0;2023;20
852;3;2555;A;8;0;2022;20
852;3;2262;A;8;0;2116;20
852;3;419;A;8;0;2062;20
852;3;1952;A;8;0;2046;20
852;3;1847;A;8;0;2945;20
852;3;2517;A;8;0;2918;20
852;3;2834;A;8;0;2909;20
852;3;1267;A;8;0;3242;20
852;3;609;A;8;0;3237;20
852;3;2145;A;8;0;3204;20
852;3;2238;A;8;0;2664;20
852;3;2329;A;8;0;2638;20
852;3;2589;A;8;0;2493;20
852;3;2200;A;8;0;2899;20
852;3;1145;A;8;0;2672;20
852;3;1989;A;8;0;2665;20
852;3;2269;A;8;0;1977;20
852;3;1295;A;8;0;1210;20
852;3;2059;A;8;0;990;20
852;3;2334;A;8;0;826;20
852;3;1828;A;8;0;1562;20
852;3;2002;A;8;0;1428;20
852;3;2104;A;8;0;1354;20
852;3;1755;A;8;0;618;20
852;3;750;A;8;0;836;5
852;3;660;A;8;0;12473;19
852;3;2623;A;8;0;807;20
852;3;1919;A;8;0;790;20
852;3;2281;A;8;0;785;20
852;3;2747;A;8;0;1873;20
852;3;487;A;8;0;1840;20
852;3;1958;A;8;0;1753;20
852;3;929;A;8;0;1955;20
852;3;2800;A;8;0;1909;20
852;3;144;A;8;0;1904;20
852;3;2535;A;8;0;1619;20
852;3;2369;A;8;0;1618;20
852;3;1654;A;8;0;1563;20
852;3;2519;A;8;0;1749;20
852;3;2377;A;8;0;1747;20
852;3;2904;A;8;0;1700;20
852;3;1704;A;8;0;3255;20
852;3;2749;A;8;0;4622;20
852;3;1912;A;8;0;4620;20
852;3;2183;A;8;0;4618;20
852;3;1492;A;8;0;4645;20
852;3;2607;A;8;0;4639;20
852;3;2766;A;8;0;4633;20
852;3;3075;A;8;0;4584;20
852;3;2388;A;8;0;4490;20
852;3;2730;A;8;0;4434;20
852;3;1987;A;8;0;4616;20
852;3;1466;A;8;0;4614;20
852;3;3007;A;8;0;4612;20
852;3;1867;A;8;0;5142;20
852;3;2572;A;8;0;5063;20
852;3;3043;A;8;0;5043;20
852;3;2687;A;8;0;5239;20
852;3;141;A;8;0;5236;20
852;3;126;A;8;0;5179;20
852;3;2974;A;8;0;4747;20
852;3;3042;A;8;0;4683;20
852;3;2773;A;8;0;4647;20
852;3;2379;A;8;0;5003;20
852;3;2750;A;8;0;4959;20
852;3;2719;A;8;0;4948;20
852;3;2177;A;8;0;4346;20
852;3;2876;A;8;0;3731;20
852;3;1834;A;8;0;3728;20
852;3;2878;A;8;0;3635;20
852;3;3112;A;8;0;3738;20
852;3;2585;A;8;0;3737;20
852;3;2888;A;8;0;3735;20
852;3;1370;A;8;0;3412;20
852;3;2932;A;8;0;3371;20
852;3;2702;A;8;0;3322;20
852;3;2584;A;8;0;3618;20
852;3;2982;A;8;0;3604;20
852;3;1795;A;8;0;3505;20
852;3;684;A;8;0;4137;20
852;3;1788;A;8;0;4093;20
852;3;3000;A;8;0;4071;20
852;3;1262;A;8;0;4314;20
852;3;542;A;8;0;4163;20
852;3;2038;A;8;0;4142;20
852;3;1611;A;8;0;3937;20
852;3;2856;A;8;0;3934;20
852;3;2852;A;8;0;3740;20
852;3;3138;A;8;0;4015;20
852;3;855;A;8;0;4010;20
852;3;1713;A;8;0;3951;20
852;3;928;A;8;0;4305;19
852;3;1174;A;8;0;4302;19
852;3;2591;A;8;0;4134;19
852;3;1139;A;8;0;4395;19
852;3;1424;A;8;0;4394;19
852;3;2819;A;8;0;4312;19
852;3;1566;A;8;0;3636;19
852;3;1372;A;8;0;3527;19
852;3;1545;A;8;0;3467;19
852;3;2070;A;8;0;4105;19
852;3;529;A;8;0;4057;19
852;3;491;A;8;0;3887;19
852;3;1015;A;8;0;5081;19
852;3;1108;A;8;0;5065;19
852;3;2204;A;8;0;5035;19
852;3;2816;A;8;0;5405;19
852;3;1156;A;8;0;5351;19
852;3;2285;A;8;0;5169;19
852;3;1573;A;8;0;4819;19
852;3;1731;A;8;0;4750;19
852;3;2686;A;8;0;4702;19
852;3;2429;A;8;0;4991;19
852;3;2271;A;8;0;4965;19
852;3;2370;A;8;0;4924;19
852;3;1703;A;8;0;3460;19
852;3;357;A;8;0;2298;19
852;3;1074;A;8;0;2244;19
852;3;1467;A;8;0;2106;19
852;3;83;A;8;0;2416;19
852;3;730;A;8;0;2397;19
852;3;2270;A;8;0;2372;19
852;3;116;A;8;0;1685;19
852;3;507;A;8;0;1653;19
852;3;665;A;8;0;1622;19
852;3;2287;A;8;0;2101;19
852;3;1471;A;8;0;1916;19
852;3;2143;A;8;0;1692;19
852;3;1824;A;8;0;3089;19
852;3;1327;A;8;0;2925;19
852;3;1808;A;8;0;2922;19
852;3;708;A;8;0;3429;19
852;3;2806;A;8;0;3343;19
852;3;1168;A;8;0;3252;19
852;3;2597;A;8;0;2582;19
852;3;600;A;8;0;2546;19
852;3;176;A;8;0;2509;19
852;3;340;A;8;0;2830;19
852;3;1695;A;8;0;2825;19
852;3;1672;A;8;0;2770;19
852;3;1727;A;8;0;5451;19
852;3;1972;A;8;0;10417;19
852;3;1421;A;8;0;10392;19
852;3;970;A;8;0;10389;19
852;3;49;A;8;0;10634;19
852;3;633;A;8;0;10552;19
852;3;2675;A;8;0;10465;19
852;3;1443;A;8;0;10028;19
852;3;1857;A;8;0;10017;19
852;3;1152;A;8;0;9768;19
852;3;2465;A;8;0;10386;19
852;3;1112;A;8;0;10117;19
852;3;324;A;8;0;10110;19
852;3;1264;A;8;0;11907;19
852;3;1410;A;8;0;11895;19
852;3;2474;A;8;0;11686;19
852;3;2457;A;8;0;12434;19
852;3;2259;A;8;0;11945;19
852;3;2799;A;8;0;11918;19
852;3;992;A;8;0;11272;19
852;3;632;A;8;0;11227;19
852;3;167;A;8;0;11049;19
852;3;2072;A;8;0;11660;19
852;3;1232;A;8;0;11501;19
852;3;137;A;8;0;11495;19
852;3;1386;A;8;0;9593;19
852;3;3079;A;8;0;8237;19
852;3;2057;A;8;0;8219;19
852;3;2286;A;8;0;8218;19
852;3;629;A;8;0;8479;19
852;3;1199;A;8;0;8425;19
852;3;560;A;8;0;8330;19
852;3;1408;A;8;0;7893;19
852;3;1096;A;8;0;7673;19
852;3;810;A;8;0;7622;19
852;3;1684;A;8;0;8180;19
852;3;2323;A;8;0;8110;19
852;3;2451;A;8;0;8105;19
852;3;903;A;8;0;9130;19
852;3;82;A;8;0;9117;19
852;3;880;A;8;0;9096;19
852;3;1968;A;8;0;9519;19
852;3;613;A;8;0;9452;19
852;3;3168;A;8;0;9234;19
852;3;2838;A;8;0;8557;19
852;3;1450;A;8;0;8530;19
852;3;2199;A;8;0;8517;19
852;3;621;A;8;0;8877;19
852;3;858;A;8;0;8640;19
852;3;1836;A;8;0;8564;19
852;3;2807;A;8;0;5242;20
852;3;2042;A;8;0;1035;21
852;3;1439;A;8;0;1034;21
852;3;2735;A;8;0;1031;21
852;3;2692;A;8;0;1042;21
852;3;3059;A;8;0;1038;21
852;3;2255;A;8;0;1037;21
852;3;703;A;8;0;952;21
852;3;2497;A;8;0;891;21
852;3;2866;A;8;0;816;21
852;3;1864;A;8;0;1028;21
852;3;1084;A;8;0;1018;21
852;3;1606;A;8;0;961;21
852;3;125;A;8;0;1113;21
852;3;1101;A;8;0;1107;21
852;3;1325;A;8;0;1090;21
852;3;450;A;8;0;1145;21
852;3;2964;A;8;0;1141;21
852;3;352;A;8;0;1131;21
852;3;1818;A;8;0;1048;21
852;3;2418;A;8;0;1047;21
852;3;1489;A;8;0;1043;21
852;3;2889;A;8;0;1089;21
852;3;196;A;8;0;1078;21
852;3;1884;A;8;0;1071;21
852;3;1228;A;8;0;771;21
852;3;1004;A;8;0;11990;20
852;3;317;A;8;0;11989;20
852;3;1586;A;8;0;11987;20
852;3;1831;A;8;0;12008;20
852;3;1132;A;8;0;11998;20
852;3;2883;A;8;0;11993;20
852;3;2351;A;8;0;11970;20
852;3;2403;A;8;0;11960;20
852;3;2508;A;8;0;11951;20
852;3;2472;A;8;0;11978;20
852;3;2218;A;8;0;11975;20
852;3;2333;A;8;0;11973;20
852;3;2127;A;8;0;607;21
852;3;426;A;8;0;684;5
852;3;3049;A;8;0;12509;20
852;3;57;A;8;0;666;21
852;3;2196;A;8;0;643;21
852;3;1587;A;8;0;632;21
852;3;404;A;8;0;12052;20
852;3;3068;A;8;0;12037;20
852;3;2521;A;8;0;12036;20
852;3;2782;A;8;0;12502;20
852;3;1636;A;8;0;12239;20
852;3;2569;A;8;0;12217;20
852;3;3005;A;8;0;1164;21
852;3;1303;A;8;0;2927;21
852;3;2356;A;8;0;2843;21
852;3;2191;A;8;0;2727;21
852;3;2147;A;8;0;3271;21
852;3;2141;A;8;0;3219;21
852;3;2636;A;8;0;3180;21
852;3;2673;A;8;0;2439;21
852;3;2660;A;8;0;2400;21
852;3;1706;A;8;0;2385;21
852;3;1942;A;8;0;2666;21
852;3;2661;A;8;0;2620;21
852;3;975;A;8;0;2490;21
852;3;441;A;8;0;3787;21
852;3;2654;A;8;0;3744;21
852;3;2927;A;8;0;3718;21
852;3;1784;A;8;0;3898;21
852;3;2358;A;8;0;3845;21
852;3;3041;A;8;0;3820;21
852;3;1796;A;8;0;3529;21
852;3;2405;A;8;0;3382;21
852;3;1675;A;8;0;3303;21
852;3;1935;A;8;0;3673;21
852;3;1311;A;8;0;3612;21
852;3;528;A;8;0;3597;21
852;3;296;A;8;0;2354;21
852;3;2748;A;8;0;1355;21
852;3;2698;A;8;0;1338;21
852;3;2160;A;8;0;1337;21
852;3;2257;A;8;0;1727;21
852;3;2937;A;8;0;1593;21
852;3;261;A;8;0;1458;21
852;3;2562;A;8;0;1187;21
852;3;2152;A;8;0;1185;21
852;3;2441;A;8;0;1184;21
852;3;3011;A;8;0;1277;21
852;3;1905;A;8;0;1221;21
852;3;1297;A;8;0;1190;21
852;3;1353;A;8;0;2205;21
852;3;1023;A;8;0;2180;21
852;3;1789;A;8;0;2126;21
852;3;1931;A;8;0;2243;21
852;3;2265;A;8;0;2238;21
852;3;2130;A;8;0;2237;21
852;3;1577;A;8;0;1952;21
852;3;503;A;8;0;1945;21
852;3;1709;A;8;0;1729;21
852;3;755;A;8;0;2095;21
852;3;2032;A;8;0;2089;21
852;3;2612;A;8;0;2021;21
852;3;2430;A;8;0;8849;20
852;3;2023;A;8;0;8652;20
852;3;2587;A;8;0;8626;20
852;3;3086;A;8;0;8934;20
852;3;1733;A;8;0;8926;20
852;3;2111;A;8;0;8917;20
852;3;2395;A;8;0;8612;20
852;3;2499;A;8;0;8607;20
852;3;2558;A;8;0;8591;20
852;3;3151;A;8;0;8617;20
852;3;2976;A;8;0;8615;20
852;3;2401;A;8;0;8614;20
852;3;1663;A;8;0;9288;20
852;3;2324;A;8;0;9222;20
852;3;2156;A;8;0;9158;20
852;3;2679;A;8;0;9411;20
852;3;1933;A;8;0;9363;20
852;3;1900;A;8;0;9361;20
852;3;1182;A;8;0;8988;20
852;3;2681;A;8;0;8986;20
852;3;3127;A;8;0;8973;20
852;3;2518;A;8;0;9103;20
852;3;1856;A;8;0;9064;20
852;3;1649;A;8;0;9054;20
852;3;1939;A;8;0;8586;20
852;3;2531;A;8;0;7900;20
852;3;1785;A;8;0;7896;20
852;3;2578;A;8;0;7702;20
852;3;2611;A;8;0;7948;20
852;3;2890;A;8;0;7947;20
852;3;1999;A;8;0;7944;20
852;3;1473;A;8;0;5582;20
852;3;2989;A;8;0;5528;20
852;3;2135;A;8;0;5245;20
852;3;2175;A;8;0;7690;20
852;3;2860;A;8;0;7677;20
852;3;1662;A;8;0;7674;20
852;3;1442;A;8;0;8515;20
852;3;2548;A;8;0;8500;20
852;3;2941;A;8;0;8485;20
852;3;2128;A;8;0;8575;20
852;3;1383;A;8;0;8573;20
852;3;2867;A;8;0;8542;20
852;3;2338;A;8;0;8146;20
852;3;2491;A;8;0;8056;20
852;3;2760;A;8;0;7956;20
852;3;2960;A;8;0;8423;20
852;3;2573;A;8;0;8347;20
852;3;1160;A;8;0;8247;20
852;3;2921;A;8;0;9455;20
852;3;2420;A;8;0;10655;20
852;3;1866;A;8;0;10645;20
852;3;3096;A;8;0;10506;20
852;3;2350;A;8;0;10806;20
852;3;1367;A;8;0;10776;20
852;3;181;A;8;0;10728;20
852;3;3103;A;8;0;10396;20
852;3;1797;A;8;0;10303;20
852;3;1671;A;8;0;10286;20
852;3;2689;A;8;0;10492;20
852;3;2733;A;8;0;10407;20
