CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
852;3;2402;A;8;0;10401;20
852;3;2404;A;8;0;11537;20
852;3;2438;A;8;0;11521;20
852;3;2625;A;8;0;11508;20
852;3;2373;A;8;0;11866;20
852;3;1520;A;8;0;11764;20
852;3;1030;A;8;0;11585;20
852;3;1781;A;8;0;11054;20
852;3;32;A;8;0;10939;20
852;3;2318;A;8;0;10897;20
852;3;2666;A;8;0;11488;20
852;3;1986;A;8;0;11207;20
852;3;673;A;8;0;11091;20
852;3;2671;A;8;0;10282;20
852;3;2705;A;8;0;9662;20
852;3;927;A;8;0;9644;20
852;3;1390;A;8;0;9637;20
852;3;583;A;8;0;9785;20
852;3;2709;A;8;0;9744;20
852;3;2647;A;8;0;9681;20
852;3;2596;A;8;0;9546;20
852;3;2948;A;8;0;9536;20
852;3;2367;A;8;0;9528;20
852;3;1579;A;8;0;9635;20
852;3;2922;A;8;0;9584;20
852;3;1493;A;8;0;9576;20
852;3;1811;A;8;0;10107;20
852;3;1346;A;8;0;10064;20
852;3;109;A;8;0;10031;20
852;3;1870;A;8;0;10279;20
852;3;1689;A;8;0;10276;20
852;3;1865;A;8;0;10139;20
852;3;1242;A;8;0;9877;20
852;3;2154;A;8;0;9848;20
852;3;2983;A;8;0;9792;20
852;3;3010;A;8;0;9975;20
852;3;2304;A;8;0;9950;20
852;3;2214;A;8;0;9929;20
852;3;2778;A;8;0;1748;7
852;3;1271;A;8;0;1721;7
852;3;1147;A;8;0;1719;7
852;3;2841;A;8;0;1848;7
852;3;1124;A;8;0;1846;7
852;3;896;A;8;0;1845;7
852;3;1521;A;8;0;1710;7
852;3;645;A;8;0;1663;7
852;3;1270;A;8;0;1660;7
852;3;414;A;8;0;1717;7
852;3;1740;A;8;0;1716;7
852;3;2552;A;8;0;1713;7
852;3;1927;A;8;0;2112;7
852;3;1453;A;8;0;2083;7
852;3;2024;A;8;0;2072;7
852;3;1432;A;8;0;2135;7
852;3;1668;A;8;0;2121;7
852;3;1806;A;8;0;2120;7
852;3;2694;A;8;0;1868;7
852;3;1316;A;8;0;1859;7
852;3;1201;A;8;0;1854;7
852;3;1335;A;8;0;2071;7
852;3;2335;A;8;0;2048;7
852;3;470;A;8;0;1911;7
852;3;1995;A;8;0;1659;7
852;3;1093;A;8;0;1236;7
852;3;1026;A;8;0;1225;7
852;3;2256;A;8;0;1058;7
852;3;628;A;8;0;1358;7
852;3;3128;A;8;0;1346;7
852;3;2754;A;8;0;1294;7
852;3;614;A;8;0;855;7
852;3;368;A;8;0;854;7
852;3;3008;A;8;0;852;7
852;3;1757;A;8;0;1051;7
852;3;797;A;8;0;882;7
852;3;1230;A;8;0;859;7
852;3;2880;A;8;0;1603;7
852;3;1499;A;8;0;1602;7
852;3;1465;A;8;0;1600;7
852;3;765;A;8;0;1608;7
852;3;1210;A;8;0;1606;7
852;3;2952;A;8;0;1604;7
852;3;1416;A;8;0;1474;7
852;3;2707;A;8;0;1447;7
852;3;1366;A;8;0;1446;7
852;3;1192;A;8;0;1598;7
852;3;1120;A;8;0;1595;7
852;3;589;A;8;0;1568;7
852;3;2637;A;8;0;2246;7
852;3;2371;A;8;0;3105;7
852;3;2352;A;8;0;3102;7
852;3;2912;A;8;0;3100;7
852;3;2627;A;8;0;3143;7
852;3;3156;A;8;0;3141;7
852;3;2729;A;8;0;3134;7
852;3;2310;A;8;0;3043;7
852;3;3009;A;8;0;3011;7
852;3;221;A;8;0;2951;7
852;3;2003;A;8;0;3099;7
852;3;2387;A;8;0;3074;7
852;3;671;A;8;0;3056;7
852;3;3071;A;8;0;3315;7
852;3;1852;A;8;0;3310;7
852;3;1589;A;8;0;3277;7
852;3;1961;A;8;0;3464;7
852;3;1786;A;8;0;3320;7
852;3;704;A;8;0;3317;7
852;3;2155;A;8;0;3192;7
852;3;3031;A;8;0;3174;7
852;3;2718;A;8;0;3145;7
852;3;3169;A;8;0;3269;7
852;3;530;A;8;0;3259;7
852;3;1809;A;8;0;3227;7
852;3;2069;A;8;0;2950;7
852;3;1959;A;8;0;2630;7
852;3;150;A;8;0;2603;7
852;3;2490;A;8;0;2489;7
852;3;226;A;8;0;2695;7
852;3;284;A;8;0;2690;7
852;3;3077;A;8;0;2632;7
852;3;1005;A;8;0;2300;7
852;3;3143;A;8;0;2296;7
852;3;2244;A;8;0;2250;7
852;3;2544;A;8;0;2454;7
852;3;1422;A;8;0;2407;7
852;3;2579;A;8;0;2343;7
852;3;2325;A;8;0;2912;7
852;3;2917;A;8;0;2905;7
852;3;1517;A;8;0;2902;7
852;3;1664;A;8;0;2947;7
852;3;2818;A;8;0;2937;7
852;3;1389;A;8;0;2924;7
852;3;2609;A;8;0;2832;7
852;3;1891;A;8;0;2747;7
852;3;1155;A;8;0;2744;7
852;3;2520;A;8;0;2894;7
852;3;781;A;8;0;2845;7
852;3;2458;A;8;0;2836;7
852;3;1296;A;8;0;4355;6
852;3;1666;A;8;0;3966;6
852;3;53;A;8;0;3512;6
852;3;749;A;8;0;4486;6
852;3;1480;A;8;0;4459;6
852;3;1692;A;8;0;4457;6
852;3;375;A;8;0;3137;6
852;3;237;A;8;0;3114;6
852;3;279;A;8;0;2679;6
852;3;110;A;8;0;3388;6
852;3;1595;A;8;0;3258;6
852;3;1038;A;8;0;3246;6
852;3;555;A;8;0;5215;6
852;3;1860;A;8;0;5209;6
852;3;294;A;8;0;5205;6
852;3;523;A;8;0;5307;6
852;3;1046;A;8;0;5250;6
852;3;1777;A;8;0;5221;6
852;3;1043;A;8;0;4739;6
852;3;345;A;8;0;4729;6
852;3;2201;A;8;0;4692;6
852;3;257;A;8;0;5144;6
852;3;1971;A;8;0;4818;6
852;3;644;A;8;0;4751;6
852;3;1265;A;8;0;2594;6
852;3;80;A;8;0;1360;6
852;3;229;A;8;0;1321;6
852;3;1475;A;8;0;730;6
852;3;370;A;8;0;1389;6
852;3;598;A;8;0;1387;6
852;3;36;A;8;0;1366;6
852;3;2574;A;8;0;12399;4
852;3;2384;A;8;0;12275;4
852;3;1498;A;8;0;12236;4
852;3;574;A;8;0;2001;5
852;3;2629;A;8;0;12468;4
852;3;2312;A;8;0;12446;4
852;3;183;A;8;0;2349;6
852;3;268;A;8;0;2201;6
852;3;2083;A;8;0;1991;6
852;3;1735;A;8;0;2413;6
852;3;653;A;8;0;2410;6
852;3;342;A;8;0;2391;6
852;3;625;A;8;0;1752;6
852;3;1338;A;8;0;1548;6
852;3;1287;A;8;0;1410;6
852;3;532;A;8;0;1968;6
852;3;2361;A;8;0;1941;6
852;3;769;A;8;0;1934;6
852;3;776;A;8;0;5533;6
852;3;1764;A;8;0;579;7
852;3;3039;A;8;0;577;7
852;3;2437;A;8;0;1827;5
852;3;2943;A;8;0;584;7
852;3;420;A;8;0;581;7
852;3;3058;A;8;0;580;7
852;3;2987;A;8;0;11710;6
852;3;271;A;8;0;11691;6
852;3;235;A;8;0;11600;6
852;3;905;A;8;0;12479;6
852;3;216;A;8;0;12155;6
852;3;1008;A;8;0;12030;6
852;3;2093;A;8;0;786;7
852;3;2783;A;8;0;780;7
852;3;3046;A;8;0;743;7
852;3;250;A;8;0;794;7
852;3;1056;A;8;0;793;7
852;3;2923;A;8;0;787;7
852;3;1893;A;8;0;656;7
852;3;2652;A;8;0;590;7
852;3;2534;A;8;0;586;7
852;3;2314;A;8;0;742;7
852;3;1678;A;8;0;740;7
852;3;1584;A;8;0;687;7
852;3;997;A;8;0;11208;6
852;3;223;A;8;0;7993;6
852;3;240;A;8;0;7983;6
852;3;1175;A;8;0;7982;6
852;3;972;A;8;0;8380;6
852;3;1076;A;8;0;8291;6
852;3;1094;A;8;0;8239;6
852;3;1215;A;8;0;7889;6
852;3;2601;A;8;0;7658;6
852;3;556;A;8;0;7649;6
852;3;145;A;8;0;7965;6
852;3;680;A;8;0;7904;6
852;3;372;A;8;0;7890;6
852;3;516;A;8;0;10351;6
852;3;871;A;8;0;9987;6
852;3;152;A;8;0;9983;6
852;3;1364;A;8;0;11117;6
852;3;162;A;8;0;10592;6
852;3;93;A;8;0;10474;6
852;3;2086;A;8;0;9003;6
852;3;511;A;8;0;8899;6
852;3;272;A;8;0;8523;6
852;3;2228;A;8;0;9606;6
852;3;811;A;8;0;9591;6
852;3;58;A;8;0;9010;6
852;3;848;A;8;0;3614;7
852;3;527;A;8;0;9872;7
852;3;857;A;8;0;9817;7
852;3;1914;A;8;0;9811;7
852;3;1373;A;8;0;9892;7
852;3;481;A;8;0;9891;7
852;3;1705;A;8;0;9875;7
852;3;2025;A;8;0;9740;7
852;3;2295;A;8;0;9700;7
852;3;1575;A;8;0;9697;7
852;3;2048;A;8;0;9782;7
852;3;3030;A;8;0;9763;7
852;3;1356;A;8;0;9741;7
852;3;2688;A;8;0;9910;7
852;3;2184;A;8;0;9908;7
852;3;513;A;8;0;9906;7
852;3;1702;A;8;0;9914;7
852;3;1309;A;8;0;9913;7
852;3;1960;A;8;0;9911;7
852;3;1962;A;8;0;9896;7
852;3;1354;A;8;0;9895;7
852;3;2412;A;8;0;9893;7
852;3;1062;A;8;0;9904;7
852;3;437;A;8;0;9900;7
852;3;2242;A;8;0;9898;7
852;3;1849;A;8;0;9685;7
852;3;901;A;8;0;9007;7
852;3;639;A;8;0;8945;7
852;3;313;A;8;0;8942;7
852;3;1073;A;8;0;9098;7
852;3;46;A;8;0;9083;7
852;3;2294;A;8;0;9065;7
852;3;3107;A;8;0;8718;7
852;3;309;A;8;0;8706;7
852;3;1091;A;8;0;8683;7
852;3;890;A;8;0;8921;7
852;3;2500;A;8;0;8850;7
852;3;2213;A;8;0;8803;7
852;3;2646;A;8;0;9590;7
852;3;620;A;8;0;9561;7
852;3;1534;A;8;0;9371;7
852;3;1878;A;8;0;9683;7
852;3;207;A;8;0;9625;7
852;3;2839;A;8;0;9608;7
852;3;3044;A;8;0;9171;7
852;3;3130;A;8;0;9153;7
852;3;1342;A;8;0;9134;7
852;3;3146;A;8;0;9356;7
852;3;2328;A;8;0;9354;7
852;3;1187;A;8;0;9232;7
852;3;1077;A;8;0;9915;7
852;3;1726;A;8;0;10905;7
852;3;315;A;8;0;10883;7
852;3;2734;A;8;0;10878;7
852;3;2823;A;8;0;10981;7
852;3;888;A;8;0;10959;7
852;3;2953;A;8;0;10934;7
852;3;2588;A;8;0;10742;7
852;3;586;A;8;0;10740;7
852;3;961;A;8;0;10666;7
852;3;1734;A;8;0;10876;7
852;3;252;A;8;0;10847;7
852;3;164;A;8;0;10797;7
852;3;1087;A;8;0;11113;7
852;3;442;A;8;0;11107;7
852;3;710;A;8;0;11041;7
852;3;3149;A;8;0;11245;7
852;3;1837;A;8;0;11219;7
852;3;1289;A;8;0;11114;7
852;3;1965;A;8;0;11031;7
852;3;1235;A;8;0;10984;7
852;3;1420;A;8;0;10982;7
852;3;777;A;8;0;11038;7
852;3;1243;A;8;0;11035;7
852;3;376;A;8;0;11034;7
852;3;353;A;8;0;10663;7
852;3;115;A;8;0;10010;7
852;3;2651;A;8;0;9968;7
852;3;795;A;8;0;9954;7
852;3;2173;A;8;0;10075;7
852;3;95;A;8;0;10053;7
852;3;1119;A;8;0;10049;7
852;3;124;A;8;0;9919;7
852;3;2264;A;8;0;9918;7
852;3;1994;A;8;0;9917;7
852;3;1565;A;8;0;9927;7
852;3;712;A;8;0;9925;7
852;3;677;A;8;0;9922;7
852;3;2891;A;8;0;10500;7
852;3;1382;A;8;0;10428;7
852;3;1359;A;8;0;10413;7
852;3;2355;A;8;0;10657;7
852;3;2726;A;8;0;10597;7
852;3;2532;A;8;0;10596;7
852;3;3152;A;8;0;10104;7
852;3;1425;A;8;0;10090;7
852;3;2249;A;8;0;10076;7
852;3;2031;A;8;0;10387;7
852;3;2949;A;8;0;10384;7
852;3;2656;A;8;0;10297;7
852;3;2473;A;8;0;4261;7
852;3;827;A;8;0;4185;7
852;3;2162;A;8;0;4144;7
852;3;3084;A;8;0;4363;7
852;3;2840;A;8;0;4359;7
852;3;1906;A;8;0;4286;7
852;3;2998;A;8;0;4029;7
852;3;1208;A;8;0;4000;7
852;3;1449;A;8;0;3907;7
852;3;844;A;8;0;4110;7
852;3;3006;A;8;0;4065;7
852;3;1260;A;8;0;4034;7
852;3;866;A;8;0;4699;7
852;3;3147;A;8;0;4674;7
852;3;1126;A;8;0;4641;7
852;3;1010;A;8;0;4832;7
852;3;2829;A;8;0;4811;7
852;3;1512;A;8;0;4761;7
852;3;55;A;8;0;4504;7
852;3;2178;A;8;0;4472;7
852;3;812;A;8;0;4456;7
852;3;2063;A;8;0;4588;7
852;3;2738;A;8;0;4572;7
852;3;1445;A;8;0;4509;7
852;3;1426;A;8;0;3894;7
852;3;2538;A;8;0;3759;7
852;3;1323;A;8;0;3756;7
852;3;826;A;8;0;3753;7
852;3;1747;A;8;0;3780;7
852;3;1686;A;8;0;3762;7
852;3;1224;A;8;0;3760;7
852;3;2906;A;8;0;3660;7
852;3;904;A;8;0;3625;7
852;3;1820;A;8;0;3623;7
852;3;2631;A;8;0;3751;7
852;3;2986;A;8;0;3745;7
852;3;763;A;8;0;3669;7
852;3;1563;A;8;0;3807;7
852;3;2765;A;8;0;3805;7
852;3;2357;A;8;0;3804;7
852;3;1821;A;8;0;3852;7
852;3;1244;A;8;0;3842;7
852;3;2012;A;8;0;3812;7
852;3;1106;A;8;0;3797;7
852;3;2737;A;8;0;3795;7
852;3;2884;A;8;0;3794;7
852;3;2633;A;8;0;3802;7
852;3;406;A;8;0;3799;7
852;3;2445;A;8;0;3798;7
852;3;2460;A;8;0;4842;7
852;3;617;A;8;0;8031;7
852;3;948;A;8;0;8011;7
852;3;1263;A;8;0;8009;7
852;3;3097;A;8;0;8118;7
852;3;25;A;8;0;8080;7
852;3;2022;A;8;0;8055;7
852;3;2775;A;8;0;7955;7
852;3;922;A;8;0;7930;7
852;3;493;A;8;0;7897;7
852;3;100;A;8;0;7996;7
852;3;369;A;8;0;7989;7
852;3;236;A;8;0;7973;7
852;3;1746;A;8;0;8512;7
852;3;2471;A;8;0;8417;7
852;3;3089;A;8;0;8366;7
852;3;1413;A;8;0;8585;7
852;3;1550;A;8;0;8581;7
852;3;2480;A;8;0;8580;7
852;3;429;A;8;0;8221;7
852;3;892;A;8;0;8150;7
852;3;2593;A;8;0;8149;7
852;3;1567;A;8;0;8321;7
852;3;1371;A;8;0;8299;7
852;3;2054;A;8;0;8226;7
852;3;2078;A;8;0;7843;7
852;3;1216;A;8;0;5192;7
852;3;2530;A;8;0;5175;7
852;3;1924;A;8;0;5140;7
852;3;2881;A;8;0;5349;7
852;3;2122;A;8;0;5287;7
852;3;1928;A;8;0;5257;7
852;3;2411;A;8;0;4957;7
852;3;2822;A;8;0;4951;7
852;3;2439;A;8;0;4856;7
852;3;2506;A;8;0;5132;7
852;3;2464;A;8;0;5118;7
852;3;862;A;8;0;4987;7
852;3;603;A;8;0;7610;7
852;3;3101;A;8;0;5523;7
852;3;2340;A;8;0;5447;7
852;3;2010;A;8;0;7745;7
852;3;363;A;8;0;7744;7
852;3;1463;A;8;0;7718;7
852;3;2479;A;8;0;5376;7
852;3;2266;A;8;0;5370;7
852;3;870;A;8;0;5353;7
852;3;2109;A;8;0;5440;7
852;3;995;A;8;0;5439;7
852;3;1956;A;8;0;5391;7
852;3;2543;A;8;0;1590;4
852;3;2293;A;8;0;1578;4
852;3;2723;A;8;0;1558;4
852;3;2452;A;8;0;1617;4
852;3;2261;A;8;0;1612;4
852;3;1798;A;8;0;1611;4
852;3;2626;A;8;0;1498;4
852;3;2968;A;8;0;1479;4
852;3;1624;A;8;0;1464;4
852;3;2233;A;8;0;1554;4
852;3;1581;A;8;0;1550;4
852;3;1460;A;8;0;1515;4
852;3;2919;A;8;0;1992;4
852;3;1765;A;8;0;1981;4
852;3;3055;A;8;0;1864;4
852;3;2319;A;8;0;2081;4
852;3;2436;A;8;0;2066;4
852;3;3040;A;8;0;2015;4
852;3;2222;A;8;0;1703;4
852;3;390;A;8;0;1670;4
852;3;2050;A;8;0;1658;4
852;3;1190;A;8;0;1849;4
852;3;2343;A;8;0;1746;4
852;3;2954;A;8;0;1736;4
852;3;543;A;8;0;1442;4
852;3;1352;A;8;0;783;4
852;3;2503;A;8;0;747;4
852;3;3050;A;8;0;731;4
852;3;2770;A;8;0;898;4
852;3;2410;A;8;0;851;4
852;3;2992;A;8;0;828;4
852;3;1875;A;8;0;570;4
852;3;967;A;8;0;2005;5
852;3;1601;A;8;0;12496;5
852;3;2129;A;8;0;725;4
852;3;2854;A;8;0;649;4
852;3;2879;A;8;0;645;4
852;3;2096;A;8;0;1258;4
852;3;2764;A;8;0;1257;4
852;3;1951;A;8;0;1241;4
852;3;2283;A;8;0;1417;4
852;3;2862;A;8;0;1290;4
852;3;2813;A;8;0;1259;4
852;3;2817;A;8;0;1012;4
852;3;2926;A;8;0;913;4
852;3;1691;A;8;0;911;4
852;3;2804;A;8;0;1223;4
852;3;1718;A;8;0;1050;4
852;3;2308;A;8;0;1014;4
852;3;2219;A;8;0;2086;4
852;3;1477;A;8;0;3301;4
852;3;2400;A;8;0;3276;4
852;3;1497;A;8;0;3249;4
852;3;2599;A;8;0;3332;4
852;3;2234;A;8;0;3329;4
852;3;1006;A;8;0;3328;4
852;3;1396;A;8;0;2942;4
852;3;2935;A;8;0;2903;4
852;3;2708;A;8;0;2878;4
852;3;2672;A;8;0;3247;4
852;3;2020;A;8;0;3245;4
852;3;2462;A;8;0;3202;4
852;3;2079;A;8;0;3819;4
852;3;2051;A;8;0;3765;4
852;3;2185;A;8;0;3746;4
852;3;2758;A;8;0;3859;4
852;3;1237;A;8;0;3855;4
852;3;683;A;8;0;3839;4
852;3;2510;A;8;0;3418;4
852;3;2978;A;8;0;3402;4
852;3;1996;A;8;0;3386;4
852;3;2801;A;8;0;3733;4
852;3;2590;A;8;0;3677;4
852;3;447;A;8;0;3646;4
852;3;2811;A;8;0;2853;4
852;3;2741;A;8;0;2470;4
852;3;2108;A;8;0;2465;4
852;3;2728;A;8;0;2463;4
852;3;3070;A;8;0;2474;4
852;3;2635;A;8;0;2473;4
852;3;2929;A;8;0;2471;4
852;3;1944;A;8;0;2324;4
852;3;2677;A;8;0;2216;4
852;3;2905;A;8;0;2178;4
852;3;2695;A;8;0;2462;4
852;3;1804;A;8;0;2382;4
852;3;3028;A;8;0;2367;4
852;3;2275;A;8;0;2707;4
852;3;2779;A;8;0;2685;4
852;3;1562;A;8;0;2671;4
852;3;2466;A;8;0;2772;4
852;3;2288;A;8;0;2754;4
852;3;3051;A;8;0;2752;4
852;3;2182;A;8;0;2480;4
852;3;2825;A;8;0;2479;4
852;3;1743;A;8;0;2476;4
852;3;2482;A;8;0;2663;4
852;3;1434;A;8;0;2619;4
852;3;714;A;8;0;2542;4
852;3;607;A;8;0;4139;5
852;3;248;A;8;0;4106;5
852;3;1607;A;8;0;4031;5
852;3;89;A;8;0;4333;5
852;3;604;A;8;0;4248;5
852;3;165;A;8;0;4156;5
852;3;326;A;8;0;3674;5
852;3;1430;A;8;0;3642;5
852;3;422;A;8;0;3599;5
852;3;1037;A;8;0;3901;5
852;3;675;A;8;0;3781;5
852;3;393;A;8;0;3770;5
852;3;54;A;8;0;4877;5
852;3;111;A;8;0;4861;5
852;3;253;A;8;0;4656;5
852;3;535;A;8;0;4962;5
852;3;138;A;8;0;4908;5
852;3;62;A;8;0;4893;5
852;3;175;A;8;0;4512;5
852;3;667;A;8;0;4496;5
852;3;1363;A;8;0;4477;5
852;3;2033;A;8;0;4593;5
852;3;500;A;8;0;4579;5
852;3;30;A;8;0;4518;5
852;3;1361;A;8;0;3222;5
852;3;415;A;8;0;2537;5
852;3;1404;A;8;0;2506;5
852;3;1080;A;8;0;2504;5
852;3;358;A;8;0;2568;5
852;3;1921;A;8;0;2554;5
852;3;1513;A;8;0;2545;5
852;3;1479;A;8;0;2102;5
852;3;689;A;8;0;2042;5
852;3;758;A;8;0;2012;5
852;3;2375;A;8;0;2460;5
852;3;711;A;8;0;2267;5
852;3;836;A;8;0;2140;5
852;3;1306;A;8;0;3077;5
852;3;1535;A;8;0;3076;5
852;3;947;A;8;0;3028;5
852;3;1385;A;8;0;3207;5
852;3;582;A;8;0;3187;5
852;3;641;A;8;0;3078;5
852;3;1823;A;8;0;2766;5
852;3;544;A;8;0;2765;5
852;3;446;A;8;0;2579;5
852;3;794;A;8;0;2940;5
852;3;1526;A;8;0;2916;5
852;3;838;A;8;0;2833;5
852;3;1658;A;8;0;5138;5
852;3;631;A;8;0;10446;5
852;3;502;A;8;0;10421;5
852;3;1110;A;8;0;10394;5
852;3;1259;A;8;0;11000;5
852;3;1032;A;8;0;10795;5
852;3;786;A;8;0;10749;5
852;3;1128;A;8;0;10164;5
852;3;222;A;8;0;10149;5
852;3;1122;A;8;0;9774;5
852;3;227;A;8;0;10357;5
852;3;379;A;8;0;10312;5
852;3;203;A;8;0;10165;5
852;3;2107;A;8;0;11721;5
852;3;2857;A;8;0;11709;5
852;3;312;A;8;0;11516;5
852;3;413;A;8;0;11979;5
852;3;698;A;8;0;11920;5
852;3;1362;A;8;0;11776;5
852;3;793;A;8;0;11195;5
852;3;1083;A;8;0;11186;5
852;3;514;A;8;0;11154;5
852;3;1560;A;8;0;11441;5
852;3;142;A;8;0;11377;5
852;3;298;A;8;0;11305;5
852;3;1436;A;8;0;9464;5
852;3;151;A;8;0;5382;5
852;3;955;A;8;0;5374;5
852;3;178;A;8;0;5342;5
852;3;1907;A;8;0;7854;5
852;3;454;A;8;0;7613;5
852;3;337;A;8;0;5395;5
852;3;1853;A;8;0;5313;5
852;3;924;A;8;0;5311;5
852;3;923;A;8;0;5306;5
852;3;969;A;8;0;5332;5
852;3;1825;A;8;0;5331;5
852;3;694;A;8;0;5316;5
852;3;428;A;8;0;8980;5
852;3;1482;A;8;0;8966;5
852;3;2119;A;8;0;8963;5
852;3;953;A;8;0;9403;5
852;3;761;A;8;0;9141;5
852;3;1191;A;8;0;9108;5
852;3;1981;A;8;0;8188;5
852;3;859;A;8;0;8078;5
852;3;265;A;8;0;7912;5
852;3;657;A;8;0;8700;5
852;3;766;A;8;0;8618;5
852;3;638;A;8;0;8297;5
852;3;1400;A;8;0;3864;4
852;3;417;A;8;0;10041;4
852;3;2916;A;8;0;10004;4
852;3;2780;A;8;0;9956;4
852;3;158;A;8;0;10097;4
852;3;463;A;8;0;10068;4
852;3;1817;A;8;0;10058;4
852;3;2787;A;8;0;9678;4
852;3;1428;A;8;0;9483;4
852;3;2872;A;8;0;9473;4
852;3;2326;A;8;0;9861;4
852;3;2307;A;8;0;9845;4
852;3;2885;A;8;0;9765;4
852;3;2170;A;8;0;10324;4
852;3;2803;A;8;0;10301;4
852;3;2682;A;8;0;10241;4
852;3;1690;A;8;0;10378;4
852;3;2851;A;8;0;10376;4
852;3;1676;A;8;0;10363;4
852;3;1024;A;8;0;10178;4
852;3;2284;A;8;0;10102;4
852;3;2944;A;8;0;10098;4
852;3;2311;A;8;0;10217;4
852;3;2067;A;8;0;10216;4
852;3;2019;A;8;0;10197;4
852;3;2619;A;8;0;9466;4
852;3;2514;A;8;0;9030;4
852;3;1813;A;8;0;8975;4
852;3;2306;A;8;0;8932;4
852;3;2561;A;8;0;9138;4
852;3;3016;A;8;0;9129;4
852;3;2892;A;8;0;9092;4
852;3;2431;A;8;0;8884;4
852;3;2274;A;8;0;8876;4
852;3;2958;A;8;0;8860;4
852;3;1954;A;8;0;8916;4
852;3;3065;A;8;0;8911;4
852;3;2874;A;8;0;8904;4
852;3;837;A;8;0;9335;4
852;3;364;A;8;0;9326;4
852;3;1937;A;8;0;9323;4
852;3;2930;A;8;0;9416;4
852;3;2837;A;8;0;9384;4
852;3;2868;A;8;0;9358;4
852;3;2346;A;8;0;9258;4
852;3;2836;A;8;0;9226;4
852;3;1355;A;8;0;9146;4
852;3;3023;A;8;0;9315;4
852;3;3038;A;8;0;9314;4
852;3;27;A;8;0;9289;4
852;3;1302;A;8;0;10409;4
852;3;2714;A;8;0;11640;4
852;3;1908;A;8;0;11611;4
852;3;2864;A;8;0;11607;4
852;3;824;A;8;0;11840;4
852;3;1298;A;8;0;11706;4
852;3;2843;A;8;0;11658;4
852;3;2781;A;8;0;11255;4
852;3;3119;A;8;0;11233;4
852;3;2399;A;8;0;11204;4
852;3;2449;A;8;0;11536;4
852;3;2945;A;8;0;11470;4
852;3;2525;A;8;0;11256;4
852;3;958;A;8;0;12045;4
852;3;2887;A;8;0;12044;4
852;3;2936;A;8;0;12033;4
852;3;2469;A;8;0;12184;4
852;3;563;A;8;0;12179;4
852;3;1555;A;8;0;12075;4
852;3;2753;A;8;0;11956;4
852;3;2971;A;8;0;11910;4
852;3;2993;A;8;0;11893;4
852;3;2814;A;8;0;12032;4
852;3;2951;A;8;0;12013;4
852;3;1293;A;8;0;11957;4
852;3;2650;A;8;0;11202;4
852;3;2875;A;8;0;10651;4
852;3;1877;A;8;0;10609;4
852;3;861;A;8;0;10549;4
852;3;2220;A;8;0;10701;4
852;3;2446;A;8;0;10697;4
852;3;2250;A;8;0;10653;4
852;3;3066;A;8;0;10463;4
852;3;2648;A;8;0;10460;4
852;3;2258;A;8;0;10414;4
852;3;2125;A;8;0;10529;4
852;3;2440;A;8;0;10517;4
852;3;592;A;8;0;10501;4
852;3;3091;A;8;0;10968;4
852;3;2347;A;8;0;10908;4
852;3;2902;A;8;0;10907;4
852;3;3014;A;8;0;11148;4
852;3;2529;A;8;0;10989;4
852;3;2621;A;8;0;10986;4
852;3;214;A;8;0;10760;4
852;3;1572;A;8;0;10756;4
852;3;2967;A;8;0;10747;4
852;3;2911;A;8;0;10869;4
852;3;2515;A;8;0;10852;4
852;3;146;A;8;0;10835;4
852;3;2563;A;8;0;4968;4
852;3;2756;A;8;0;4937;4
852;3;2550;A;8;0;4921;4
852;3;2493;A;8;0;4992;4
852;3;2796;A;8;0;4972;4
852;3;2959;A;8;0;4971;4
852;3;2016;A;8;0;4835;4
852;3;2802;A;8;0;4834;4
852;3;2662;A;8;0;4817;4
852;3;2582;A;8;0;4853;4
852;3;2901;A;8;0;4847;4
852;3;2849;A;8;0;4839;4
852;3;1170;A;8;0;5261;4
852;3;3104;A;8;0;5255;4
852;3;2604;A;8;0;5254;4
852;3;578;A;8;0;5404;4
852;3;373;A;8;0;5275;4
852;3;2610;A;8;0;5263;4
852;3;2056;A;8;0;5075;4
852;3;2603;A;8;0;5056;4
852;3;2478;A;8;0;5033;4
852;3;2717;A;8;0;5199;4
852;3;66;A;8;0;5120;4
852;3;1318;A;8;0;5086;4
852;3;2977;A;8;0;4816;4
852;3;2674;A;8;0;4098;4
852;3;2895;A;8;0;4091;4
852;3;2826;A;8;0;4044;4
852;3;2359;A;8;0;4444;4
852;3;2769;A;8;0;4307;4
852;3;2606;A;8;0;4290;4
852;3;440;A;8;0;3944;4
852;3;3052;A;8;0;3933;4
852;3;1835;A;8;0;3905;4
852;3;2668;A;8;0;4025;4
852;3;2716;A;8;0;3982;4
852;3;3110;A;8;0;3977;4
852;3;1407;A;8;0;4765;4
852;3;1799;A;8;0;4743;4
852;3;1710;A;8;0;4724;4
852;3;2988;A;8;0;4810;4
852;3;3074;A;8;0;4806;4
852;3;2759;A;8;0;4785;4
852;3;2463;A;8;0;4493;4
852;3;2913;A;8;0;4489;4
852;3;2390;A;8;0;4476;4
852;3;3106;A;8;0;4635;4
852;3;2055;A;8;0;4629;4
852;3;2791;A;8;0;4575;4
852;3;2835;A;8;0;5407;4
852;3;2798;A;8;0;8147;4
852;3;88;A;8;0;8122;4
852;3;1427;A;8;0;8070;4
852;3;2700;A;8;0;8310;4
852;3;1337;A;8;0;8217;4
852;3;2863;A;8;0;8172;4
