CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;RNID;N1ID;N2ID;POL_LCD;PES_LEV;RDID
852;3;50157;L;1;3;2602;;4588;4589;7;;
852;3;50156;L;1;3;2601;;4589;9686;7;;
852;3;51968;L;5;0;;10184;4592;745;23;;
852;3;51430;L;5;0;;1551;4597;4428;3178;;
852;3;50362;L;1;3;3829;;4605;8845;17;;
852;3;51203;L;1;3;8433;;4613;11960;20;;
852;3;51223;L;1;3;8454;;4616;4621;20;;
852;3;51221;L;1;3;8452;;4617;9056;20;;
852;3;50778;L;1;3;5824;;4635;12439;3106;;
852;3;50345;L;1;3;3803;;4643;11299;2;;
852;3;50129;L;1;2;25;;4652;1238;2;;
852;3;50661;L;1;3;5215;;4657;4536;1535;;
852;3;4877;L;7;0;;;4663;1806;74;;
852;3;50089;L;1;3;2134;;4663;4664;74;;
852;3;4303;L;7;0;;;4663;11961;74;;
852;3;51619;L;5;0;;3854;4665;7798;3178;;
852;3;51151;L;1;3;8221;;4668;1284;13;;
852;3;51556;L;5;0;;3026;4673;2157;23;;
852;3;52012;L;5;0;;10774;4673;3087;23;;
852;3;51948;L;5;0;;9846;4673;8270;3190;;
852;3;52104;L;5;0;;12057;4673;10343;3192;;
852;3;51510;L;5;0;;2653;4673;10930;3192;;
852;3;51827;L;5;0;;7961;4673;10963;23;;
852;3;51497;L;5;0;;2457;4673;11808;23;;
852;3;5221;L;7;0;;;4675;1806;1014;;
852;3;4643;L;7;0;;;4675;5480;1014;;
852;3;51821;L;5;0;;7903;4677;3827;3186;;
852;3;51029;L;1;3;7417;;4680;10507;2;;
852;3;51529;L;5;0;;2835;4691;845;3198;;
852;3;50462;L;1;3;4245;;4693;10594;6;;
852;3;51790;L;5;0;;7612;4694;8992;3191;;
852;3;51992;L;5;0;;10534;4695;3336;3197;;
852;3;50301;L;1;3;3613;;4701;4699;7;;
852;3;3334;L;1;3;7347;;4706;4707;77;;
852;3;50973;L;1;3;7327;;4707;11099;2;;
852;3;50977;L;1;3;7332;;4714;776;22;;
852;3;50986;L;1;3;7343;;4717;12376;22;;
852;3;3342;L;1;3;7348;;4718;5467;77;;
852;3;50075;L;1;3;2118;;4728;7680;14;;
852;3;50510;L;1;3;4435;;4731;9041;6;;
852;3;6258;L;7;0;;;4734;8456;2150;;
852;3;6262;L;7;0;;;4734;10563;2150;;
852;3;50431;L;1;3;4204;;4737;2857;18;;
852;3;50572;L;1;3;4632;;4737;8029;18;;
852;3;50767;L;1;3;5809;;4744;4485;2;;
852;3;51055;L;1;3;7458;;4748;10731;20;;
852;3;50506;L;1;3;4429;;4751;9018;6;;
852;3;50513;L;1;3;4438;;4752;5308;6;;
852;3;51403;L;5;0;;1285;4758;1985;3194;;
852;3;51805;L;5;0;;7784;4758;11748;3194;;
852;3;52140;L;1;3;;7142;4759;7206;2;;
852;3;51851;L;5;0;;8484;4764;995;3182;;
852;3;52050;L;5;0;;11246;4764;8853;3182;;
852;3;52014;L;5;0;;10775;4766;12238;3197;;
852;3;51715;L;5;0;;4769;4767;721;23;;
852;3;51881;L;5;0;;8953;4767;10690;3188;;
852;3;51602;L;5;0;;3621;4768;10518;3194;;
852;3;50500;L;1;3;4424;;4770;7739;8;;
852;3;51798;L;5;0;;7758;4772;1867;3179;;
852;3;51517;L;5;0;;2743;4772;12201;3179;;
852;3;51674;L;5;0;;4270;4773;3769;3179;;
852;3;51597;L;5;0;;3541;4773;7623;3179;;
852;3;51917;L;5;0;;9564;4773;9039;3179;;
852;3;51816;L;5;0;;7872;4773;10714;3179;;
852;3;4675;L;7;0;;;4780;2568;1275;;
852;3;5255;L;7;0;;;4780;6869;1275;;
852;3;50410;L;1;3;4130;;4783;10504;17;;
852;3;4899;L;7;0;;;4786;1806;1741;;
852;3;4325;L;7;0;;;4786;11961;1741;;
852;3;4871;L;7;0;;;4789;1806;385;;
852;3;4297;L;7;0;;;4789;11961;385;;
852;3;50090;L;1;3;2136;;4792;9148;14;;
852;3;51149;L;1;3;8218;;4799;9213;2;;
852;3;51139;L;1;3;8207;;4801;1040;13;;
852;3;51083;L;1;3;7541;;4813;5510;22;;
852;3;50978;L;1;3;7333;;4827;4720;2;;
852;3;50979;L;1;3;7334;;4828;4829;22;;
852;3;50851;L;1;3;6518;;4831;8564;2;;
852;3;50754;L;1;3;5715;;4836;8548;4;;
852;3;50663;L;1;3;5304;;4846;3081;641;;
852;3;50920;L;1;3;6830;;4849;4850;43;;
852;3;50923;L;1;3;6833;;4850;8232;22;;
852;3;50924;L;1;3;6834;;4851;8143;22;;
852;3;50678;L;1;3;5313;;4855;2001;5;;
852;3;50230;L;1;3;3213;;4859;9534;12;;
852;3;50885;L;1;3;6617;;4870;3274;16;;
852;3;50894;L;1;3;6702;;4871;10285;16;;
852;3;50704;L;1;3;5428;;4876;4872;26;;
852;3;50697;L;1;2;542;;4879;4881;54;;
852;3;50539;L;1;2;451;;4877;9010;2;;
852;3;5039;L;7;0;;;4882;1806;54;;
852;3;4461;L;7;0;;;4882;9851;54;;
852;3;5037;L;7;0;;;4883;1806;54;;
852;3;4459;L;7;0;;;4883;9851;54;;
852;3;50693;L;1;3;54125;;4884;4892;54;;
852;3;50683;L;1;3;5403;;4885;4887;54;;
852;3;50681;L;1;3;5402;;4887;4898;5;;
852;3;50691;L;1;3;5412;;4896;2014;5;;
852;3;50625;L;1;3;5408;;4899;10566;2;;
852;3;50652;L;1;3;5203;;4905;4107;2;;
852;3;50688;L;1;3;5409;;4912;4916;138;;
852;3;50622;L;1;3;5411;;4913;8950;2;;
852;3;50422;L;1;3;4144;;4933;1951;17;;
852;3;50420;L;1;3;4142;;4934;4152;17;;
852;3;52077;L;5;0;;11661;4953;4767;3188;;
852;3;51200;L;1;3;8429;;4960;1905;20;;
852;3;50751;L;1;3;5709;;4972;784;4;;
852;3;4185;L;7;0;;;4973;1772;174;;
852;3;4751;L;7;0;;;4973;1787;3192;;
852;3;50194;L;1;3;3101;;4974;12023;2;;
852;3;5045;L;7;0;;;4976;1806;408;;
852;3;4987;L;7;0;;;4976;6746;26;;
852;3;4409;L;7;0;;;4976;8454;26;;
852;3;4467;L;7;0;;;4976;9851;408;;
852;3;50102;L;1;2;23;;4983;10699;2;;
852;3;50103;L;1;3;2301;;1311;7863;14;;
852;3;4961;L;7;0;;;4987;6039;1077;;
852;3;4385;L;7;0;;;4987;8080;1077;;
852;3;50293;L;1;3;3603;;4988;9907;7;;
852;3;50432;L;1;3;4205;;4998;5207;2;;
852;3;50429;L;1;3;4202;;5001;8026;18;;
852;3;50393;L;1;3;4111;;5006;8007;17;;
852;3;50392;L;1;3;4109;;5006;11301;17;;
852;3;50365;L;1;3;3832;;5007;11365;2;;
852;3;3210;L;1;3;4149;;5009;5007;99;;
852;3;50391;L;1;3;4108;;5014;11963;17;;
852;3;6456;L;1;3;4155;5012;5016;5023;99;;
852;3;6520;L;1;3;4154;;5022;5018;99;;
852;3;50394;L;1;3;4112;;5027;7752;17;;
852;3;50871;L;1;3;6546;;5034;11957;4;;
852;3;50469;L;1;2;431;;5041;5038;360;;
852;3;51535;L;5;0;;2876;5044;8192;3187;;
852;3;50428;L;1;3;4201;;4995;4996;18;;
852;3;51468;L;5;0;;2115;5049;10350;3198;;
852;3;52003;L;5;0;;10674;5050;2969;3196;;
852;3;51742;L;5;0;;5204;5054;4214;3186;;
852;3;51910;L;5;0;;9518;5054;4673;3186;;
852;3;51743;L;5;0;;5224;5054;5498;3186;;
852;3;51205;L;1;3;84137;;5064;8420;20;;
852;3;52024;L;5;0;;10879;5070;9482;3182;;
852;3;51408;L;5;0;;1289;5071;3862;3186;;
852;3;51988;L;5;0;;10426;5071;5054;3186;;
852;3;52098;L;5;0;;11983;5071;5054;3186;;
852;3;51985;L;5;0;;10356;5080;2757;3197;;
852;3;50822;L;1;3;6313;;5084;5085;19;;
852;3;51819;L;5;0;;7879;5089;3041;3179;;
852;3;52007;L;5;0;;10683;5091;1482;3191;;
852;3;52072;L;5;0;;11598;5091;4445;3191;;
852;3;51939;L;5;0;;9772;5091;9719;3191;;
852;3;51995;L;5;0;;10538;5091;9719;3191;;
852;3;51481;L;5;0;;2259;5091;11748;23;;
852;3;51489;L;5;0;;2366;5093;2719;3188;;
852;3;50444;L;1;3;4221;;5098;11685;11;;
852;3;50445;L;1;3;4222;;5100;12157;2;;
852;3;4795;L;7;0;;;5101;1806;2076;;
852;3;4225;L;7;0;;;5101;3719;2076;;
852;3;51122;L;1;3;8142;;5107;5059;13;;
852;3;50181;L;1;3;2629;;5118;5119;7;;
852;3;50868;L;1;3;6543;;5124;7754;4;;
852;3;51118;L;1;3;8137;;5126;5125;13;;
852;3;50228;L;1;3;3211;;5129;5123;12;;
852;3;50483;L;1;3;4409;;5145;5149;6;;
852;3;6736;L;7;0;;;5148;1366;257;;
852;3;6738;L;7;0;;;5148;5395;257;;
852;3;52052;L;5;0;;11267;5150;1287;3187;;
852;3;51936;L;5;0;;9745;5150;2810;3187;;
852;3;51661;L;5;0;;4175;5151;1783;3188;;
852;3;5263;L;7;0;;;5152;3433;605;;
852;3;4685;L;7;0;;;5152;7530;605;;
852;3;51232;L;1;3;8502;;5155;5156;605;;
852;3;51238;L;1;3;8509;;5156;9666;10;;
852;3;51587;L;5;0;;3369;5160;3678;3185;;
852;3;51636;L;5;0;;3963;5160;9833;23;;
852;3;51364;L;5;0;;744;5161;5268;23;;
852;3;51525;L;5;0;;2778;5161;12252;3199;;
852;3;51270;L;1;2;861;;5164;5166;854;;
852;3;51254;L;1;3;8526;;5165;2994;10;;
852;3;50841;L;1;3;6508;;5170;8426;2;;
852;3;50631;L;1;3;5102;;5174;2059;72;;
852;3;50330;L;1;3;3715;;5178;3043;7;;
852;3;51319;L;1;3;8722;;5183;2673;20;;
852;3;51729;L;5;0;;5054;5204;8959;23;;
852;3;50451;L;1;3;4232;;5206;3391;6;;
852;3;50440;L;1;3;4216;;5210;5096;2;;
852;3;50452;L;1;3;4233;;5215;5216;6;;
852;3;51777;L;5;0;;5498;5224;3620;3186;;
852;3;52100;L;5;0;;12015;5226;9725;3192;;
852;3;51471;L;5;0;;2156;5226;10886;3192;;
852;3;51930;L;5;0;;9721;5226;10886;23;;
852;3;4855;L;7;0;;;5229;5623;709;;
852;3;4279;L;7;0;;;5229;11785;709;;
852;3;51687;L;5;0;;4467;5232;2269;23;;
852;3;51317;L;1;3;8719;;5237;5245;20;;
852;3;51316;L;1;3;8718;;5240;3686;20;;
852;3;50878;L;1;3;6605;;5262;3819;4;;
852;3;5003;L;7;0;;;5266;6745;996;;
852;3;4425;L;7;0;;;5266;8454;996;;
852;3;52114;L;5;0;;12199;5268;5050;3196;;
852;3;51639;L;5;0;;3971;5272;2578;3187;;
852;3;51351;L;5;0;;647;5272;9385;3198;;
852;3;50752;L;1;3;5711;;5275;10100;4;;
852;3;51678;L;5;0;;4326;5278;995;23;;
852;3;51794;L;5;0;;7636;5279;4214;3186;;
852;3;51964;L;5;0;;10134;5279;7636;3186;;
852;3;51954;L;5;0;;9949;5282;9376;3185;;
852;3;51392;L;5;0;;1008;5282;9677;3185;;
852;3;51712;L;5;0;;4760;5282;11748;3185;;
852;3;52061;L;5;0;;11503;5286;10857;23;;
852;3;51355;L;5;0;;691;5288;690;3177;;
852;3;51810;L;5;0;;7820;5288;1933;3188;;
852;3;52106;L;5;0;;12065;5288;10660;23;;
852;3;5085;L;7;0;;;5295;1806;902;;
852;3;4505;L;7;0;;;5295;4099;902;;
852;3;5083;L;7;0;;;5297;1806;401;;
852;3;4503;L;7;0;;;5297;4099;401;;
852;3;51831;L;5;0;;8113;5299;5286;3191;;
852;3;51785;L;5;0;;6069;5299;6277;3191;;
852;3;51824;L;5;0;;7946;5300;2968;3185;;
852;3;51625;L;5;0;;3904;5302;5303;3180;;
852;3;50430;L;1;3;4203;;5315;11638;18;;
852;3;50274;L;1;3;3403;;5322;4450;18;;
852;3;50235;L;1;3;3221;;5324;568;18;;
852;3;50232;L;1;3;3217;;5325;11428;18;;
852;3;50680;L;1;3;5401;;5333;4891;5;;
852;3;50532;L;1;2;45;;5334;3884;2;;
852;3;6744;L;7;0;;;5339;1366;169;;
852;3;6748;L;7;0;;;5339;5395;169;;
852;3;50547;L;1;3;4516;;5340;10719;8;;
852;3;50005;L;1;2;10;;5298;727;2;;
852;3;51548;L;5;0;;3006;5359;10475;3188;;
852;3;51989;L;5;0;;10475;5359;12530;3188;;
852;3;52116;L;5;0;;12202;5359;12530;3188;;
852;3;50033;L;1;3;1126;;5362;5365;13;;
852;3;50890;L;1;3;6623;;5373;1269;16;;
852;3;50658;L;1;3;5212;;5375;4659;5;;
852;3;51855;L;5;0;;8532;5379;1343;3179;;
852;3;51887;L;5;0;;9102;5379;3021;3179;;
852;3;50830;L;1;3;6402;;5381;8305;2;;
852;3;5027;L;7;0;;;5382;1806;151;;
852;3;4449;L;7;0;;;5382;9851;151;;
852;3;50657;L;1;3;5211;;5385;5345;5;;
852;3;4821;L;7;0;;;5389;1806;61;;
852;3;4251;L;7;0;;;5389;3719;61;;
852;3;51664;L;5;0;;4250;5392;9382;3194;;
852;3;6467;L;1;1;M44;;5395;1366;2;;
852;3;6722;L;7;0;;;5395;1935;1692;;
852;3;6730;L;7;0;;;5395;5148;257;;
852;3;6740;L;7;0;;;5395;5339;169;;
852;3;6746;L;7;0;;;5395;10483;370;;
852;3;50850;L;1;3;6517;;5406;5405;19;;
852;3;51346;L;5;0;;286;5418;9379;3193;;
852;3;51725;L;5;0;;5044;5426;3969;23;;
852;3;51752;L;5;0;;5272;5426;3971;23;;
852;3;4815;L;7;0;;;5428;1806;474;;
852;3;4245;L;7;0;;;5428;3719;474;;
852;3;51231;L;1;3;8501;;5429;5430;10;;
852;3;4817;L;7;0;;;5431;1806;474;;
852;3;4247;L;7;0;;;5431;3719;474;;
852;3;51189;L;1;3;8504;;5436;8208;10;;
852;3;51596;L;5;0;;3540;5446;737;3188;;
852;3;50901;L;1;3;6711;;5455;1088;16;;
852;3;50900;L;1;3;6708;;5456;8655;16;;
852;3;51028;L;1;3;7416;;5459;992;2;;
852;3;51037;L;1;3;7426;;5464;4679;22;;
852;3;51033;L;1;3;7422;;5465;5463;190;;
852;3;51011;L;1;2;75;;5467;9760;22;;
852;3;5735;L;7;0;;;5480;651;31;;
852;3;5773;L;7;0;;;5480;1085;256;;
852;3;5781;L;7;0;;;5480;1105;916;;
852;3;5763;L;7;0;;;5480;1112;966;;
852;3;5747;L;7;0;;;5480;1121;1101;;
852;3;5785;L;7;0;;;5480;1149;1926;;
852;3;5771;L;7;0;;;5480;1155;307;;
852;3;5767;L;7;0;;;5480;1163;2004;;
852;3;5765;L;7;0;;;5480;1169;932;;
852;3;5769;L;7;0;;;5480;1173;965;;
852;3;5805;L;7;0;;;5480;1341;695;;
852;3;5713;L;7;0;;;5480;1494;70;;
852;3;4147;L;7;0;;;5480;1772;149;;
852;3;4713;L;7;0;;;5480;1787;149;;
852;3;5709;L;7;0;;;5480;1787;3187;;
852;3;5711;L;7;0;;;5480;1791;70;;
852;3;5707;L;7;0;;;5480;1816;3187;;
852;3;5719;L;7;0;;;5480;2736;41;;
852;3;5803;L;7;0;;;5480;2785;1725;;
852;3;5777;L;7;0;;;5480;3047;297;;
852;3;5787;L;7;0;;;5480;3889;2994;;
852;3;5729;L;7;0;;;5480;4377;802;;
852;3;5783;L;7;0;;;5480;4675;1014;;
852;3;5247;L;7;0;;;5480;7143;325;;
852;3;5725;L;7;0;;;5480;7842;291;;
852;3;5799;L;7;0;;;5480;8382;43;;
852;3;5797;L;7;0;;;5480;8384;43;;
852;3;5775;L;7;0;;;5480;8961;1656;;
852;3;5733;L;7;0;;;5480;9116;588;;
852;3;5743;L;7;0;;;5480;9496;242;;
852;3;5745;L;7;0;;;5480;9498;1603;;
852;3;5721;L;7;0;;;5480;9624;206;;
852;3;5791;L;7;0;;;5480;10060;2044;;
852;3;5751;L;7;0;;;5480;10120;75;;
852;3;5759;L;7;0;;;5480;10121;723;;
852;3;5755;L;7;0;;;5480;10128;75;;
852;3;5801;L;7;0;;;5480;10284;1537;;
852;3;5749;L;7;0;;;5480;10299;75;;
852;3;5753;L;7;0;;;5480;10346;75;;
852;3;5789;L;7;0;;;5480;10590;2710;;
852;3;5739;L;7;0;;;5480;10612;31;;
852;3;5737;L;7;0;;;5480;10614;31;;
852;3;5741;L;7;0;;;5480;11009;332;;
852;3;5779;L;7;0;;;5480;11152;2133;;
852;3;5723;L;7;0;;;5480;11529;206;;
852;3;5757;L;7;0;;;5480;11531;75;;
852;3;4667;L;7;0;;;5480;11547;325;;
852;3;5715;L;7;0;;;5480;11561;149;;
852;3;5727;L;7;0;;;5480;11853;1468;;
852;3;5731;L;7;0;;;5480;12042;302;;
852;3;5793;L;7;0;;;5480;12346;483;;
852;3;5795;L;7;0;;;5480;12356;483;;
852;3;5761;L;7;0;;;5480;12414;1133;;
852;3;5807;L;7;0;;;5480;11547;325;;
852;3;51080;L;1;3;7538;;5482;5459;22;;
852;3;6802;L;7;0;;;5480;5623;149;;
852;3;51082;L;1;3;7540;;5484;1332;22;;
852;3;50616;L;1;3;4926;;5491;4324;17;;
852;3;52002;L;5;0;;10673;5497;2218;3193;;
852;3;51084;L;1;3;7542;;5509;1334;22;;
852;3;50099;L;1;3;2206;;5526;9937;14;;
852;3;51280;L;1;3;8644;;5530;11537;20;;
852;3;6207;L;1;4;51113;;5543;9672;15;;
852;3;6095;L;6;1;;5546;5544;635;2;;
852;3;6204;L;1;4;51307;;5544;5543;2566;;
852;3;6318;L;7;0;;;5547;3691;246;;
852;3;6316;L;7;0;;;5547;10245;246;;
852;3;50112;L;1;3;2403;;5552;12285;12;;
852;3;51613;L;5;0;;3766;5554;293;23;;
852;3;52034;L;5;0;;11057;5554;10539;3193;;
852;3;50948;L;1;3;7221;;5560;2180;21;;
852;3;52025;L;5;0;;10885;5572;808;3182;;
852;3;52096;L;5;0;;11926;5572;2457;23;;
852;3;51536;L;5;0;;2890;5572;5070;3182;;
852;3;50100;L;1;3;2207;;5578;5577;14;;
852;3;51318;L;1;3;8721;;5582;10941;20;;
852;3;50016;L;1;3;1111;;5584;2793;2;;
852;3;50776;L;1;3;5822;;5586;9466;4;;
852;3;3565;L;7;0;;;6869;1787;3198;;
852;3;3905;L;7;0;;;5589;6715;3199;;
852;3;5155;L;7;0;;;5621;1806;149;;
852;3;5875;L;7;0;;;5622;1806;3199;;
852;3;3907;L;7;0;;;5622;2234;3199;;
852;3;5881;L;7;0;;;5622;9851;3199;;
852;3;6806;L;7;0;;;5623;1806;149;;
852;3;5899;L;7;0;;;5623;1806;471;;
852;3;3691;L;7;0;;;5623;2523;105;;
852;3;6630;L;7;0;;;5623;2525;64;;
852;3;6636;L;7;0;;;5623;2532;64;;
852;3;3693;L;7;0;;;5623;3283;112;;
852;3;3817;L;7;0;;;5623;3288;60;;
852;3;51331;L;1;1;M31;;5623;6109;2;;
852;3;4197;L;7;0;;;5623;3719;194;;
852;3;50627;L;1;2;51;;5623;3783;2;;
852;3;3701;L;7;0;;;5623;5229;709;;
852;3;6800;L;7;0;;;5623;5480;149;;
852;3;3819;L;7;0;;;5623;3287;471;;
852;3;4393;L;7;0;;;3300;6076;60;;
852;3;51784;L;1;1;M51;;5623;6715;3199;;
852;3;3699;L;7;0;;;5623;9675;50;;
852;3;3695;L;7;0;;;5623;10903;355;;
852;3;51328;L;1;1;M2;;5623;11785;2;;
852;3;3697;L;7;0;;;5623;11788;50;;
852;3;3703;L;7;0;;;5623;11801;50;;
852;3;5897;L;7;0;;;5623;11961;60;;
852;3;50195;L;1;3;3102;;5623;12493;15;;
852;3;5015;L;7;0;;;5624;1806;81;;
852;3;4437;L;7;0;;;5624;9851;81;;
852;3;6276;L;7;0;;;5627;1806;171;;
852;3;51393;L;5;0;;1144;5693;5972;23;;
852;3;3677;L;7;0;;;5762;3719;418;;
852;3;3683;L;7;0;;;5762;5790;718;;
852;3;51326;L;1;1;M15;;5762;9690;10;;
852;3;3679;L;7;0;;;5762;9687;602;;
852;3;3681;L;7;0;;;5762;9690;602;;
852;3;3353;L;1;2;813;;5835;31;10;;
852;3;51327;L;1;1;M19;;5816;3434;10;;
852;3;3689;L;7;0;;;5790;3434;28;;
852;3;3687;L;7;0;;;5790;3489;28;;
852;3;3685;L;7;0;;;5790;3490;28;;
852;3;51340;L;1;1;M85;;3433;10268;10;;
852;3;51101;L;1;3;8105;;5974;9730;70;;
852;3;50130;L;1;3;2500;;6019;2611;39;;
852;3;50132;L;1;2;253;;6019;8001;2;;
852;3;5863;L;7;0;;;6039;142;24;;
852;3;6644;L;7;0;;;6039;805;590;;
852;3;3825;L;7;0;;;6039;1741;56;;
852;3;3833;L;7;0;;;6039;2275;24;;
852;3;3831;L;7;0;;;6039;2278;24;;
852;3;5867;L;7;0;;;6039;2284;24;;
852;3;51332;L;1;1;M35;;6039;6450;11;;
852;3;6169;L;7;0;;;6039;2289;24;;
852;3;6666;L;7;0;;;6039;2331;177;;
852;3;3803;L;7;0;;;6039;2690;284;;
852;3;3827;L;7;0;;;6039;3547;56;;
852;3;3823;L;7;0;;;6039;3574;56;;
852;3;3805;L;7;0;;;6039;3758;1323;;
852;3;3829;L;7;0;;;6039;4264;56;;
852;3;3809;L;7;0;;;6039;4987;1077;;
852;3;3811;L;7;0;;;6039;8083;25;;
852;3;51330;L;1;1;M30;;6039;11555;7;;
852;3;3815;L;7;0;;;6039;8085;25;;
852;3;3813;L;7;0;;;6039;8095;25;;
852;3;3807;L;7;0;;;6039;8709;2054;;
852;3;3821;L;7;0;;;6039;9559;56;;
852;3;50185;L;1;3;21102;;6212;3965;314;;
852;3;50184;L;1;2;32;;3691;592;2;;
852;3;5885;L;7;0;;;6076;1772;3193;;
852;3;5887;L;7;0;;;6076;1787;3193;;
852;3;5535;L;7;0;;;6076;3288;60;;
852;3;4971;L;7;0;;;3287;5623;60;;
852;3;50378;L;1;2;403;;6232;175;17;;
852;3;50191;L;1;2;306;;6300;8081;7;;
852;3;6264;L;7;0;;;6300;8081;315;;
852;3;6598;L;7;0;;;6369;1787;3193;;
852;3;6047;L;1;2;481;;6381;252;24;;
852;3;50289;L;1;2;354;;2285;3560;11;;
852;3;50530;L;1;2;430;;6591;7723;67;;
852;3;6461;L;1;2;448;;6709;8456;8;;
852;3;6566;L;7;0;;;6715;1772;81;;
852;3;5057;L;7;0;;;6715;1787;3199;;
852;3;6594;L;7;0;;;6715;1787;81;;
852;3;5621;L;7;0;;;6715;2234;3199;;
852;3;5619;L;7;0;;;6715;5589;3199;;
852;3;50722;L;1;3;5512;;6825;8185;8;;
852;3;51333;L;1;1;M43;;6842;8456;8;;
852;3;3841;L;7;0;;;6745;10581;26;;
852;3;3849;L;7;0;;;6746;823;451;;
852;3;3835;L;7;0;;;6746;4976;26;;
852;3;3851;L;7;0;;;6745;5266;996;;
852;3;3847;L;7;0;;;6746;7721;67;;
852;3;3845;L;7;0;;;6746;7821;731;;
852;3;3853;L;7;0;;;6746;8455;2210;;
852;3;3855;L;7;0;;;6746;8456;457;;
852;3;3843;L;7;0;;;6746;9716;260;;
852;3;3839;L;7;0;;;6746;9961;26;;
852;3;3837;L;7;0;;;6746;10583;26;;
852;3;52076;L;5;0;;11629;6858;12021;3199;;
852;3;4105;L;7;0;;;6869;2569;750;;
852;3;6808;L;7;0;;;6869;10634;137;;
852;3;6812;L;7;0;;;6869;2579;137;;
852;3;4103;L;7;0;;;6869;4780;1275;;
852;3;51339;L;1;1;M8;4131;6869;2568;2;;
852;3;3991;L;7;0;;;6916;1555;2283;;
852;3;3989;L;7;0;;;6916;1676;1555;;
852;3;3995;L;7;0;;;6916;9291;27;;
852;3;3993;L;7;0;;;6916;9294;373;;
852;3;3987;L;7;0;;;6916;10379;1690;;
852;3;3985;L;7;0;;;4099;8132;1691;;
852;3;4555;L;7;0;;;7104;9289;1691;;
852;3;5091;L;7;0;;;7105;1806;462;;
852;3;4673;L;7;0;;;7105;4099;462;;
852;3;6604;L;7;0;;;7107;1772;149;;
852;3;6824;L;7;0;;;7107;2193;2134;;
852;3;51338;L;1;1;M70;;7107;11548;22;;
852;3;51078;L;1;3;7536;;7193;10146;22;;
852;3;6618;L;7;0;;;1806;3450;1048;;
852;3;51325;L;1;1;M1;;1806;3720;2;;
852;3;6610;L;7;0;;;1806;10470;143;;
852;3;6606;L;7;0;;;1806;11524;70;;
852;3;4095;L;7;0;;;7143;5480;325;;
852;3;4097;L;7;0;;;7143;8235;1902;;
852;3;4099;L;7;0;;;7143;11547;1845;;
852;3;5283;L;7;0;;;7446;1399;2963;;
852;3;5287;L;7;0;;;7446;2190;1770;;
852;3;5285;L;7;0;;;7446;7668;2933;;
852;3;5281;L;7;0;;;7446;9785;583;;
852;3;5277;L;7;0;;;7446;10645;1866;;
852;3;5271;L;7;0;;;7446;10952;32;;
852;3;5275;L;7;0;;;7446;12008;1831;;
852;3;5273;L;7;0;;;7446;12052;1939;;
852;3;5279;L;7;0;;;7446;12502;2333;;
852;3;3429;L;1;3;86441;;7529;539;153;;
852;3;5821;L;7;0;;;7530;1806;1048;;
852;3;5829;L;7;0;;;7530;2185;153;;
852;3;5825;L;7;0;;;7530;2710;2260;;
852;3;6153;L;7;0;;;7530;2837;816;;
852;3;5827;L;7;0;;;7530;5152;605;;
852;3;5823;L;7;0;;;7530;9643;635;;
852;3;6780;L;7;0;;;7591;1815;137;;
852;3;6776;L;7;0;;;7591;4099;137;;
852;3;51634;L;5;0;;3942;7612;10798;3191;;
852;3;50718;L;1;3;5508;;7615;945;5;;
852;3;50321;L;1;3;3705;;7618;10598;7;;
852;3;50328;L;1;3;3713;;7618;12187;7;;
852;3;3444;L;1;2;39;;7620;2699;7;;
852;3;51241;L;1;3;8513;;7626;623;10;;
852;3;50205;L;1;3;3111;;7629;8155;15;;
852;3;50192;L;1;2;31;;7630;2443;2;;
852;3;50197;L;1;3;31102;;7631;9284;15;;
852;3;4177;L;7;0;;;7634;1772;3193;;
852;3;4743;L;7;0;;;7634;1787;168;;
852;3;51753;L;5;0;;5279;7636;4214;3186;;
852;3;50865;L;1;3;6539;;7639;7638;4;;
852;3;50514;L;1;3;4439;;7650;2412;6;;
852;3;50748;L;1;3;5706;;7651;1445;4;;
852;3;50517;L;1;3;4442;;7659;1327;6;;
852;3;4135;L;7;0;;;7668;7446;2933;;
852;3;4705;L;7;0;;;7668;10939;2933;;
852;3;51262;L;1;3;8602;;7671;7670;10;;
852;3;50081;L;1;3;2125;;7679;2076;14;;
852;3;50875;L;1;3;6602;;7692;7666;4;;
852;3;51072;L;1;3;7528;;7699;7698;22;;
852;3;6828;L;7;0;;;7700;9690;602;;
852;3;51048;L;1;3;7451;;7701;8990;20;;
852;3;51781;L;1;2;21105;5591;7707;5674;212;;
852;3;51499;L;5;0;;2458;7708;8439;23;;
852;3;51789;L;5;0;;6858;7708;11629;3199;;
852;3;4999;L;7;0;;;7721;6746;67;;
852;3;4421;L;7;0;;;7721;8454;67;;
852;3;50487;L;1;3;4412;;7729;10580;8;;
852;3;50501;L;1;3;4425;;7740;7656;8;;
852;3;50412;L;1;3;4132;;7749;9864;17;;
852;3;50395;L;1;3;4113;;7751;11145;17;;
852;3;51716;L;5;0;;4772;7758;2743;3179;;
852;3;3326;L;1;3;682;;7764;7765;132;;
852;3;50907;L;1;3;6805;;7769;3151;2;;
852;3;51421;L;5;0;;1409;7776;3068;3181;;
852;3;51702;L;5;0;;4597;7777;7781;3178;;
852;3;51379;L;5;0;;861;7779;10091;23;;
852;3;51802;L;5;0;;7781;7779;10650;3178;;
852;3;51800;L;5;0;;7780;7779;11774;3178;;
