CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;RNID;N1ID;N2ID;POL_LCD;PES_LEV;RDID
852;3;51422;L;5;0;;1420;7781;1419;3178;;
852;3;51630;L;5;0;;3930;7781;2852;3178;;
852;3;52068;L;5;0;;11560;7781;3069;3178;;
852;3;51482;L;5;0;;2310;7781;9800;3178;;
852;3;51804;L;5;0;;7782;7781;9841;3178;;
852;3;51947;L;5;0;;9841;7781;10659;3178;;
852;3;51563;L;5;0;;3096;7782;1819;3192;;
852;3;51375;L;5;0;;845;7782;7878;3192;;
852;3;50038;L;1;3;11326;;7787;2793;63;;
852;3;50077;L;1;3;2121;;7794;9268;1380;;
852;3;50618;L;1;3;4928;;7797;8792;17;;
852;3;51054;L;1;3;7457;;7801;827;20;;
852;3;51171;L;1;3;8313;;7805;12119;21;;
852;3;51697;L;5;0;;4568;7820;4073;3188;;
852;3;4997;L;7;0;;;7821;6746;731;;
852;3;4419;L;7;0;;;7821;8454;731;;
852;3;50528;L;1;3;4454;;7825;8343;8;;
852;3;50573;L;1;3;4633;;7830;2080;18;;
852;3;52023;L;5;0;;10858;7833;646;3196;;
852;3;51979;L;5;0;;10348;7833;8439;3196;;
852;3;51922;L;5;0;;9673;7834;8075;3188;;
852;3;51555;L;5;0;;3025;7838;10690;3188;;
852;3;5163;L;7;0;;;7842;1806;291;;
852;3;4585;L;7;0;;;7842;5480;291;;
852;3;4951;L;7;0;;;7846;1806;1141;;
852;3;4377;L;7;0;;;7846;11961;1141;;
852;3;50610;L;1;3;4918;;7848;11860;17;;
852;3;50127;L;1;3;2419;;7859;574;12;;
852;3;51414;L;5;0;;1320;7872;14;3179;;
852;3;52018;L;5;0;;10791;7874;4431;3184;;
852;3;51842;L;5;0;;8267;7874;8646;3184;;
852;3;50815;L;1;3;6301;;7876;7877;9;;
852;3;51818;L;5;0;;7873;7878;2156;3192;;
852;3;51733;L;5;0;;5089;7879;9777;3179;;
852;3;50736;L;1;3;5613;;7884;9326;4;;
852;3;50824;L;1;3;6316;;7894;10558;19;;
852;3;5011;L;7;0;;;7895;1806;3196;;
852;3;51212;L;1;3;8442;;7896;10286;20;;
852;3;50318;L;1;3;3702;;3259;1358;7;;
852;3;50341;L;1;3;3727;;7899;8418;7;;
852;3;51617;L;5;0;;3827;7903;2436;3186;;
852;3;51546;L;5;0;;2977;7910;860;3193;;
852;3;50712;L;1;3;5502;;7914;4580;5;;
852;3;51190;L;1;3;8418;;7924;5198;10;;
852;3;51168;L;1;3;8311;;7928;7925;10;;
852;3;50178;L;1;3;2626;;7931;1869;7;;
852;3;50322;L;1;3;3706;;7931;2699;7;;
852;3;6539;L;1;3;6714;;7942;10233;16;;
852;3;51224;L;1;3;8455;;7944;4622;20;;
852;3;51202;L;1;3;8432;;7949;3242;20;;
852;3;51225;L;1;3;8456;;7949;7948;20;;
852;3;51594;L;5;0;;3509;7954;7845;3177;;
852;3;51735;L;5;0;;5091;7960;4481;23;;
852;3;51914;L;5;0;;9555;7960;4481;23;;
852;3;51698;L;5;0;;4578;7960;4758;3194;;
852;3;51629;L;5;0;;3929;7961;797;3190;;
852;3;52030;L;5;0;;10963;7961;8892;3190;;
852;3;52032;L;5;0;;10977;7961;9081;3190;;
852;3;51566;L;5;0;;3136;7964;3667;3198;;
852;3;52048;L;5;0;;11225;7964;11599;3198;;
852;3;50574;L;1;3;4641;;7967;7972;6;;
852;3;50473;L;1;2;470;;7968;1373;6;;
852;3;4917;L;7;0;;;7973;1806;1224;;
852;3;4343;L;7;0;;;7973;11961;1224;;
852;3;50262;L;1;3;3313;;7974;11447;7;;
852;3;50254;L;1;3;3305;;7991;3228;7;;
852;3;50518;L;1;3;4443;;7995;1326;6;;
852;3;4909;L;7;0;;;7996;1806;100;;
852;3;4335;L;7;0;;;7996;11961;100;;
852;3;50252;L;1;3;3303;;8000;10741;7;;
852;3;50251;L;1;3;33111;;8001;8003;100;;
852;3;4911;L;7;0;;;8009;1806;1263;;
852;3;4337;L;7;0;;;8009;11961;1263;;
852;3;50253;L;1;3;3304;;8013;10740;7;;
852;3;4907;L;7;0;;;8019;1806;1205;;
852;3;4333;L;7;0;;;8019;11961;1205;;
852;3;50817;L;1;3;6306;;8022;8021;9;;
852;3;50571;L;1;3;4631;;8030;10477;2;;
852;3;51267;L;1;3;8607;;8039;8040;10;;
852;3;51265;L;1;3;8605;;8039;8042;10;;
852;3;51268;L;1;3;8608;;8041;3857;10;;
852;3;50550;L;1;3;4523;;8045;8066;8;;
852;3;50549;L;1;3;4522;;8065;1049;8;;
852;3;50548;L;1;3;4521;;8072;3879;8;;
852;3;5907;L;7;0;;;8080;1806;236;;
852;3;5521;L;7;0;;;8080;2690;284;;
852;3;5523;L;7;0;;;8080;3758;2054;;
852;3;5527;L;7;0;;;8080;4987;1077;;
852;3;5529;L;7;0;;;8080;8083;25;;
852;3;5533;L;7;0;;;8080;8085;25;;
852;3;5531;L;7;0;;;8080;8095;25;;
852;3;5525;L;7;0;;;8080;8709;639;;
852;3;5905;L;7;0;;;8080;11961;236;;
852;3;6266;L;7;0;;;8081;6300;315;;
852;3;50155;L;1;2;26;;8082;1237;7;;
852;3;4963;L;7;0;;;8083;6039;25;;
852;3;4387;L;7;0;;;8083;8080;25;;
852;3;4967;L;7;0;;;8085;6039;25;;
852;3;4391;L;7;0;;;8085;8080;25;;
852;3;50189;L;1;3;3604;;8090;9916;7;;
852;3;50148;L;1;3;2519;;8092;1856;7;;
852;3;50294;L;1;3;3605;;8093;3260;7;;
852;3;4965;L;7;0;;;8095;6039;25;;
852;3;4389;L;7;0;;;8095;8080;25;;
852;3;50146;L;1;3;2517;;8096;9921;7;;
852;3;50188;L;1;2;304;;8097;8083;25;;
852;3;50171;L;1;3;2618;;8099;1664;7;;
852;3;50145;L;1;3;2515;;8101;12012;7;;
852;3;51121;L;1;3;8141;;8108;8109;13;;
852;3;4865;L;7;0;;;8111;1806;314;;
852;3;6387;L;1;3;2139;;8111;6212;314;;
852;3;4289;L;7;0;;;8111;11961;314;;
852;3;6664;L;7;0;;;8112;1806;314;;
852;3;6662;L;7;0;;;8112;11961;314;;
852;3;51757;L;5;0;;5299;8113;1807;3191;;
852;3;51755;L;5;0;;5286;8113;4471;3191;;
852;3;51886;L;5;0;;9081;8116;2775;3190;;
852;3;51830;L;5;0;;8102;8116;10020;3190;;
852;3;51450;L;5;0;;1921;8116;10977;3190;;
852;3;5643;L;7;0;;;4099;634;401;;
852;3;5687;L;7;0;;;4099;1300;225;;
852;3;5639;L;7;0;;;4099;1487;867;;
852;3;5637;L;7;0;;;4099;1488;867;;
852;3;4719;L;7;0;;;4099;1772;3198;;
852;3;5655;L;7;0;;;4099;2510;3160;;
852;3;5657;L;7;0;;;4099;2514;176;;
852;3;5659;L;7;0;;;4099;2516;176;;
852;3;5661;L;7;0;;;4099;2518;507;;
852;3;5649;L;7;0;;;4099;2559;42;;
852;3;5253;L;7;0;;;4099;2568;462;;
852;3;5679;L;7;0;;;4099;2579;137;;
852;3;5635;L;7;0;;;4099;2731;465;;
852;3;5625;L;7;0;;;4099;2736;41;;
852;3;5623;L;7;0;;;4099;2739;3198;;
852;3;5627;L;7;0;;;4099;2741;41;;
852;3;5675;L;7;0;;;4099;2826;633;;
852;3;5689;L;7;0;;;4099;3248;225;;
852;3;5641;L;7;0;;;4099;4094;553;;
852;3;5647;L;7;0;;;4099;5295;396;;
852;3;5645;L;7;0;;;4099;5297;401;;
852;3;5653;L;7;0;;;4099;7105;462;;
852;3;6782;L;7;0;;;4099;7591;137;;
852;3;5663;L;7;0;;;4099;9117;82;;
852;3;5667;L;7;0;;;4099;9119;82;;
852;3;5665;L;7;0;;;4099;9126;82;;
852;3;5685;L;7;0;;;4099;9993;357;;
852;3;5691;L;7;0;;;4099;10179;958;;
852;3;5631;L;7;0;;;4099;10522;191;;
852;3;5629;L;7;0;;;4099;10524;41;;
852;3;5633;L;7;0;;;4099;10527;191;;
852;3;5693;L;7;0;;;4099;10530;2529;;
852;3;5673;L;7;0;;;4099;10552;633;;
852;3;4689;L;7;0;;;4099;10634;137;;
852;3;5681;L;7;0;;;4099;10634;621;;
852;3;5683;L;7;0;;;4099;10636;621;;
852;3;5677;L;7;0;;;4099;10637;137;;
852;3;5669;L;7;0;;;4099;10732;600;;
852;3;5671;L;7;0;;;4099;11227;600;;
852;3;5651;L;7;0;;;4099;11734;42;;
852;3;51336;L;1;1;M60;;6869;9289;4;;
852;3;6104;L;6;1;;8133;8124;8134;88;;
852;3;50644;L;1;3;5117;;8127;5087;4;;
852;3;50725;L;1;2;57;;8129;9311;4;;
852;3;6223;L;1;4;51377;;8130;8124;88;;
852;3;5133;L;7;0;;;8132;1806;1691;;
852;3;4553;L;7;0;;;8132;4099;1691;;
852;3;50646;L;1;3;5121;;8135;8126;88;;
852;3;51136;L;1;3;8203;;8136;4084;9;;
852;3;50079;L;1;3;2123;;8138;789;14;;
852;3;4945;L;7;0;;;8140;1806;1469;;
852;3;4371;L;7;0;;;8140;11961;1469;;
852;3;51043;L;1;3;7445;;8146;10493;20;;
852;3;50326;L;1;3;3711;;8151;3311;7;;
852;3;6570;L;7;0;;;8152;1772;166;;
852;3;6590;L;7;0;;;8152;1787;166;;
852;3;4739;L;7;0;;;8152;1806;91;;
852;3;4173;L;7;0;;;8152;8411;91;;
852;3;50372;L;1;3;46102;;8156;2098;15;;
852;3;50207;L;1;3;3112;;8157;11084;15;;
852;3;50209;L;1;3;3113;;8158;4219;15;;
852;3;50558;L;1;3;4605;;8160;2252;15;;
852;3;3362;L;1;3;5514;;8184;8183;281;;
852;3;50721;L;1;3;5511;;8186;878;8;;
852;3;52113;L;5;0;;12183;8192;1803;3187;;
852;3;51685;L;5;0;;4460;8192;4064;3187;;
852;3;51115;L;1;3;8127;;8194;5058;2;;
852;3;4825;L;7;0;;;8196;1806;952;;
852;3;4255;L;7;0;;;8196;3719;952;;
852;3;4823;L;7;0;;;8198;1806;61;;
852;3;4253;L;7;0;;;8198;3719;61;;
852;3;50053;L;1;3;1408;;8200;9695;10;;
852;3;6304;L;7;0;;;8201;12364;456;;
852;3;50046;L;1;3;1401;;8205;8203;10;;
852;3;50051;L;1;3;1406;;8206;7792;10;;
852;3;51235;L;1;3;8506;;8210;8212;1034;;
852;3;51665;L;5;0;;4251;8214;12291;3179;;
852;3;50161;L;1;3;2606;;8222;4506;7;;
852;3;50159;L;1;3;2604;;8222;9902;7;;
852;3;50291;L;1;3;3601;;8229;8228;7;;
852;3;50925;L;1;3;6835;;8232;5485;22;;
852;3;5249;L;7;0;;;8235;7143;1902;;
852;3;4669;L;7;0;;;8235;11547;1902;;
852;3;51927;L;5;0;;9712;8241;1281;23;;
852;3;50004;L;1;3;8119;;8246;11171;2;;
852;3;51044;L;1;3;7446;;8249;3619;20;;
852;3;50941;L;1;3;7204;;8250;444;2;;
852;3;50938;L;1;3;7202;;8252;1138;2;;
852;3;50277;L;1;3;3406;;8259;3587;11;;
852;3;50854;L;1;3;6522;;8264;8263;16;;
852;3;51562;L;5;0;;3087;8270;5226;3190;;
852;3;52043;L;5;0;;11213;8270;9081;3190;;
852;3;52085;L;5;0;;11757;8270;10978;3190;;
852;3;3281;L;1;3;6821;;8275;8277;139;;
852;3;50915;L;1;3;6814;;8275;10067;16;;
852;3;50916;L;1;2;681;;8277;3685;16;;
852;3;50041;L;1;3;1301;;8284;8282;10;;
852;3;50887;L;1;3;6619;;8286;8288;16;;
852;3;50886;L;1;3;6618;;8287;4293;16;;
852;3;50516;L;1;3;4441;;8294;8293;6;;
852;3;50634;L;1;3;5107;;8298;11699;2;;
852;3;50118;L;1;3;2409;;8303;85;14;;
852;3;50845;L;1;3;6512;;8307;4135;2;;
852;3;51253;L;1;3;8525;;8313;3850;10;;
852;3;50399;L;1;3;4118;;8327;2865;17;;
852;3;51652;L;5;0;;4073;8337;5093;3188;;
852;3;50488;L;1;3;4413;;8341;9062;8;;
852;3;4897;L;7;0;;;8345;1806;876;;
852;3;4323;L;7;0;;;8345;11961;876;;
852;3;4895;L;7;0;;;8346;1806;876;;
852;3;4321;L;7;0;;;8346;11961;876;;
852;3;51288;L;1;3;8631;;8348;8347;2573;;
852;3;6352;L;7;0;;;8350;3691;74;;
852;3;6348;L;7;0;;;8350;10245;74;;
852;3;50358;L;1;3;3825;;8358;4604;17;;
852;3;50750;L;1;3;5708;;8360;1444;4;;
852;3;50816;L;1;3;6305;;8365;8364;120;;
852;3;51126;L;1;3;8147;;8368;613;13;;
852;3;51124;L;1;3;8144;;8370;10406;13;;
852;3;51125;L;1;3;8146;;8371;885;13;;
852;3;50512;L;1;3;4437;;8380;5309;6;;
852;3;5237;L;7;0;;;8382;1806;43;;
852;3;5959;L;7;0;;;8382;2338;35;;
852;3;5963;L;7;0;;;8382;3086;35;;
852;3;5967;L;7;0;;;8382;4274;35;;
852;3;4659;L;7;0;;;8382;5480;43;;
852;3;5961;L;7;0;;;8382;11525;35;;
852;3;3317;L;1;3;6101;;8383;8391;43;;
852;3;5235;L;7;0;;;8384;1806;43;;
852;3;4657;L;7;0;;;8384;5480;43;;
852;3;50908;L;1;3;6804;;8390;3379;2;;
852;3;51009;L;1;2;74;;8390;12332;2;;
852;3;51092;L;1;3;7551;;8394;8397;43;;
852;3;50999;L;1;3;7362;;8400;9488;22;;
852;3;50208;L;1;3;3115;;8406;702;15;;
852;3;50204;L;1;2;311;;8408;1892;15;;
852;3;6688;L;7;0;;;8412;698;148;;
852;3;6702;L;7;0;;;8412;1888;47;;
852;3;6710;L;7;0;;;8412;1898;323;;
852;3;6718;L;7;0;;;8412;1903;47;;
852;3;6694;L;7;0;;;8412;2330;104;;
852;3;6678;L;7;0;;;8412;11745;166;;
852;3;50087;L;1;3;2132;;8422;12284;12;;
852;3;50237;L;1;3;3223;;8429;2855;18;;
852;3;50472;L;1;3;4614;;8431;4889;2;;
852;3;50562;L;1;3;4613;;8434;606;2;;
852;3;51621;L;5;0;;3886;8439;647;3195;;
852;3;51640;L;5;0;;3972;8439;647;3195;;
852;3;51863;L;5;0;;8582;8439;4768;3194;;
852;3;52074;L;5;0;;11617;8440;8439;3196;;
852;3;51852;L;5;0;;8506;8448;7798;3178;;
852;3;5565;L;7;0;;;8454;823;451;;
852;3;5935;L;7;0;;;8454;1806;26;;
852;3;5551;L;7;0;;;8454;4976;26;;
852;3;5567;L;7;0;;;8454;5266;996;;
852;3;5563;L;7;0;;;8454;7721;67;;
852;3;5561;L;7;0;;;8454;7821;731;;
852;3;5569;L;7;0;;;8454;8455;457;;
852;3;5559;L;7;0;;;8454;9716;260;;
852;3;5933;L;7;0;;;8454;9851;26;;
852;3;5555;L;7;0;;;8454;9961;26;;
852;3;5557;L;7;0;;;8454;10581;26;;
852;3;5553;L;7;0;;;8454;10583;26;;
852;3;5005;L;7;0;;;8455;6746;457;;
852;3;4427;L;7;0;;;8455;8454;2210;;
852;3;6260;L;7;0;;;8456;4734;2150;;
852;3;5007;L;7;0;;;8456;6746;457;;
852;3;4429;L;7;0;;;8456;8457;457;;
852;3;5571;L;7;0;;;8457;8456;457;;
852;3;51019;L;1;3;7407;;8460;926;22;;
852;3;6176;L;1;4;12307;;8480;8481;341;;
852;3;50745;L;1;3;5703;;8487;1673;4;;
852;3;50094;L;1;3;2201;;8488;2309;14;;
852;3;51068;L;1;3;7524;;8504;8503;1378;;
852;3;51883;L;5;0;;8965;8506;4665;3178;;
852;3;6131;L;6;1;;8511;8508;11320;2;;
852;3;6241;L;1;4;46146;;8510;8507;1653;;
852;3;51667;L;5;0;;4259;8513;3678;23;;
852;3;51130;L;1;3;8152;;8528;5112;2;;
852;3;50835;L;1;3;6409;;8530;10344;2;;
852;3;4181;L;7;0;;;8534;1772;3193;;
852;3;4747;L;7;0;;;8534;1787;3193;;
852;3;51668;L;5;0;;4259;8540;996;3198;;
852;3;51606;L;5;0;;3667;8540;1144;23;;
852;3;51498;L;5;0;;2457;8540;1807;2;;
852;3;52073;L;5;0;;11599;8540;11225;3198;;
852;3;51369;L;5;0;;809;8540;11267;3198;;
852;3;51008;L;1;3;7385;;8543;1428;2;;
852;3;51007;L;1;3;7384;;8543;8056;20;;
852;3;51882;L;5;0;;8960;8551;8959;3184;;
852;3;50266;L;1;3;3318;;8565;3553;11;;
852;3;51717;L;5;0;;4773;8566;3541;3179;;
852;3;51677;L;5;0;;4295;8566;10305;3179;;
852;3;51512;L;5;0;;2692;8566;10714;3179;;
852;3;51833;L;5;0;;8168;8566;10714;3179;;
852;3;51908;L;5;0;;9487;8566;10714;3179;;
852;3;51314;L;1;3;8715;;8574;4145;20;;
852;3;51116;L;1;3;8134;;8577;8578;707;;
852;3;51484;L;5;0;;2337;8579;11849;23;;
852;3;51714;L;5;0;;4768;8582;11748;3194;;
852;3;50414;L;1;3;4134;;8589;8520;17;;
852;3;51297;L;1;3;8641;;8591;8592;20;;
852;3;50918;L;1;3;6817;;8594;8032;2;;
852;3;50988;L;1;3;7345;;8599;12142;21;;
852;3;51283;L;1;3;8625;;8605;2657;10;;
852;3;51226;L;1;3;8457;;8608;4960;20;;
852;3;51298;L;1;3;8642;;8616;9931;20;;
852;3;51034;L;1;3;7423;;8622;7702;2;;
852;3;51306;L;1;3;8706;;8626;2673;20;;
852;3;50808;L;1;3;6229;;8641;2515;19;;
852;3;51722;L;5;0;;4953;8642;721;3188;;
852;3;51845;L;5;0;;8337;8642;721;23;;
852;3;51612;L;5;0;;3716;8642;2773;23;;
852;3;51516;L;5;0;;2742;8642;7834;3188;;
852;3;52117;L;5;0;;12228;8645;11808;3189;;
852;3;51723;L;5;0;;4955;8646;9712;23;;
852;3;51823;L;5;0;;7929;8649;1144;3187;;
852;3;51935;L;5;0;;9735;8656;2393;23;;
852;3;50071;L;1;3;2114;;8677;4696;14;;
852;3;51089;L;1;3;7547;;8679;2152;22;;
852;3;51027;L;1;3;7415;;8680;8686;22;;
852;3;50047;L;1;3;1404;;8685;5504;10;;
852;3;51154;L;1;3;8224;;8690;9167;10;;
852;3;50292;L;1;3;3602;;8707;8945;7;;
852;3;4959;L;7;0;;;8709;6039;639;;
852;3;4383;L;7;0;;;8709;8080;2054;;
852;3;50256;L;1;3;3307;;8712;11330;2;;
852;3;50032;L;1;3;1125;;8715;1000;13;;
852;3;50601;L;1;3;4907;;8723;8724;386;;
852;3;50968;L;1;3;7321;;8731;8739;21;;
852;3;50597;L;1;3;4903;;8733;8751;2;;
852;3;50598;L;1;3;4904;;8734;8725;11;;
852;3;50600;L;1;3;4906;;8743;8722;2;;
852;3;50608;L;1;3;4915;;8745;11859;17;;
852;3;50369;L;1;3;3836;;8757;8756;509;;
852;3;50360;L;1;3;3827;;8758;11296;17;;
852;3;4937;L;7;0;;;8769;1806;29;;
852;3;4363;L;7;0;;;8769;11961;29;;
852;3;4943;L;7;0;;;8771;1806;29;;
852;3;4369;L;7;0;;;8771;11961;29;;
852;3;50604;L;1;3;4911;;8775;8744;17;;
852;3;4941;L;7;0;;;8776;1806;157;;
852;3;4367;L;7;0;;;8776;11961;157;;
852;3;50381;L;1;2;41;;8777;1436;17;;
852;3;50367;L;1;3;3834;;8779;2026;17;;
852;3;50355;L;1;3;3822;;8780;4607;17;;
852;3;4935;L;7;0;;;8781;1806;29;;
852;3;4361;L;7;0;;;8781;11961;29;;
852;3;50284;L;1;3;3505;;8782;8767;29;;
852;3;50594;L;1;2;49;;8788;3682;17;;
852;3;50389;L;1;3;4107;;8788;4023;17;;
852;3;50619;L;1;3;4929;;8791;8754;17;;
852;3;50617;L;1;3;4927;;8791;8888;17;;
852;3;4939;L;7;0;;;8799;1806;29;;
852;3;4365;L;7;0;;;8799;11961;29;;
852;3;50340;L;1;3;3726;;8804;8803;7;;
852;3;50607;L;1;3;4914;;8825;8815;17;;
852;3;51895;L;5;0;;9239;8827;1230;3191;;
852;3;50383;L;1;3;4101;;8832;8795;17;;
852;3;6448;L;1;3;3813;;8834;165;29;;
852;3;50314;L;1;3;3636;;8840;8842;17;;
852;3;50384;L;1;3;4102;;8845;8735;2;;
852;3;52089;L;5;0;;11808;8853;34;2;;
852;3;52005;L;5;0;;10677;8853;4190;23;;
852;3;4777;L;7;0;;;8863;1806;143;;
852;3;4207;L;7;0;;;8863;3719;143;;
852;3;51530;L;5;0;;2841;8865;3904;3180;;
852;3;51759;L;5;0;;5301;8865;5623;2;;
852;3;50621;L;1;3;52104;;8868;1836;15;;
852;3;50206;L;1;3;4603;;8871;7921;15;;
852;3;51873;L;5;0;;8874;8872;3345;3199;;
852;3;51580;L;5;0;;3345;8872;3768;3199;;
852;3;50769;L;1;3;5812;;8876;1050;4;;
852;3;50640;L;1;3;5114;;8878;10932;19;;
852;3;50569;L;1;3;4627;;8883;7830;18;;
852;3;4947;L;7;0;;;8886;1806;584;;
852;3;4373;L;7;0;;;8886;11961;584;;
852;3;51874;L;5;0;;8892;8893;10963;3190;;
852;3;50268;L;1;3;3322;;8896;2652;11;;
852;3;50454;L;1;3;4235;;8901;12156;6;;
852;3;50455;L;1;3;4236;;8903;8900;6;;
852;3;51437;L;5;0;;1726;8915;11273;3187;;
852;3;50735;L;1;3;5611;;8920;9312;4;;
852;3;50344;L;1;3;3802;;8922;1216;2;;
852;3;50335;L;1;3;3721;;8925;8924;890;;
852;3;50143;L;1;3;2513;;8938;7746;7;;
852;3;50327;L;1;3;3712;;8941;9743;7;;
852;3;50317;L;1;3;3701;;8943;10849;313;;
852;3;50609;L;1;3;4917;;8952;1316;17;;
852;3;51550;L;5;0;;3018;8959;1281;3184;;
852;3;5213;L;7;0;;;8961;1806;1656;;
852;3;4635;L;7;0;;;8961;5480;1656;;
852;3;51704;L;5;0;;4665;8965;3854;3178;;
852;3;50896;L;1;3;6704;;8971;7763;16;;
852;3;51053;L;1;3;7456;;8974;826;20;;
852;3;50882;L;1;3;6609;;8976;8979;1813;;
852;3;50881;L;1;3;6608;;8978;7665;4;;
852;3;50351;L;1;3;3809;;8985;9812;7;;
852;3;51045;L;1;3;7447;;8987;2909;20;;
852;3;51050;L;1;3;7453;;8991;2198;20;;
852;3;50653;L;1;3;5205;;8994;11157;2;;
852;3;5023;L;7;0;;;8996;1806;1059;;
852;3;4445;L;7;0;;;8996;9851;1059;;
852;3;5025;L;7;0;;;8997;1806;305;;
852;3;4447;L;7;0;;;8997;9851;305;;
852;3;50434;L;1;3;4207;;9002;5000;18;;
852;3;50576;L;1;3;4645;;9006;9005;6;;
852;3;50578;L;1;2;474;;9013;9027;2;;
852;3;50503;L;1;3;4427;;9015;7986;6;;
852;3;50504;L;1;3;4428;;9019;7995;6;;
852;3;50480;L;1;3;4406;;9022;10722;2;;
852;3;50874;L;1;3;6601;;9031;10763;4;;
852;3;51843;L;5;0;;8270;9035;4482;3190;;
852;3;51880;L;5;0;;8940;9035;10774;3190;;
852;3;51919;L;5;0;;9587;9039;2640;3179;;
852;3;52035;L;5;0;;11058;9039;9251;3179;;
852;3;51090;L;1;3;7548;;9042;9043;22;;
852;3;52026;L;5;0;;10886;9058;5590;23;;
852;3;52095;L;5;0;;11908;9059;10650;23;;
852;3;50699;L;1;3;5423;;9063;10513;8;;
852;3;50259;L;1;3;3310;;9066;11411;7;;
852;3;50902;L;1;3;6712;;9069;10214;16;;
852;3;50889;L;1;3;6622;;9080;9079;16;;
852;3;50150;L;1;3;2522;;9084;10050;7;;
852;3;50138;L;1;3;2508;;9085;10874;2;;
852;3;50834;L;1;3;6408;;9097;9096;19;;
852;3;51006;L;1;3;7383;;9105;9064;20;;
852;3;5171;L;7;0;;;9116;1806;588;;
852;3;4593;L;7;0;;;9116;5480;588;;
852;3;5101;L;7;0;;;9117;1806;82;;
852;3;4521;L;7;0;;;9117;4099;82;;
852;3;5105;L;7;0;;;9119;1806;82;;
852;3;4525;L;7;0;;;9119;4099;82;;
852;3;6098;L;6;1;;9124;9120;3223;2;;
852;3;50809;L;1;3;6231;;9121;9125;2;;
852;3;50810;L;1;3;6232;;9123;10028;19;;
852;3;5103;L;7;0;;;9126;1806;82;;
852;3;4523;L;7;0;;;9126;4099;82;;
852;3;50334;L;1;3;3719;;9135;4573;7;;
852;3;51198;L;1;3;8427;;9137;11959;10;;
852;3;50535;L;1;3;4503;;9143;3208;5;;
852;3;50536;L;1;3;4504;;9144;1982;2;;
852;3;50742;L;1;3;5621;;9147;12046;4;;
852;3;51047;L;1;3;7449;;9158;12218;20;;
852;3;52127;L;5;0;;12315;9168;3678;23;;
852;3;51543;L;5;0;;2969;9169;7964;3198;;
852;3;51177;L;1;3;8406;;9181;9223;2;;
852;3;51175;L;1;2;834;;9185;10038;2;;
852;3;51161;L;1;3;832;;9186;9213;2;;
852;3;51163;L;1;3;8305;;9179;3221;2;;
852;3;51162;L;1;3;8303;;9191;1339;21;;
852;3;51180;L;1;3;8409;;9205;2400;21;;
852;3;51176;L;1;3;8405;;9208;4611;21;;
852;3;51164;L;1;3;8306;;2205;11262;2;;
852;3;51987;L;5;0;;10393;9233;7799;3198;;
852;3;51466;L;5;0;;2100;9237;4428;3178;;
852;3;50356;L;1;3;3823;;9241;8759;17;;
852;3;6344;L;7;0;;;9243;3691;159;;
852;3;6340;L;7;0;;;9243;10245;159;;
852;3;6324;L;7;0;;;9244;3691;159;;
852;3;6326;L;7;0;;;9244;10245;159;;
852;3;50116;L;1;3;2407;;9248;10992;14;;
852;3;50117;L;1;3;2408;;9250;3177;2;;
852;3;51495;L;5;0;;2437;9251;7911;3179;;
852;3;50096;L;1;3;2203;;9255;2769;14;;
852;3;52037;L;5;0;;11059;9266;1144;23;;
852;3;51110;L;1;3;8117;;9281;12056;9;;
852;3;51837;L;5;0;;8224;9282;10672;3187;;
852;3;4179;L;7;0;;;9283;1772;3193;;
852;3;4745;L;7;0;;;9283;1787;3193;;
852;3;51476;L;5;0;;2218;9287;10673;3193;;
852;3;51983;L;5;0;;10353;9287;10673;3193;;
852;3;5701;L;7;0;;;9289;1555;2283;;
852;3;5699;L;7;0;;;9289;1676;1555;;
852;3;5695;L;7;0;;;9289;6916;1691;;
852;3;5705;L;7;0;;;9289;9291;27;;
852;3;5703;L;7;0;;;9289;9294;373;;
852;3;5697;L;7;0;;;9289;10379;1690;;
852;3;5143;L;7;0;;;9291;6916;27;;
852;3;4565;L;7;0;;;9291;9289;27;;
852;3;5141;L;7;0;;;9294;6916;373;;
852;3;4563;L;7;0;;;9294;9289;373;;
852;3;50740;L;1;3;578;;9296;9290;4;;
852;3;50758;L;1;2;58;;9299;3683;4;;
852;3;50741;L;1;3;5619;;9302;9301;27;;
852;3;50873;L;1;2;66;;9302;9321;2;;
852;3;50755;L;1;3;5716;;9303;5276;4;;
852;3;50780;L;1;3;5826;;9303;9298;4;;
852;3;50773;L;1;3;5816;;9307;9336;4;;
852;3;50781;L;1;3;5827;;9309;9322;27;;
852;3;50877;L;1;3;6604;;9310;571;4;;
852;3;50790;L;1;2;610;;9321;4382;16;;
852;3;50869;L;1;3;6544;;9328;9332;4;;
852;3;50031;L;1;3;1124;;9334;1003;13;;
852;3;50760;L;1;3;5801;;9337;11841;4;;
852;3;50066;L;1;3;2107;;9342;4697;2;;
852;3;50409;L;1;3;4129;;9346;3497;17;;
852;3;51153;L;1;3;8223;;9351;9367;10;;
852;3;50323;L;1;3;3707;;9357;9354;7;;
852;3;51287;L;1;3;8629;;9366;9365;1115;;
852;3;51659;L;5;0;;4149;9376;10533;3181;;
852;3;51706;L;5;0;;4677;9379;4673;23;;
852;3;51662;L;5;0;;4214;9379;5204;3186;;
852;3;51454;L;5;0;;1940;9379;9287;3193;;
852;3;51451;L;5;0;;1921;9379;10109;23;;
852;3;51867;L;5;0;;8649;9385;1144;3187;;
852;3;50107;L;1;3;2305;;9389;12274;2;;
