CID;TABCD;LCD;CLASS;TCD;STCD;JUNCTIONNUMBER;RNID;N1ID;N2ID;POL_LCD;OTH_LCD;SEG_LCD;ROA_LCD;INPOS;INNEG;OUTPOS;OUTNEG;PRESENTPOS;PRESENTNEG;DIVERSIONPOS;DIVERSIONNEG;XCOORD;YCOORD;INTERRUPTSROAD;URBAN;JNID
852;3;6138;P;1;12;;;14;;63;;;6137;1;1;1;1;1;1;;;+01871379;+4777063;;0;
852;3;6139;P;3;17;;;2807;;63;;;6137;1;1;1;1;1;1;;;+01870740;+4777451;;0;
852;3;6054;P;1;12;;;25;;512;;;6053;1;1;1;1;1;1;;;+01886130;+4782200;;0;
852;3;6055;P;3;17;;;10891;;512;;;6053;1;1;1;1;1;1;;;+01886197;+4781555;;0;
852;3;20809;P;1;15;;;72;;803;;;50115;1;1;1;1;1;1;;;+01967660;+4784990;;0;
852;3;20810;P;1;12;;;10992;;803;;;50115;1;1;1;1;1;1;;;+01969560;+4785190;;0;
852;3;20811;P;1;12;;;10991;;803;;;50115;1;1;1;1;1;1;;;+01969840;+4784900;;0;
852;3;20812;P;1;12;;;3420;;562;;;50115;1;1;1;1;1;1;;;+01979410;+4781350;;0;
852;3;20813;P;1;12;;;3426;;637;;;50115;1;1;1;1;1;1;;;+01984180;+4780390;;0;
852;3;20814;P;1;12;;;3425;;637;;;50115;1;1;1;1;1;1;;;+01987270;+4779820;;0;
852;3;20815;P;1;12;;;3411;;52;;;50115;1;1;1;1;1;1;;;+01991280;+4779050;;0;
852;3;20816;P;1;12;;;3404;;52;;;50115;1;1;1;1;1;1;;;+01992500;+4778580;;0;
852;3;20817;P;1;11;;;3407;;52;;;50115;1;1;1;1;1;1;;;+01993110;+4778470;;0;
852;3;4408;P;4;0;;;6391;;24;;;4407;;;;;;;;;+02155066;+4755157;;0;
852;3;5550;P;4;0;;;6392;;24;;;5549;;;;;;;;;+02155304;+4755113;;0;
852;3;6447;P;1;8;;;2932;165;29;;;3472;1;1;1;1;1;1;;;+02167023;+4798734;;0;
852;3;3473;P;1;8;;;160;;29;;;3472;1;1;1;1;1;1;;;+02165565;+4795695;;0;
852;3;3474;P;1;8;;;4046;;29;;;3472;1;1;1;1;1;1;;;+02165158;+4794460;;0;
852;3;3475;P;1;12;;;9510;;29;;;3472;1;1;1;1;1;1;;;+02164491;+4792870;;0;
852;3;3476;P;1;8;;;147;;29;;;3472;1;1;1;1;1;1;;;+02164654;+4791770;;0;
852;3;3477;P;1;3;;;6062;;29;;;3472;1;1;1;1;1;1;;;+02164274;+4790062;;0;
852;3;3238;P;1;12;;;175;;656;;;3236;1;1;1;1;1;1;;;+02209350;+4826160;;0;
852;3;3237;P;1;12;;;170;;732;;;3236;1;1;1;1;1;1;;;+02207469;+4825658;;0;
852;3;6020;P;1;8;;5010;175;;99;;;6019;1;1;1;1;1;1;;;+02205210;+4820739;;0;
852;3;6021;P;1;8;;5010;907;;99;;;6019;1;1;1;1;1;1;;;+02206682;+4820250;;0;
852;3;6023;P;1;8;;5010;4048;;99;;;6019;1;1;1;1;1;1;;;+02207688;+4820042;;0;
852;3;6022;P;1;8;;5010;5016;197;99;;;6019;1;1;1;1;1;1;;;+02209227;+4820140;;0;
852;3;3225;P;1;12;;;203;;656;;;3224;1;1;1;1;1;1;;;+02211051;+4825843;;0;
852;3;22645;P;1;12;;;2961;;656;;;3224;1;1;1;1;1;1;;;+02209930;+4826410;;0;
852;3;22646;P;1;12;;;2962;;656;;;3224;1;1;1;1;1;1;;;+02210060;+4826840;;0;
852;3;22647;P;1;12;;;5136;;1104;;;3224;1;1;1;1;1;1;;;+02211930;+4830120;;0;
852;3;22648;P;1;12;;;204;;1104;;;3224;1;1;1;1;1;1;;;+02212163;+4830631;;0;
852;3;3240;P;1;12;;;203;;799;;;3239;1;1;1;1;1;1;;;+02214618;+4835040;;0;
852;3;3211;P;1;11;;;5025;;799;;;3239;1;1;1;1;1;1;;;+02214250;+4837440;;0;
852;3;3517;P;1;11;;;12289;;316;;;3239;1;1;1;1;1;1;;;+02216694;+4840380;;0;
852;3;6513;P;1;8;;;2677;;1692;;;6512;1;1;1;1;1;1;;;+02067857;+4681648;;0;
852;3;6514;P;1;3;;;6647;;1692;;;6512;1;1;1;1;1;1;;;+02067532;+4681207;;0;
852;3;30588;P;1;8;;8872;271;1807;310;;;51872;1;1;1;1;1;1;;;+01915380;+4735690;;0;
852;3;30589;P;1;3;;8872;5631;96;3199;;;51872;1;1;1;1;1;1;;;+01914591;+4736580;;0;
852;3;30590;P;1;3;;8872;6857;;3199;;;51872;1;1;1;1;1;1;;;+01913290;+4737590;;0;
852;3;30591;P;1;11;;8872;8874;;3199;;;51872;1;1;1;1;1;1;;;+01912506;+4738416;;0;
852;3;30592;P;1;11;;8872;3345;;3199;;;51872;1;1;1;1;1;1;;;+01912247;+4738700;;0;
852;3;29722;P;1;8;;4008;276;;72;;;51647;1;1;1;1;1;1;;;+01902744;+4738799;;0;
852;3;29723;P;1;12;;4008;5402;;3197;;;51647;1;1;1;1;1;1;;;+01904944;+4739841;;0;
852;3;29724;P;1;12;;4008;4778;;3197;;;51647;1;1;1;1;1;1;;;+01905402;+4740708;;0;
852;3;29725;P;1;12;;4008;10356;;3197;;;51647;1;1;1;1;1;1;;;+01905846;+4741328;;0;
852;3;29726;P;1;12;;4008;2757;;3197;;;51647;1;1;1;1;1;1;;;+01906129;+4741638;;0;
852;3;29727;P;1;12;;4008;9549;;3197;;;51647;1;1;1;1;1;1;;;+01906534;+4742125;;0;
852;3;29728;P;1;11;;4008;10680;;3197;;;51647;1;1;1;1;1;1;;;+01906723;+4742299;;0;
852;3;29729;P;1;11;;4008;10675;4464;3197;;;51647;1;1;1;1;1;1;;;+01906750;+4743047;;0;
852;3;29730;P;1;11;;4008;10675;12064;3197;;;51647;1;1;1;1;1;1;;;+01906761;+4743207;;0;
852;3;29731;P;1;11;;4008;1764;;3197;;;51647;1;1;1;1;1;1;;;+01906782;+4743536;;0;
852;3;24037;P;1;8;;;276;;72;;;50630;1;1;1;1;1;1;;;+01902744;+4738799;;0;
852;3;24038;P;1;9;;;3666;;72;;;50630;1;1;1;1;1;1;;;+01902400;+4738680;;0;
852;3;24039;P;1;3;;;5637;;72;;;50630;1;1;1;1;1;1;;;+01901680;+4738260;;0;
852;3;24040;P;1;9;;;3611;;72;;;50630;1;1;1;1;1;1;;;+01899530;+4736800;;0;
852;3;24041;P;1;9;;;10814;;72;;;50630;1;1;1;1;1;1;;;+01899670;+4734460;;0;
852;3;24042;P;1;9;;;10813;;173;;;50630;1;1;1;1;1;1;;;+01899800;+4733930;;0;
852;3;24043;P;1;9;;;10815;;136;;;50630;1;1;1;1;1;1;;;+01900020;+4733500;;0;
852;3;24044;P;1;12;;;11487;;173;;;50630;1;1;1;1;1;1;;;+01896200;+4732200;;0;
852;3;24045;P;1;12;;;11485;;173;;;50630;1;1;1;1;1;1;;;+01896070;+4732060;;0;
852;3;24046;P;1;12;;;10832;;772;;;50630;1;1;1;1;1;1;;;+01892310;+4723480;;0;
852;3;24047;P;1;12;;;10834;;772;;;50630;1;1;1;1;1;1;;;+01892270;+4723430;;0;
852;3;24048;P;1;12;;;10833;;186;;;50630;1;1;1;1;1;1;;;+01894120;+4718210;;0;
852;3;24049;P;1;12;;;9670;;186;;;50630;1;1;1;1;1;1;;;+01894580;+4716170;;0;
852;3;24050;P;1;12;;;2435;;187;;;50630;1;1;1;1;1;1;;;+01899840;+4717270;;0;
852;3;24051;P;1;12;;;4907;;187;;;50630;1;1;1;1;1;1;;;+01900080;+4717730;;0;
852;3;28521;P;1;11;;272;292;;3193;;;51345;1;1;1;1;1;1;;;+01921901;+4748219;;0;
852;3;28522;P;1;11;;272;293;;3186;;;51345;1;1;1;1;1;1;;;+01921654;+4748566;;0;
852;3;31346;P;1;11;;11619;293;;3186;;;52075;1;1;1;1;1;1;;;+01921092;+4747948;;0;
852;3;31347;P;1;12;;11619;1613;;3186;;;52075;1;1;1;1;1;1;;;+01920020;+4748348;;0;
852;3;31348;P;1;12;;11619;4214;;3186;;;52075;1;1;1;1;1;1;;;+01919336;+4748616;;0;
852;3;29685;P;1;11;;3969;315;;3198;;;51638;1;1;1;1;1;1;;;+01904106;+4743010;;0;
852;3;29686;P;1;11;;3969;10794;;3187;;;51638;1;1;1;1;1;1;;;+01904345;+4743767;;0;
852;3;29687;P;1;11;;3969;5044;;3187;;;51638;1;1;1;1;1;1;;;+01904423;+4743888;;0;
852;3;29688;P;1;11;;3969;8002;;3187;;;51638;1;1;1;1;1;1;;;+01904535;+4744080;;0;
852;3;29689;P;1;12;;3969;12031;;3187;;;51638;1;1;1;1;1;1;;;+01904555;+4744397;;0;
852;3;29690;P;1;12;;3969;2726;;3187;;;51638;1;1;1;1;1;1;;;+01904573;+4744758;;0;
852;3;29691;P;1;11;;3969;1764;;3187;;;51638;1;1;1;1;1;1;;;+01904990;+4744999;;0;
852;3;30515;P;1;8;;8540;315;;3198;;;51857;1;1;1;1;1;1;;;+01895508;+4738333;;0;
852;3;30516;P;1;12;;8540;1876;;3198;;;51857;1;1;1;1;1;1;;;+01897001;+4738714;;0;
852;3;30517;P;1;12;;8540;3632;;3198;;;51857;1;1;1;1;1;1;;;+01897604;+4738922;;0;
852;3;30518;P;1;12;;8540;809;;3198;;;51857;1;1;1;1;1;1;;;+01898192;+4739123;;0;
852;3;30519;P;1;11;;8540;1287;;3198;;;51857;1;1;1;1;1;1;;;+01899346;+4739506;;0;
852;3;30520;P;1;12;;8540;2457;;3198;;;51857;1;1;1;1;1;1;;;+01900501;+4740000;;0;
852;3;30521;P;1;11;;8540;8076;;3198;;;51857;1;1;1;1;1;1;;;+01900989;+4740282;;0;
852;3;30522;P;1;11;;8540;4259;;3198;;;51857;1;1;1;1;1;1;;;+01902101;+4741029;;0;
852;3;30523;P;1;11;;8540;12189;;3198;;;51857;1;1;1;1;1;1;;;+01902251;+4741076;;0;
852;3;30524;P;1;11;;8540;3667;;3198;;;51857;1;1;1;1;1;1;;;+01902521;+4741135;;0;
852;3;30525;P;1;12;;8540;11832;;3198;;;51857;1;1;1;1;1;1;;;+01903891;+4741458;;0;
852;3;30526;P;1;11;;8540;11599;;3198;;;51857;1;1;1;1;1;1;;;+01904144;+4742126;;0;
852;3;3371;P;1;8;;;336;;322;;;50801;1;1;1;1;1;1;;;+01862819;+4710546;;0;
852;3;25250;P;1;12;;;2370;;322;;;50801;1;1;1;1;1;1;;;+01859150;+4711210;;0;
852;3;25251;P;1;12;;;10085;;322;;;50801;1;1;1;1;1;1;;;+01858110;+4711970;;0;
852;3;25252;P;1;12;;;2368;;188;;;50801;1;1;1;1;1;1;;;+01856130;+4717790;;0;
852;3;25253;P;1;11;;;10089;;588;;;50801;1;1;1;1;1;1;;;+01854460;+4717780;;0;
852;3;25254;P;1;12;;;9113;;588;;;50801;1;1;1;1;1;1;;;+01853250;+4721410;;0;
852;3;6524;P;1;9;;;10122;395;723;;;6523;1;1;1;1;1;1;;;+01796640;+4688480;;0;
852;3;6525;P;1;3;;;7129;;723;;;6523;1;1;1;1;1;1;;;+01797450;+4688000;;0;
852;3;6797;P;4;0;;;7147;;1101;;;6796;;;;;;;;;+01819683;+4699475;;0;
852;3;3249;P;1;12;;;401;;2360;;;3248;1;1;1;1;1;1;;;+01802662;+4713429;;0;
852;3;3250;P;1;12;;;481;;528;;;3248;1;1;1;1;1;1;;;+01802161;+4713788;;0;
852;3;3243;P;1;12;;;533;;722;;;3242;1;1;1;1;1;1;;;+01662387;+4772626;;0;
852;3;3244;P;3;14;;;9471;;722;;;3242;1;1;1;1;1;1;;;+01662236;+4775738;;0;
852;3;6043;P;1;12;;;540;;456;;;6041;1;1;1;1;1;1;;;+01658074;+4682061;;0;
852;3;26936;P;1;12;;;8344;;456;;;6041;1;1;1;1;1;1;;;+01658940;+4683440;;0;
852;3;26937;P;1;12;;;12365;;456;;;6041;1;1;1;1;1;1;;;+01658560;+4684560;;0;
852;3;26938;P;1;12;;;12361;;456;;;6041;1;1;1;1;1;1;;;+01658550;+4684630;;0;
852;3;26939;P;1;12;;;8990;;456;;;6041;1;1;1;1;1;1;;;+01658500;+4684690;;0;
852;3;6042;P;1;12;;;541;;456;;;6041;1;1;1;1;1;1;;;+01659986;+4687916;;0;
852;3;25635;P;1;12;;;570;;1875;;;50883;1;1;1;1;1;1;;;+01812260;+4613740;;0;
852;3;25636;P;1;12;;;8977;;1813;;;50883;1;1;1;1;1;1;;;+01813630;+4615180;;0;
852;3;20854;P;1;12;;;575;;1405;;;50124;1;1;1;1;1;1;;;+01996710;+4777110;;0;
852;3;20855;P;1;12;;;574;;461;;;50124;1;1;1;1;1;1;;;+02000770;+4780240;;0;
852;3;20856;P;1;12;;;12213;;461;;;50124;1;1;1;1;1;1;;;+02001670;+4780580;;0;
852;3;20857;P;1;12;;;2430;;740;;;50124;1;1;1;1;1;1;;;+02011250;+4782510;;0;
852;3;20858;P;1;12;;;4935;;1317;;;50124;1;1;1;1;1;1;;;+02014840;+4785010;;0;
852;3;20859;P;1;12;;;11134;;382;;;50124;1;1;1;1;1;1;;;+02021190;+4785260;;0;
852;3;20860;P;1;12;;;12070;;382;;;50124;1;1;1;1;1;1;;;+02021440;+4785340;;0;
852;3;20861;P;1;12;;;12071;;382;;;50124;1;1;1;1;1;1;;;+02022960;+4784530;;0;
852;3;20862;P;1;12;;;2631;;808;;;50124;1;1;1;1;1;1;;;+02032380;+4787010;;0;
852;3;20863;P;1;12;;;2634;;39;;;50124;1;1;1;1;1;1;;;+02034980;+4788610;;0;
852;3;20864;P;1;12;;;2616;;39;;;50124;1;1;1;1;1;1;;;+02037170;+4789290;;0;
852;3;22061;P;1;12;;;582;;1270;;;50329;1;1;1;1;1;1;;;+02121090;+4834780;;0;
852;3;22062;P;1;12;;;853;;1270;;;50329;1;1;1;1;1;1;;;+02123870;+4833980;;0;
852;3;22063;P;1;12;;;578;;1764;;;50329;1;1;1;1;1;1;;;+02122790;+4830780;;0;
852;3;22064;P;1;11;;;2702;;1764;;;50329;1;1;1;1;1;1;;;+02122000;+4829490;;0;
852;3;22065;P;1;12;;;1662;;420;;;50329;1;1;1;1;1;1;;;+02118770;+4828340;;0;
852;3;27736;P;1;12;;;589;;518;;;51230;1;1;1;1;1;1;;;+01757200;+4768240;;0;
852;3;27737;P;1;3;;;5768;;1048;;;51230;1;1;1;1;1;1;;;+01754960;+4767690;;0;
852;3;27738;P;1;12;;;4019;;1048;;;51230;1;1;1;1;1;1;;;+01751060;+4766390;;0;
852;3;27739;P;1;3;;;7535;;635;;;51230;1;1;1;1;1;1;;;+01745670;+4765260;;0;
852;3;27740;P;1;12;;;2711;;925;;;51230;1;1;1;1;1;1;;;+01743420;+4764680;;0;
852;3;27741;P;1;11;;;11271;;925;;;51230;1;1;1;1;1;1;;;+01741990;+4764380;;0;
852;3;27742;P;3;4;;;5155;;605;;;51230;1;1;1;1;1;1;;;+01739970;+4764110;;0;
852;3;27743;P;1;12;;;5153;;605;;;51230;1;1;1;1;1;1;;;+01735515;+4763838;;0;
852;3;27744;P;1;3;;;7453;;605;;;51230;1;1;1;1;1;1;;;+01734987;+4763871;;0;
852;3;27745;P;1;13;;;5152;;605;;;51230;1;1;1;1;1;1;;;+01734170;+4763780;;0;
852;3;27746;P;1;11;;;1734;;1729;;;51230;1;1;1;1;1;1;;;+01731820;+4762610;;0;
852;3;3432;P;1;3;;;7448;;153;;;51230;1;1;1;1;1;1;;;+01730205;+4762144;;0;
852;3;27747;P;1;12;;;2441;;153;;;51230;1;1;1;1;1;1;;;+01728236;+4761646;;0;
852;3;27748;P;1;9;;;2186;;153;;;51230;1;1;1;1;1;1;;;+01725400;+4761240;;0;
852;3;27749;P;1;9;;;2188;;153;;;51230;1;1;1;1;1;1;;;+01724480;+4761120;;0;
852;3;27750;P;1;12;;;2840;;816;;;51230;1;1;1;1;1;1;;;+01720230;+4760350;;0;
852;3;6028;P;1;8;;;546;;816;;;51230;1;1;1;1;1;1;;;+01718798;+4760219;;0;
852;3;27751;P;1;12;;;9659;;1462;;;51230;1;1;1;1;1;1;;;+01716340;+4759780;;0;
852;3;27752;P;1;11;;;10468;;1602;;;51230;1;1;1;1;1;1;;;+01712260;+4759100;;0;
852;3;27753;P;1;11;;;12093;;1576;;;51230;1;1;1;1;1;1;;;+01709900;+4758750;;0;
852;3;6549;P;1;12;;;931;550;1255;;;51230;1;1;1;1;1;1;;;+01706596;+4758970;;0;
852;3;27754;P;1;12;;;4426;;156;;;51230;1;1;1;1;1;1;;;+01702950;+4759230;;0;
852;3;27755;P;1;11;;;1402;;156;;;51230;1;1;1;1;1;1;;;+01702590;+4759330;;0;
852;3;27756;P;1;12;;;12227;;1113;;;51230;1;1;1;1;1;1;;;+01698095;+4758711;;0;
852;3;27757;P;1;11;;;12225;;1113;;;51230;1;1;1;1;1;1;;;+01697800;+4758690;;0;
852;3;27758;P;1;12;;;661;;1113;;;51230;1;1;1;1;1;1;;;+01695060;+4759070;;0;
852;3;27759;P;1;12;;;662;;1920;;;51230;1;1;1;1;1;1;;;+01692050;+4759690;;0;
852;3;27760;P;1;12;;;2989;;1920;;;51230;1;1;1;1;1;1;;;+01691650;+4759730;;0;
852;3;27761;P;1;12;;;2997;;394;;;51230;1;1;1;1;1;1;;;+01688600;+4759140;;0;
852;3;27762;P;1;11;;;3000;;394;;;51230;1;1;1;1;1;1;;;+01687540;+4758990;;0;
852;3;27763;P;1;12;;;3743;;1203;;;51230;1;1;1;1;1;1;;;+01681980;+4759700;;0;
852;3;27764;P;1;11;;;2991;;2454;;;51230;1;1;1;1;1;1;;;+01678240;+4759570;;0;
852;3;27765;P;1;12;;;9459;;2454;;;51230;1;1;1;1;1;1;;;+01677050;+4759720;;0;
852;3;27766;P;1;12;;;9460;;2454;;;51230;1;1;1;1;1;1;;;+01675910;+4759900;;0;
852;3;27767;P;1;12;;;9366;;1115;;;51230;1;1;1;1;1;1;;;+01674080;+4760090;;0;
852;3;27768;P;1;12;;;8313;;877;;;51230;1;1;1;1;1;1;;;+01670790;+4760840;;0;
852;3;27769;P;1;11;;;8312;;877;;;51230;1;1;1;1;1;1;;;+01670460;+4760930;;0;
852;3;27770;P;1;12;;;8316;;877;;;51230;1;1;1;1;1;1;;;+01668780;+4761490;;0;
852;3;3265;P;1;12;;;593;;108;;;50561;1;1;1;1;1;1;;;+02000279;+4718838;;0;
852;3;23506;P;1;12;;;600;;108;;;50561;1;1;1;1;1;1;;;+02000352;+4718726;;0;
852;3;23507;P;1;12;;;11588;;329;;;50561;1;1;1;1;1;1;;;+01993970;+4712160;;0;
852;3;23508;P;1;12;;;11591;;329;;;50561;1;1;1;1;1;1;;;+01993600;+4712310;;0;
852;3;23509;P;1;12;;;8437;;68;;;50561;1;1;1;1;1;1;;;+01985030;+4705520;;0;
852;3;23523;P;1;12;;;597;;108;;;50565;1;1;1;1;1;1;;;+02000610;+4718190;;0;
852;3;23524;P;1;12;;;595;;108;;;50565;1;1;1;1;1;1;;;+02000460;+4717280;;0;
852;3;23525;P;1;12;;;5218;;1556;;;50565;1;1;1;1;1;1;;;+02002200;+4709920;;0;
852;3;6285;P;4;0;;;132;;33;;;6284;;;;;;;;;+02009879;+4718329;;0;
852;3;6281;P;4;0;;;177;;33;;;6280;;;;;;;;;+02009826;+4718086;;0;
852;3;23516;P;1;12;;;599;;108;;;50563;1;1;1;1;1;1;;;+02000352;+4718726;;0;
852;3;23517;P;1;12;;;597;;108;;;50563;1;1;1;1;1;1;;;+02000610;+4718190;;0;
852;3;23518;P;1;12;;;602;;108;;;50563;1;1;1;1;1;1;;;+02001680;+4717370;;0;
852;3;23519;P;1;12;;;606;;318;;;50563;1;1;1;1;1;1;;;+02010260;+4713030;;0;
852;3;23520;P;1;12;;;11597;;318;;;50563;1;1;1;1;1;1;;;+02012960;+4712220;;0;
852;3;21460;P;1;12;;;603;;108;;;50215;1;1;1;1;1;1;;;+02000680;+4718880;;0;
852;3;21461;P;1;3;;;6453;6450;108;;;50215;1;1;1;1;1;1;;;+02001750;+4722000;;0;
852;3;21462;P;1;12;;;11073;;228;;;50215;1;1;1;1;1;1;;;+02004810;+4725780;;0;
852;3;21463;P;1;12;;;11712;;228;;;50215;1;1;1;1;1;1;;;+02006970;+4728280;;0;
852;3;21464;P;1;11;;;11713;;228;;;50215;1;1;1;1;1;1;;;+02009100;+4729110;;0;
852;3;26321;P;1;12;;;607;;3005;;;50989;1;1;1;1;1;1;;;+01757180;+4681490;;0;
852;3;26322;P;1;12;;;609;;3116;;;50989;1;1;1;1;1;1;;;+01755570;+4683080;;0;
852;3;26323;P;1;12;;;608;;3114;;;50989;1;1;1;1;1;1;;;+01754970;+4685250;;0;
852;3;26324;P;1;12;;;12427;;2289;;;50989;1;1;1;1;1;1;;;+01754070;+4685530;;0;
852;3;27202;P;1;12;;;612;;215;;;51129;1;1;1;1;1;1;;;+01802150;+4771840;;0;
852;3;27203;P;1;12;;;616;;215;;;51129;1;1;1;1;1;1;;;+01801560;+4771010;;0;
852;3;27204;P;1;12;;;613;;215;;;51129;1;1;1;1;1;1;;;+01801090;+4770550;;0;
852;3;27205;P;1;3;;;5764;;215;;;51129;1;1;1;1;1;1;;;+01797780;+4768120;;0;
852;3;27206;P;1;12;;;1220;;215;;;51129;1;1;1;1;1;1;;;+01797250;+4767900;;0;
852;3;27207;P;1;9;;;921;;388;;;51129;1;1;1;1;1;1;;;+01797870;+4764210;;0;
852;3;27212;P;1;12;;;614;;215;;;51131;1;1;1;1;1;1;;;+01803630;+4772180;;0;
852;3;27213;P;1;12;;;612;;215;;;51131;1;1;1;1;1;1;;;+01802150;+4771840;;0;
852;3;27214;P;1;12;;;615;;215;;;51131;1;1;1;1;1;1;;;+01799320;+4772690;;0;
852;3;28076;P;1;12;;;618;;1755;;;51293;1;1;1;1;1;1;;;+01673250;+4732720;;0;
852;3;28077;P;1;11;;;7957;;2351;;;51293;1;1;1;1;1;1;;;+01667530;+4733550;;0;
852;3;28078;P;1;12;;;9585;;2922;;;51293;1;1;1;1;1;1;;;+01662340;+4734060;;0;
852;3;28079;P;1;12;;;8591;;2558;;;51293;1;1;1;1;1;1;;;+01661020;+4734740;;0;
852;3;28080;P;1;12;;;5241;;141;;;51293;1;1;1;1;1;1;;;+01656550;+4736740;;0;
852;3;28081;P;1;12;;;620;;487;;;51294;1;1;1;1;1;1;;;+01676160;+4737680;;0;
852;3;28082;P;1;12;;;1844;;419;;;51294;1;1;1;1;1;1;;;+01673980;+4736690;;0;
852;3;21522;P;1;12;;;628;;52;;;50227;1;1;1;1;1;1;;;+01995450;+4775260;;0;
852;3;21523;P;1;3;;;6043;;611;;;50227;1;1;1;1;1;1;;;+01995650;+4773230;;0;
852;3;21524;P;1;13;;;627;;519;;;50227;1;1;1;1;1;1;;;+01997490;+4769630;;0;
852;3;6202;P;1;11;;;634;;401;;;6201;1;1;1;1;1;1;;;+01887120;+4711320;;0;
852;3;6203;P;3;17;;;635;;401;;;6201;1;1;1;1;1;1;;;+01888081;+4711336;;0;
852;3;5082;P;4;0;;;6922;;401;;;5081;;;;;;;;;+01885426;+4709350;;0;
852;3;4502;P;4;0;;;6923;;401;;;4501;;;;;;;;;+01885508;+4709110;;0;
852;3;25223;P;1;11;;;636;;401;;;50796;1;1;1;1;1;1;;;+01887120;+4711320;;0;
852;3;25224;P;1;11;;;639;;401;;;50796;1;1;1;1;1;1;;;+01886530;+4711940;;0;
852;3;25225;P;1;3;;;6888;;553;;;50796;1;1;1;1;1;1;;;+01881920;+4713020;;0;
852;3;25226;P;1;12;;;9610;;244;;;50796;1;1;1;1;1;1;;;+01876020;+4713620;;0;
852;3;25227;P;1;12;;;4096;;244;;;50796;1;1;1;1;1;1;;;+01875990;+4713820;;0;
852;3;25228;P;1;9;;;12040;;302;;;50796;1;1;1;1;1;1;;;+01866600;+4722620;;0;
852;3;25229;P;1;12;;;9611;;302;;;50796;1;1;1;1;1;1;;;+01866460;+4722700;;0;
852;3;25230;P;1;12;;;638;;401;;;50797;1;1;1;1;1;1;;;+01886790;+4712380;;0;
852;3;25231;P;1;11;;;639;;401;;;50797;1;1;1;1;1;1;;;+01886530;+4711940;;0;
852;3;25232;P;1;12;;;637;;401;;;50797;1;1;1;1;1;1;;;+01885740;+4711070;;0;
852;3;25233;P;1;3;;;6870;;401;;;50797;1;1;1;1;1;1;;;+01885410;+4709260;;0;
852;3;25234;P;1;9;;;642;;371;;;50797;1;1;1;1;1;1;;;+01880880;+4705650;;0;
852;3;30702;P;1;12;;9385;647;;3198;;;51901;1;1;1;1;1;1;;;+01901224;+4744353;;0;
852;3;30703;P;1;12;;9385;4373;;3198;;;51901;1;1;1;1;1;1;;;+01901404;+4744693;;0;
852;3;30704;P;1;12;;9385;11533;;3187;;;51901;1;1;1;1;1;1;;;+01901622;+4745094;;0;
852;3;30705;P;1;11;;9385;686;;3187;;;51901;1;1;1;1;1;1;;;+01901675;+4745200;;0;
852;3;30706;P;1;12;;9385;2617;11997;3187;;;51901;1;1;1;1;1;1;;;+01901693;+4745281;30707;0;
852;3;30707;P;1;12;;9385;2617;;3187;;;51901;1;1;1;1;1;1;;;+01901894;+4745446;30706;0;
852;3;30708;P;1;12;;9385;8649;;3187;;;51901;1;1;1;1;1;1;;;+01902013;+4745692;;0;
852;3;28768;P;1;11;;1309;647;;3195;;;51409;1;1;1;1;1;1;;;+01914043;+4745429;;0;
852;3;28769;P;1;11;;1309;11748;;3195;;;51409;1;1;1;1;1;1;;;+01914501;+4745743;;0;
852;3;29994;P;1;11;;4823;647;;3195;;;51718;1;1;1;1;1;1;;;+01914128;+4745370;;0;
852;3;29995;P;1;11;;4823;11748;;3195;;;51718;1;1;1;1;1;1;;;+01914603;+4745699;;0;
852;3;28724;P;1;11;;1283;647;;3195;;;51398;1;1;1;1;1;1;;;+01912890;+4746250;;0;
852;3;28725;P;1;11;;1283;9168;;3195;;;51398;1;1;1;1;1;1;;;+01912667;+4746092;;0;
852;3;28726;P;1;11;;1283;7953;;3195;;;51398;1;1;1;1;1;1;;;+01912248;+4745812;;0;
852;3;28727;P;1;11;;1283;12315;;3195;;;51398;1;1;1;1;1;1;;;+01911822;+4745521;;0;
852;3;5174;P;4;0;;;7149;;31;;;5173;;;;;;;;;+01850810;+4719189;;0;
852;3;4596;P;4;0;;;7150;;31;;;4595;;;;;;;;;+01850954;+4719388;;0;
852;3;25247;P;1;12;;;652;;716;;;50800;1;1;1;1;1;1;;;+01871410;+4709950;;0;
852;3;25248;P;1;12;;;12451;;1484;;;50800;1;1;1;1;1;1;;;+01867520;+4713120;;0;
852;3;25249;P;1;12;;;650;;188;;;50800;1;1;1;1;1;1;;;+01860900;+4719730;;0;
852;3;27831;P;1;12;;;661;;1113;;;51246;1;1;1;1;1;1;;;+01695060;+4759070;;0;
852;3;27832;P;1;12;;;662;;1920;;;51246;1;1;1;1;1;1;;;+01692050;+4759690;;0;
852;3;26298;P;1;12;;;671;;57;;;50983;1;1;1;1;1;1;;;+01756390;+4710690;;0;
852;3;26299;P;1;9;;;672;;57;;;50983;1;1;1;1;1;1;;;+01755590;+4710390;;0;
852;3;26300;P;1;12;;;675;;57;;;50983;1;1;1;1;1;1;;;+01752210;+4708320;;0;
852;3;26301;P;1;12;;;2355;;296;;;50983;1;1;1;1;1;1;;;+01743690;+4710380;;0;
852;3;26143;P;1;12;;;674;;57;;;50958;1;1;1;1;1;1;;;+01757020;+4710170;;0;
852;3;26144;P;1;9;;;672;;57;;;50958;1;1;1;1;1;1;;;+01756420;+4709270;;0;
852;3;26145;P;1;12;;;677;;57;;;50958;1;1;1;1;1;1;;;+01755050;+4707060;;0;
