CID;TABCD;LCD;ALLOCATED
852;3;505;1
852;3;506;1
852;3;507;1
852;3;508;1
852;3;509;1
852;3;510;1
852;3;511;1
852;3;512;1
852;3;513;1
852;3;514;1
852;3;515;1
852;3;516;1
852;3;517;1
852;3;518;1
852;3;519;1
852;3;520;1
852;3;521;1
852;3;522;1
852;3;523;1
852;3;524;1
852;3;525;1
852;3;526;1
852;3;527;1
852;3;528;1
852;3;529;1
852;3;530;1
852;3;531;1
852;3;532;1
852;3;533;1
852;3;534;1
852;3;535;1
852;3;536;1
852;3;537;1
852;3;538;1
852;3;539;1
852;3;540;1
852;3;541;1
852;3;542;1
852;3;543;1
852;3;544;1
852;3;545;1
852;3;546;1
852;3;547;1
852;3;548;1
852;3;549;1
852;3;550;1
852;3;551;1
852;3;552;1
852;3;553;1
852;3;554;1
852;3;555;1
852;3;556;1
852;3;557;1
852;3;558;1
852;3;559;1
852;3;560;1
852;3;561;1
852;3;562;1
852;3;563;1
852;3;564;1
852;3;565;1
852;3;566;1
852;3;567;1
852;3;568;1
852;3;569;1
852;3;570;1
852;3;571;1
852;3;572;1
852;3;573;1
852;3;574;1
852;3;575;1
852;3;576;1
852;3;577;1
852;3;578;1
852;3;579;1
852;3;580;1
852;3;581;1
852;3;582;1
852;3;583;1
852;3;584;1
852;3;585;1
852;3;586;1
852;3;587;1
852;3;588;1
852;3;589;1
852;3;590;1
852;3;591;1
852;3;592;1
852;3;593;1
852;3;594;1
852;3;595;1
852;3;596;1
852;3;597;1
852;3;598;1
852;3;599;1
852;3;600;1
852;3;601;1
852;3;602;1
852;3;603;1
852;3;604;1
852;3;605;1
852;3;606;1
852;3;607;1
852;3;608;1
852;3;609;1
852;3;610;1
852;3;611;1
852;3;612;1
852;3;613;1
852;3;614;1
852;3;615;1
852;3;616;1
852;3;617;1
852;3;618;1
852;3;619;1
852;3;620;1
852;3;621;1
852;3;622;1
852;3;623;1
852;3;624;1
852;3;625;1
852;3;626;1
852;3;627;1
852;3;628;1
852;3;629;1
852;3;630;1
852;3;631;1
852;3;632;1
852;3;633;1
852;3;634;1
852;3;635;1
852;3;636;1
852;3;637;1
852;3;638;1
852;3;639;1
852;3;640;1
852;3;641;1
852;3;642;1
852;3;643;1
852;3;644;1
852;3;645;1
852;3;646;1
852;3;647;1
852;3;648;1
852;3;649;1
852;3;650;1
852;3;651;1
852;3;652;1
852;3;653;1
852;3;654;1
852;3;655;1
852;3;656;1
852;3;657;1
852;3;658;1
852;3;659;1
852;3;660;1
852;3;661;1
852;3;662;1
852;3;663;1
852;3;664;1
852;3;665;1
852;3;666;1
852;3;667;1
852;3;668;1
852;3;669;1
852;3;670;1
852;3;671;1
852;3;672;1
852;3;673;1
852;3;674;1
852;3;675;1
852;3;676;1
852;3;677;1
852;3;678;1
852;3;679;1
852;3;680;1
852;3;681;1
852;3;682;1
852;3;683;1
852;3;684;1
852;3;685;1
852;3;686;1
852;3;687;1
852;3;688;1
852;3;689;1
852;3;690;1
852;3;691;1
852;3;692;1
852;3;693;1
852;3;694;1
852;3;695;1
852;3;696;1
852;3;697;1
852;3;698;1
852;3;699;1
852;3;700;1
852;3;701;1
852;3;702;1
852;3;703;1
852;3;704;1
852;3;705;1
852;3;706;1
852;3;707;1
852;3;708;1
852;3;709;1
852;3;710;1
852;3;711;1
852;3;712;1
852;3;713;1
852;3;714;1
852;3;715;1
852;3;716;1
852;3;717;1
852;3;718;1
852;3;719;1
852;3;720;1
852;3;721;1
852;3;722;1
852;3;723;1
852;3;724;1
852;3;725;1
852;3;726;1
852;3;727;1
852;3;728;1
852;3;729;1
852;3;730;1
852;3;731;1
852;3;732;1
852;3;733;1
852;3;734;1
852;3;735;1
852;3;736;1
852;3;737;1
852;3;738;1
852;3;739;1
852;3;740;1
852;3;741;1
852;3;742;1
852;3;743;1
852;3;744;1
852;3;745;1
852;3;746;1
852;3;747;1
852;3;748;1
852;3;749;1
852;3;750;1
852;3;751;1
852;3;752;1
852;3;753;1
852;3;754;1
852;3;755;1
852;3;756;1
852;3;757;1
852;3;758;1
852;3;759;1
852;3;760;1
852;3;761;1
852;3;762;1
852;3;763;1
852;3;764;1
852;3;765;1
852;3;766;1
852;3;767;1
852;3;768;1
852;3;769;1
852;3;770;1
852;3;771;1
852;3;772;1
852;3;773;1
852;3;774;1
852;3;775;1
852;3;776;1
852;3;777;1
852;3;778;1
852;3;779;1
852;3;780;1
852;3;781;1
852;3;782;1
852;3;783;1
852;3;784;1
852;3;785;1
852;3;786;1
852;3;787;1
852;3;788;1
852;3;789;1
852;3;790;1
852;3;791;1
852;3;792;1
852;3;793;1
852;3;794;1
852;3;795;1
852;3;796;1
852;3;797;1
852;3;798;1
852;3;799;1
852;3;800;1
852;3;801;1
852;3;802;1
852;3;803;1
852;3;804;1
852;3;805;1
852;3;806;1
852;3;807;1
852;3;808;1
852;3;809;1
852;3;810;1
852;3;811;1
852;3;812;1
852;3;813;1
852;3;814;1
852;3;815;1
852;3;816;1
852;3;817;1
852;3;818;1
852;3;819;1
852;3;820;1
852;3;821;1
852;3;822;1
852;3;823;1
852;3;824;1
852;3;825;1
852;3;826;1
852;3;827;1
852;3;828;1
852;3;829;1
852;3;830;1
852;3;831;1
852;3;832;1
852;3;833;1
852;3;834;1
852;3;835;1
852;3;836;1
852;3;837;1
852;3;838;1
852;3;839;1
852;3;840;1
852;3;841;1
852;3;842;1
852;3;843;1
852;3;844;1
852;3;845;1
852;3;846;1
852;3;847;1
852;3;848;1
852;3;849;1
852;3;850;1
852;3;851;1
852;3;852;1
852;3;853;1
852;3;854;1
852;3;855;1
852;3;856;1
852;3;857;1
852;3;858;1
852;3;859;1
852;3;860;1
852;3;861;1
852;3;862;1
852;3;863;1
852;3;864;1
852;3;865;1
852;3;866;1
852;3;867;1
852;3;868;1
852;3;869;1
852;3;870;1
852;3;871;1
852;3;872;1
852;3;873;1
852;3;874;1
852;3;875;1
852;3;876;1
852;3;877;1
852;3;878;1
852;3;879;1
852;3;880;1
852;3;881;1
852;3;882;1
852;3;883;1
852;3;884;1
852;3;885;1
852;3;886;1
852;3;887;1
852;3;888;1
852;3;889;1
852;3;890;1
852;3;891;1
852;3;892;1
852;3;893;1
852;3;894;1
852;3;895;1
852;3;896;1
852;3;897;1
852;3;898;1
852;3;899;1
852;3;900;1
852;3;901;1
852;3;902;1
852;3;903;1
852;3;904;1
852;3;905;1
852;3;906;1
852;3;907;1
852;3;908;1
852;3;909;1
852;3;910;1
852;3;911;1
852;3;912;1
852;3;913;1
852;3;914;1
852;3;915;1
852;3;916;1
852;3;917;1
852;3;918;1
852;3;919;1
852;3;920;1
852;3;921;1
852;3;922;1
852;3;923;1
852;3;924;1
852;3;925;1
852;3;926;1
852;3;927;1
852;3;928;1
852;3;929;1
852;3;930;1
852;3;931;1
852;3;932;1
852;3;933;1
852;3;934;1
852;3;935;1
852;3;936;1
852;3;937;1
852;3;938;1
852;3;939;1
852;3;940;1
852;3;941;1
852;3;942;1
852;3;943;1
852;3;944;1
852;3;945;1
852;3;946;1
852;3;947;1
852;3;948;1
852;3;949;1
852;3;950;1
852;3;951;1
852;3;952;1
852;3;953;1
852;3;954;1
852;3;955;1
852;3;956;1
852;3;957;1
852;3;958;1
852;3;959;1
852;3;960;1
852;3;961;1
852;3;962;1
852;3;963;1
852;3;964;1
852;3;965;1
852;3;966;1
852;3;967;1
852;3;968;1
852;3;969;1
852;3;970;1
852;3;971;1
852;3;972;1
852;3;973;1
852;3;974;1
852;3;975;1
852;3;976;1
852;3;977;1
852;3;978;1
852;3;979;1
852;3;980;1
852;3;981;1
852;3;982;1
852;3;983;1
852;3;984;1
852;3;985;1
852;3;986;1
852;3;987;1
852;3;988;1
852;3;989;1
852;3;990;1
852;3;991;1
852;3;992;1
852;3;993;1
852;3;994;1
852;3;995;1
852;3;996;1
852;3;997;1
852;3;998;1
852;3;999;1
852;3;1000;1
852;3;1001;1
852;3;1002;1
852;3;1003;1
852;3;1004;1
852;3;1005;1
852;3;1006;1
852;3;1007;1
852;3;1008;1
852;3;1009;1
852;3;1010;1
852;3;1011;1
852;3;1012;1
852;3;1013;1
852;3;1014;1
852;3;1015;1
852;3;1016;1
852;3;1017;1
852;3;1018;1
852;3;1019;1
852;3;1020;1
852;3;1021;1
852;3;1022;1
852;3;1023;1
852;3;1024;1
852;3;1025;1
852;3;1026;1
852;3;1027;1
852;3;1028;1
852;3;1029;1
852;3;1030;1
852;3;1031;1
852;3;1032;1
852;3;1033;1
852;3;1034;1
852;3;1035;1
852;3;1036;1
852;3;1037;1
852;3;1038;1
852;3;1039;1
852;3;1040;1
852;3;1041;1
852;3;1042;1
852;3;1043;1
852;3;1044;1
852;3;1045;1
852;3;1046;1
852;3;1047;1
852;3;1048;1
852;3;1049;1
852;3;1050;1
852;3;1051;1
852;3;1052;1
852;3;1053;1
852;3;1054;1
852;3;1055;1
852;3;1056;1
852;3;1057;1
852;3;1058;1
852;3;1059;1
852;3;1060;1
852;3;1061;1
852;3;1062;1
852;3;1063;1
852;3;1064;1
852;3;1065;1
852;3;1066;1
852;3;1067;1
852;3;1068;1
852;3;1069;1
852;3;1070;1
852;3;1071;1
852;3;1072;1
852;3;1073;1
852;3;1074;1
852;3;1075;1
852;3;1076;1
852;3;1077;1
852;3;1078;1
852;3;1079;1
852;3;1080;1
852;3;1081;1
852;3;1082;1
852;3;1083;1
852;3;1084;1
852;3;1085;1
852;3;1086;1
852;3;1087;1
852;3;1088;1
852;3;1089;1
852;3;1090;1
852;3;1091;1
852;3;1092;1
852;3;1093;1
852;3;1094;1
852;3;1095;1
852;3;1096;1
852;3;1097;1
852;3;1098;1
852;3;1099;1
852;3;1100;1
852;3;1101;1
852;3;1102;1
852;3;1103;1
852;3;1104;1
852;3;1105;1
852;3;1106;1
852;3;1107;1
852;3;1108;1
852;3;1109;1
852;3;1110;1
852;3;1111;1
852;3;1112;1
852;3;1113;1
852;3;1114;1
852;3;1115;1
852;3;1116;1
852;3;1117;1
852;3;1118;1
852;3;1119;1
852;3;1120;1
852;3;1121;1
852;3;1122;1
852;3;1123;1
852;3;1124;1
852;3;1125;1
852;3;1126;1
852;3;1127;1
852;3;1128;1
852;3;1129;1
852;3;1130;1
852;3;1131;1
852;3;1132;1
852;3;1133;1
852;3;1134;1
852;3;1135;1
852;3;1136;1
852;3;1137;1
852;3;1138;1
852;3;1139;1
852;3;1140;1
852;3;1141;1
852;3;1142;1
852;3;1143;1
852;3;1144;1
852;3;1145;1
852;3;1146;1
852;3;1147;1
852;3;1148;1
852;3;1149;1
852;3;1150;1
852;3;1151;1
852;3;1152;1
852;3;1153;1
852;3;1154;1
852;3;1155;1
852;3;1156;1
852;3;1157;1
852;3;1158;1
852;3;1159;1
852;3;1160;1
852;3;1161;1
852;3;1162;1
852;3;1163;1
852;3;1164;1
852;3;1165;1
852;3;1166;1
852;3;1167;1
852;3;1168;1
852;3;1169;1
852;3;1170;1
852;3;1171;1
852;3;1172;1
852;3;1173;1
852;3;1174;1
852;3;1175;1
852;3;1176;1
852;3;1177;1
852;3;1178;1
852;3;1179;1
852;3;1180;1
852;3;1181;1
852;3;1182;1
852;3;1183;1
852;3;1184;1
852;3;1185;1
852;3;1186;1
852;3;1187;1
852;3;1188;1
852;3;1189;1
852;3;1190;1
852;3;1191;1
852;3;1192;1
852;3;1193;1
852;3;1194;1
852;3;1195;1
852;3;1196;1
852;3;1197;1
852;3;1198;1
852;3;1199;1
852;3;1200;1
852;3;1201;1
852;3;1202;1
852;3;1203;1
852;3;1204;1
852;3;1205;1
852;3;1206;1
852;3;1207;1
852;3;1208;1
852;3;1209;1
852;3;1210;1
852;3;1211;1
852;3;1212;1
852;3;1213;1
852;3;1214;1
852;3;1215;1
852;3;1216;1
852;3;1217;1
852;3;1218;1
852;3;1219;1
852;3;1220;1
852;3;1221;1
852;3;1222;1
852;3;1223;1
852;3;1224;1
852;3;1225;1
852;3;1226;1
852;3;1227;1
852;3;1228;1
852;3;1229;1
852;3;1230;1
852;3;1231;1
852;3;1232;1
852;3;1233;1
852;3;1234;1
852;3;1235;1
852;3;1236;1
852;3;1237;1
852;3;1238;1
852;3;1239;1
852;3;1240;1
852;3;1241;1
852;3;1242;1
852;3;1243;1
852;3;1244;1
852;3;1245;1
852;3;1246;1
852;3;1247;1
852;3;1248;1
852;3;1249;1
852;3;1250;1
852;3;1251;1
852;3;1252;1
852;3;1253;1
852;3;1254;1
852;3;1255;1
852;3;1256;1
852;3;1257;1
852;3;1258;1
852;3;1259;1
852;3;1260;1
852;3;1261;1
852;3;1262;1
852;3;1263;1
852;3;1264;1
852;3;1265;1
852;3;1266;1
852;3;1267;1
852;3;1268;1
852;3;1269;1
852;3;1270;1
852;3;1271;1
852;3;1272;1
852;3;1273;1
852;3;1274;1
852;3;1275;1
852;3;1276;1
852;3;1277;1
852;3;1278;1
852;3;1279;1
852;3;1280;1
852;3;1281;1
852;3;1282;1
852;3;1283;1
852;3;1284;1
852;3;1285;1
852;3;1286;1
852;3;1287;1
852;3;1288;1
852;3;1289;1
852;3;1290;1
852;3;1291;1
852;3;1292;1
852;3;1293;1
852;3;1294;1
852;3;1295;1
852;3;1296;1
852;3;1297;1
852;3;1298;1
852;3;1299;1
852;3;1300;1
852;3;1301;1
852;3;1302;1
852;3;1303;1
852;3;1304;1
852;3;1305;1
852;3;1306;1
852;3;1307;1
852;3;1308;1
852;3;1309;1
852;3;1310;1
852;3;1311;1
852;3;1312;1
852;3;1313;1
852;3;1314;1
852;3;1315;1
852;3;1316;1
852;3;1317;1
852;3;1318;1
852;3;1319;1
852;3;1320;1
852;3;1321;1
852;3;1322;1
852;3;1323;1
852;3;1324;1
852;3;1325;1
852;3;1326;1
852;3;1327;1
852;3;1328;1
852;3;1329;1
852;3;1330;1
852;3;1331;1
852;3;1332;1
852;3;1333;1
852;3;1334;1
852;3;1335;1
852;3;1336;1
852;3;1337;1
852;3;1338;1
852;3;1339;1
852;3;1340;1
852;3;1341;1
852;3;1342;1
852;3;1343;1
852;3;1344;1
852;3;1345;1
852;3;1346;1
852;3;1347;1
852;3;1348;1
852;3;1349;1
852;3;1350;1
852;3;1351;1
852;3;1352;1
852;3;1353;1
852;3;1354;1
852;3;1355;1
852;3;1356;1
852;3;1357;1
852;3;1358;1
852;3;1359;1
852;3;1360;1
852;3;1361;1
852;3;1362;1
852;3;1363;1
852;3;1364;1
852;3;1365;1
852;3;1366;1
852;3;1367;1
852;3;1368;1
852;3;1369;1
852;3;1370;1
852;3;1371;1
852;3;1372;1
852;3;1373;1
852;3;1374;1
852;3;1375;1
852;3;1376;1
852;3;1377;1
852;3;1378;1
852;3;1379;1
852;3;1380;1
852;3;1381;1
852;3;1382;1
852;3;1383;1
852;3;1384;1
852;3;1385;1
852;3;1386;1
852;3;1387;1
852;3;1388;1
852;3;1389;1
852;3;1390;1
852;3;1391;1
852;3;1392;1
852;3;1393;1
852;3;1394;1
852;3;1395;1
852;3;1396;1
852;3;1397;1
852;3;1398;1
852;3;1399;1
852;3;1400;1
852;3;1401;1
852;3;1402;1
852;3;1403;1
852;3;1404;1
852;3;1405;1
852;3;1406;1
852;3;1407;1
852;3;1408;1
852;3;1409;1
852;3;1410;1
852;3;1411;1
852;3;1412;1
852;3;1413;1
852;3;1414;1
852;3;1415;1
852;3;1416;1
852;3;1417;1
852;3;1418;1
852;3;1419;1
852;3;1420;1
852;3;1421;1
852;3;1422;1
852;3;1423;1
852;3;1424;1
852;3;1425;1
852;3;1426;1
852;3;1427;1
852;3;1428;1
852;3;1429;1
852;3;1430;1
852;3;1431;1
852;3;1432;1
852;3;1433;1
852;3;1434;1
852;3;1435;1
852;3;1436;1
852;3;1437;1
852;3;1438;1
852;3;1439;1
852;3;1440;1
852;3;1441;1
852;3;1442;1
852;3;1443;1
852;3;1444;1
852;3;1445;1
852;3;1446;1
852;3;1447;1
852;3;1448;1
852;3;1449;1
852;3;1450;1
852;3;1451;1
852;3;1452;1
852;3;1453;1
852;3;1454;1
852;3;1455;1
852;3;1456;1
852;3;1457;1
852;3;1458;1
852;3;1459;1
852;3;1460;1
852;3;1461;1
852;3;1462;1
852;3;1463;1
852;3;1464;1
852;3;1465;1
852;3;1466;1
852;3;1467;1
852;3;1468;1
852;3;1469;1
852;3;1470;1
852;3;1471;1
852;3;1472;1
852;3;1473;1
852;3;1474;1
852;3;1475;1
852;3;1476;1
852;3;1477;1
852;3;1478;1
852;3;1479;1
852;3;1480;1
852;3;1481;1
852;3;1482;1
852;3;1483;1
852;3;1484;1
852;3;1485;1
852;3;1486;1
852;3;1487;1
852;3;1488;1
852;3;1489;1
852;3;1490;1
852;3;1491;1
852;3;1492;1
852;3;1493;1
852;3;1494;1
852;3;1495;1
852;3;1496;1
852;3;1497;1
852;3;1498;1
852;3;1499;1
852;3;1500;1
852;3;1501;1
852;3;1502;1
852;3;1503;1
852;3;1504;1
852;3;1505;1
852;3;1506;1
852;3;1507;1
852;3;1508;1
852;3;1509;1
852;3;1510;1
852;3;1511;1
852;3;1512;1
852;3;1513;1
852;3;1514;1
852;3;1515;1
852;3;1516;1
852;3;1517;1
852;3;1518;1
852;3;1519;1
852;3;1520;1
852;3;1521;1
852;3;1522;1
852;3;1523;1
852;3;1524;1
852;3;1525;1
852;3;1526;1
852;3;1527;1
852;3;1528;1
852;3;1529;1
852;3;1530;1
852;3;1531;1
852;3;1532;1
852;3;1533;1
852;3;1534;1
852;3;1535;1
852;3;1536;1
852;3;1537;1
852;3;1538;1
852;3;1539;1
852;3;1540;1
852;3;1541;1
852;3;1542;1
852;3;1543;1
852;3;1544;1
852;3;1545;1
852;3;1546;1
852;3;1547;1
852;3;1548;1
852;3;1549;1
852;3;1550;1
852;3;1551;1
852;3;1552;1
852;3;1553;1
852;3;1554;1
852;3;1555;1
852;3;1556;1
852;3;1557;1
852;3;1558;1
852;3;1559;1
852;3;1560;1
852;3;1561;1
852;3;1562;1
852;3;1563;1
852;3;1564;1
852;3;1565;1
852;3;1566;1
852;3;1567;1
852;3;1568;1
852;3;1569;1
852;3;1570;1
852;3;1571;1
852;3;1572;1
852;3;1573;1
852;3;1574;1
852;3;1575;1
852;3;1576;1
852;3;1577;1
852;3;1578;1
852;3;1579;1
852;3;1580;1
852;3;1581;1
852;3;1582;1
852;3;1583;1
852;3;1584;1
852;3;1585;1
852;3;1586;1
852;3;1587;1
852;3;1588;1
852;3;1589;1
852;3;1590;1
852;3;1591;1
852;3;1592;1
852;3;1593;1
852;3;1594;1
852;3;1595;1
852;3;1596;1
852;3;1597;1
852;3;1598;1
852;3;1599;1
852;3;1600;1
852;3;1601;1
852;3;1602;1
852;3;1603;1
852;3;1604;1
852;3;1605;1
852;3;1606;1
852;3;1607;1
852;3;1608;1
852;3;1609;1
852;3;1610;1
852;3;1611;1
852;3;1612;1
852;3;1613;1
852;3;1614;1
852;3;1615;1
852;3;1616;1
852;3;1617;1
852;3;1618;1
852;3;1619;1
852;3;1620;1
852;3;1621;1
852;3;1622;1
852;3;1623;1
852;3;1624;1
852;3;1625;1
852;3;1626;1
852;3;1627;1
852;3;1628;1
852;3;1629;1
852;3;1630;1
852;3;1631;1
852;3;1632;1
852;3;1633;1
852;3;1634;1
852;3;1635;1
852;3;1636;1
852;3;1637;1
852;3;1638;1
852;3;1639;1
852;3;1640;1
852;3;1641;1
852;3;1642;1
852;3;1643;1
852;3;1644;1
852;3;1645;1
852;3;1646;1
852;3;1647;1
852;3;1648;1
852;3;1649;1
852;3;1650;1
852;3;1651;1
852;3;1652;1
852;3;1653;1
852;3;1654;1
852;3;1655;1
852;3;1656;1
852;3;1657;1
852;3;1658;1
852;3;1659;1
