CID;TABCD;LCD;ALLOCATED
852;3;20293;1
852;3;20294;1
852;3;20295;1
852;3;20296;1
852;3;20297;1
852;3;20298;1
852;3;20299;1
852;3;20300;1
852;3;20301;1
852;3;20302;1
852;3;20303;1
852;3;20304;1
852;3;20305;1
852;3;20306;1
852;3;20307;1
852;3;20308;1
852;3;20309;1
852;3;20310;1
852;3;20311;1
852;3;20312;1
852;3;20313;1
852;3;20314;1
852;3;20315;1
852;3;20316;1
852;3;20317;1
852;3;20318;1
852;3;20319;1
852;3;20320;1
852;3;20321;1
852;3;20322;1
852;3;20323;1
852;3;20324;1
852;3;20325;1
852;3;20326;1
852;3;20327;1
852;3;20328;1
852;3;20329;1
852;3;20330;1
852;3;20331;1
852;3;20332;1
852;3;20333;1
852;3;20334;1
852;3;20335;1
852;3;20336;1
852;3;20337;1
852;3;20338;1
852;3;20339;1
852;3;20340;1
852;3;20341;1
852;3;20342;1
852;3;20343;1
852;3;20344;1
852;3;20345;1
852;3;20346;1
852;3;20347;1
852;3;20348;1
852;3;20349;1
852;3;20350;1
852;3;20351;1
852;3;20352;1
852;3;20353;1
852;3;20354;1
852;3;20355;1
852;3;20356;1
852;3;20357;1
852;3;20358;1
852;3;20359;1
852;3;20360;1
852;3;20361;1
852;3;20362;1
852;3;20363;1
852;3;20364;0
852;3;20365;0
852;3;20366;1
852;3;20367;1
852;3;20368;1
852;3;20369;1
852;3;20370;1
852;3;20371;1
852;3;20372;1
852;3;20373;1
852;3;20374;1
852;3;20375;1
852;3;20376;1
852;3;20377;1
852;3;20378;1
852;3;20379;1
852;3;20380;1
852;3;20381;1
852;3;20382;1
852;3;20383;1
852;3;20384;1
852;3;20385;1
852;3;20386;1
852;3;20387;1
852;3;20388;1
852;3;20389;1
852;3;20390;1
852;3;20391;1
852;3;20392;1
852;3;20393;1
852;3;20394;1
852;3;20395;1
852;3;20396;1
852;3;20397;1
852;3;20398;1
852;3;20399;1
852;3;20400;1
852;3;20401;1
852;3;20402;1
852;3;20403;1
852;3;20404;0
852;3;20405;0
852;3;20406;1
852;3;20407;1
852;3;20408;1
852;3;20409;1
852;3;20410;1
852;3;20411;1
852;3;20412;1
852;3;20413;1
852;3;20414;1
852;3;20415;1
852;3;20416;1
852;3;20417;1
852;3;20418;1
852;3;20419;1
852;3;20420;1
852;3;20421;1
852;3;20422;1
852;3;20423;1
852;3;20424;1
852;3;20425;1
852;3;20426;1
852;3;20427;1
852;3;20428;1
852;3;20429;1
852;3;20430;1
852;3;20431;1
852;3;20432;1
852;3;20433;1
852;3;20434;1
852;3;20435;1
852;3;20436;1
852;3;20437;1
852;3;20438;1
852;3;20439;1
852;3;20440;1
852;3;20441;1
852;3;20442;1
852;3;20443;1
852;3;20444;1
852;3;20445;1
852;3;20446;1
852;3;20447;1
852;3;20448;1
852;3;20449;1
852;3;20450;1
852;3;20451;1
852;3;20452;1
852;3;20453;1
852;3;20454;1
852;3;20455;1
852;3;20456;1
852;3;20457;1
852;3;20458;1
852;3;20459;1
852;3;20460;1
852;3;20461;1
852;3;20462;1
852;3;20463;1
852;3;20464;1
852;3;20465;1
852;3;20466;1
852;3;20467;1
852;3;20468;1
852;3;20469;1
852;3;20470;1
852;3;20471;1
852;3;20472;1
852;3;20473;1
852;3;20474;1
852;3;20475;1
852;3;20476;1
852;3;20477;1
852;3;20478;1
852;3;20479;1
852;3;20480;1
852;3;20481;1
852;3;20482;1
852;3;20483;0
852;3;20484;0
852;3;20485;1
852;3;20486;1
852;3;20487;1
852;3;20488;1
852;3;20489;1
852;3;20490;1
852;3;20491;1
852;3;20492;1
852;3;20493;1
852;3;20494;1
852;3;20495;1
852;3;20496;1
852;3;20497;1
852;3;20498;1
852;3;20499;1
852;3;20500;1
852;3;20501;1
852;3;20502;1
852;3;20503;1
852;3;20504;1
852;3;20505;1
852;3;20506;1
852;3;20507;1
852;3;20508;1
852;3;20509;1
852;3;20510;1
852;3;20511;1
852;3;20512;1
852;3;20513;1
852;3;20514;1
852;3;20515;1
852;3;20516;1
852;3;20517;1
852;3;20518;1
852;3;20519;1
852;3;20520;1
852;3;20521;1
852;3;20522;1
852;3;20523;1
852;3;20524;1
852;3;20525;1
852;3;20526;1
852;3;20527;1
852;3;20528;1
852;3;20529;1
852;3;20530;1
852;3;20531;1
852;3;20532;1
852;3;20533;1
852;3;20534;1
852;3;20535;1
852;3;20536;1
852;3;20537;1
852;3;20538;1
852;3;20539;1
852;3;20540;1
852;3;20541;1
852;3;20542;1
852;3;20543;1
852;3;20544;1
852;3;20545;1
852;3;20546;1
852;3;20547;1
852;3;20548;1
852;3;20549;1
852;3;20550;1
852;3;20551;1
852;3;20552;1
852;3;20553;1
852;3;20554;1
852;3;20555;1
852;3;20556;1
852;3;20557;1
852;3;20558;1
852;3;20559;1
852;3;20560;1
852;3;20561;1
852;3;20562;1
852;3;20563;1
852;3;20564;1
852;3;20565;1
852;3;20566;1
852;3;20567;1
852;3;20568;1
852;3;20569;1
852;3;20570;1
852;3;20571;1
852;3;20572;1
852;3;20573;1
852;3;20574;1
852;3;20575;1
852;3;20576;1
852;3;20577;1
852;3;20578;1
852;3;20579;1
852;3;20580;1
852;3;20581;1
852;3;20582;1
852;3;20583;1
852;3;20584;1
852;3;20585;1
852;3;20586;1
852;3;20587;1
852;3;20588;1
852;3;20589;1
852;3;20590;1
852;3;20591;1
852;3;20592;1
852;3;20593;1
852;3;20594;1
852;3;20595;1
852;3;20596;1
852;3;20597;1
852;3;20598;1
852;3;20599;1
852;3;20600;1
852;3;20601;1
852;3;20602;1
852;3;20603;1
852;3;20604;1
852;3;20605;1
852;3;20606;1
852;3;20607;1
852;3;20608;1
852;3;20609;1
852;3;20610;1
852;3;20611;1
852;3;20612;1
852;3;20613;1
852;3;20614;1
852;3;20615;1
852;3;20616;1
852;3;20617;1
852;3;20618;1
852;3;20619;1
852;3;20620;1
852;3;20621;1
852;3;20622;1
852;3;20623;1
852;3;20624;1
852;3;20625;1
852;3;20626;1
852;3;20627;1
852;3;20628;1
852;3;20629;1
852;3;20630;1
852;3;20631;1
852;3;20632;1
852;3;20633;1
852;3;20634;1
852;3;20635;1
852;3;20636;1
852;3;20637;1
852;3;20638;1
852;3;20639;1
852;3;20640;1
852;3;20641;1
852;3;20642;1
852;3;20643;1
852;3;20644;1
852;3;20645;1
852;3;20646;1
852;3;20647;1
852;3;20648;1
852;3;20649;1
852;3;20650;1
852;3;20651;1
852;3;20652;1
852;3;20653;1
852;3;20654;1
852;3;20655;1
852;3;20656;1
852;3;20657;1
852;3;20658;1
852;3;20659;1
852;3;20660;1
852;3;20661;1
852;3;20662;1
852;3;20663;1
852;3;20664;1
852;3;20665;1
852;3;20666;1
852;3;20667;1
852;3;20668;1
852;3;20669;1
852;3;20670;1
852;3;20671;1
852;3;20672;1
852;3;20673;1
852;3;20674;1
852;3;20675;1
852;3;20676;1
852;3;20677;1
852;3;20678;1
852;3;20679;1
852;3;20680;1
852;3;20681;1
852;3;20682;1
852;3;20683;1
852;3;20684;1
852;3;20685;1
852;3;20686;1
852;3;20687;1
852;3;20688;1
852;3;20689;1
852;3;20690;1
852;3;20691;1
852;3;20692;1
852;3;20693;1
852;3;20694;1
852;3;20695;1
852;3;20696;1
852;3;20697;1
852;3;20698;1
852;3;20699;1
852;3;20700;1
852;3;20701;1
852;3;20702;1
852;3;20703;1
852;3;20704;1
852;3;20705;1
852;3;20706;1
852;3;20707;1
852;3;20708;1
852;3;20709;1
852;3;20710;1
852;3;20711;1
852;3;20712;1
852;3;20713;1
852;3;20714;1
852;3;20715;1
852;3;20716;1
852;3;20717;1
852;3;20718;1
852;3;20719;1
852;3;20720;1
852;3;20721;1
852;3;20722;1
852;3;20723;1
852;3;20724;0
852;3;20725;1
852;3;20726;1
852;3;20727;1
852;3;20728;1
852;3;20729;1
852;3;20730;1
852;3;20731;1
852;3;20732;1
852;3;20733;1
852;3;20734;1
852;3;20735;1
852;3;20736;1
852;3;20737;1
852;3;20738;1
852;3;20739;1
852;3;20740;1
852;3;20741;1
852;3;20742;1
852;3;20743;1
852;3;20744;1
852;3;20745;1
852;3;20746;1
852;3;20747;1
852;3;20748;1
852;3;20749;1
852;3;20750;1
852;3;20751;1
852;3;20752;1
852;3;20753;1
852;3;20754;1
852;3;20755;1
852;3;20756;1
852;3;20757;1
852;3;20758;1
852;3;20759;1
852;3;20760;1
852;3;20761;1
852;3;20762;1
852;3;20763;1
852;3;20764;1
852;3;20765;1
852;3;20766;1
852;3;20767;0
852;3;20768;0
852;3;20769;1
852;3;20770;1
852;3;20771;1
852;3;20772;1
852;3;20773;1
852;3;20774;1
852;3;20775;1
852;3;20776;1
852;3;20777;1
852;3;20778;1
852;3;20779;1
852;3;20780;1
852;3;20781;1
852;3;20782;1
852;3;20783;1
852;3;20784;1
852;3;20785;1
852;3;20786;1
852;3;20787;1
852;3;20788;1
852;3;20789;1
852;3;20790;1
852;3;20791;1
852;3;20792;1
852;3;20793;1
852;3;20794;1
852;3;20795;1
852;3;20796;1
852;3;20797;1
852;3;20798;1
852;3;20799;1
852;3;20800;1
852;3;20801;1
852;3;20802;1
852;3;20803;1
852;3;20804;1
852;3;20805;1
852;3;20806;1
852;3;20807;1
852;3;20808;1
852;3;20809;1
852;3;20810;1
852;3;20811;1
852;3;20812;1
852;3;20813;1
852;3;20814;1
852;3;20815;1
852;3;20816;1
852;3;20817;1
852;3;20818;1
852;3;20819;1
852;3;20820;1
852;3;20821;1
852;3;20822;1
852;3;20823;1
852;3;20824;1
852;3;20825;1
852;3;20826;1
852;3;20827;1
852;3;20828;1
852;3;20829;1
852;3;20830;1
852;3;20831;1
852;3;20832;1
852;3;20833;1
852;3;20834;1
852;3;20835;1
852;3;20836;1
852;3;20837;1
852;3;20838;1
852;3;20839;1
852;3;20840;1
852;3;20841;1
852;3;20842;1
852;3;20843;1
852;3;20844;1
852;3;20845;1
852;3;20846;1
852;3;20847;1
852;3;20848;1
852;3;20849;1
852;3;20850;1
852;3;20851;1
852;3;20852;1
852;3;20853;1
852;3;20854;1
852;3;20855;1
852;3;20856;1
852;3;20857;1
852;3;20858;1
852;3;20859;1
852;3;20860;1
852;3;20861;1
852;3;20862;1
852;3;20863;1
852;3;20864;1
852;3;20865;1
852;3;20866;1
852;3;20867;1
852;3;20868;1
852;3;20869;1
852;3;20870;1
852;3;20871;1
852;3;20872;1
852;3;20873;1
852;3;20874;1
852;3;20875;1
852;3;20876;1
852;3;20877;1
852;3;20878;1
852;3;20879;1
852;3;20880;1
852;3;20881;1
852;3;20882;1
852;3;20883;1
852;3;20884;1
852;3;20885;1
852;3;20886;1
852;3;20887;1
852;3;20888;1
852;3;20889;1
852;3;20890;1
852;3;20891;1
852;3;20892;1
852;3;20893;1
852;3;20894;1
852;3;20895;1
852;3;20896;1
852;3;20897;0
852;3;20898;0
852;3;20899;1
852;3;20900;1
852;3;20901;1
852;3;20902;1
852;3;20903;1
852;3;20904;1
852;3;20905;1
852;3;20906;1
852;3;20907;1
852;3;20908;1
852;3;20909;1
852;3;20910;1
852;3;20911;0
852;3;20912;1
852;3;20913;1
852;3;20914;1
852;3;20915;1
852;3;20916;1
852;3;20917;1
852;3;20918;1
852;3;20919;1
852;3;20920;1
852;3;20921;1
852;3;20922;1
852;3;20923;1
852;3;20924;1
852;3;20925;1
852;3;20926;1
852;3;20927;1
852;3;20928;1
852;3;20929;0
852;3;20930;0
852;3;20931;0
852;3;20932;1
852;3;20933;1
852;3;20934;1
852;3;20935;1
852;3;20936;1
852;3;20937;1
852;3;20938;1
852;3;20939;1
852;3;20940;1
852;3;20941;1
852;3;20942;1
852;3;20943;1
852;3;20944;1
852;3;20945;1
852;3;20946;1
852;3;20947;1
852;3;20948;1
852;3;20949;1
852;3;20950;1
852;3;20951;1
852;3;20952;1
852;3;20953;1
852;3;20954;1
852;3;20955;1
852;3;20956;1
852;3;20957;1
852;3;20958;1
852;3;20959;1
852;3;20960;1
852;3;20961;1
852;3;20962;1
852;3;20963;1
852;3;20964;1
852;3;20965;1
852;3;20966;1
852;3;20967;1
852;3;20968;1
852;3;20969;1
852;3;20970;1
852;3;20971;1
852;3;20972;1
852;3;20973;1
852;3;20974;1
852;3;20975;1
852;3;20976;1
852;3;20977;1
852;3;20978;1
852;3;20979;1
852;3;20980;1
852;3;20981;1
852;3;20982;1
852;3;20983;1
852;3;20984;1
852;3;20985;1
852;3;20986;1
852;3;20987;1
852;3;20988;1
852;3;20989;1
852;3;20990;1
852;3;20991;1
852;3;20992;1
852;3;20993;1
852;3;20994;1
852;3;20995;1
852;3;20996;1
852;3;20997;1
852;3;20998;1
852;3;20999;1
852;3;21000;1
852;3;21001;1
852;3;21002;1
852;3;21003;1
852;3;21004;1
852;3;21005;1
852;3;21006;1
852;3;21007;1
852;3;21008;1
852;3;21009;1
852;3;21010;1
852;3;21011;1
852;3;21012;1
852;3;21013;1
852;3;21014;1
852;3;21015;1
852;3;21016;1
852;3;21017;1
852;3;21018;1
852;3;21019;1
852;3;21020;1
852;3;21021;1
852;3;21022;1
852;3;21023;1
852;3;21024;1
852;3;21025;1
852;3;21026;1
852;3;21027;1
852;3;21028;1
852;3;21029;1
852;3;21030;1
852;3;21031;1
852;3;21032;1
852;3;21033;1
852;3;21034;1
852;3;21035;1
852;3;21036;1
852;3;21037;1
852;3;21038;1
852;3;21039;1
852;3;21040;1
852;3;21041;1
852;3;21042;1
852;3;21043;1
852;3;21044;1
852;3;21045;1
852;3;21046;1
852;3;21047;1
852;3;21048;1
852;3;21049;1
852;3;21050;1
852;3;21051;1
852;3;21052;1
852;3;21053;1
852;3;21054;1
852;3;21055;1
852;3;21056;1
852;3;21057;1
852;3;21058;1
852;3;21059;1
852;3;21060;1
852;3;21061;1
852;3;21062;1
852;3;21063;1
852;3;21064;1
852;3;21065;1
852;3;21066;1
852;3;21067;1
852;3;21068;1
852;3;21069;1
852;3;21070;1
852;3;21071;1
852;3;21072;1
852;3;21073;1
852;3;21074;1
852;3;21075;1
852;3;21076;1
852;3;21077;1
852;3;21078;1
852;3;21079;1
852;3;21080;1
852;3;21081;1
852;3;21082;1
852;3;21083;1
852;3;21084;1
852;3;21085;1
852;3;21086;1
852;3;21087;1
852;3;21088;1
852;3;21089;1
852;3;21090;1
852;3;21091;1
852;3;21092;1
852;3;21093;1
852;3;21094;1
852;3;21095;1
852;3;21096;1
852;3;21097;1
852;3;21098;1
852;3;21099;1
852;3;21100;1
852;3;21101;1
852;3;21102;1
852;3;21103;1
852;3;21104;1
852;3;21105;1
852;3;21106;1
852;3;21107;1
852;3;21108;1
852;3;21109;1
852;3;21110;1
852;3;21111;1
852;3;21112;1
852;3;21113;1
852;3;21114;1
852;3;21115;1
852;3;21116;1
852;3;21117;1
852;3;21118;1
852;3;21119;1
852;3;21120;1
852;3;21121;1
852;3;21122;1
852;3;21123;1
852;3;21124;1
852;3;21125;1
852;3;21126;1
852;3;21127;1
852;3;21128;1
852;3;21129;1
852;3;21130;1
852;3;21131;1
852;3;21132;1
852;3;21133;1
852;3;21134;1
852;3;21135;1
852;3;21136;1
852;3;21137;1
852;3;21138;1
852;3;21139;1
852;3;21140;1
852;3;21141;1
852;3;21142;1
852;3;21143;1
852;3;21144;1
852;3;21145;1
852;3;21146;1
852;3;21147;1
852;3;21148;1
852;3;21149;1
852;3;21150;1
852;3;21151;1
852;3;21152;1
852;3;21153;1
852;3;21154;1
852;3;21155;1
852;3;21156;1
852;3;21157;1
852;3;21158;1
852;3;21159;1
852;3;21160;1
852;3;21161;1
852;3;21162;1
852;3;21163;1
852;3;21164;1
852;3;21165;1
852;3;21166;1
852;3;21167;1
852;3;21168;1
852;3;21169;1
852;3;21170;1
852;3;21171;1
852;3;21172;1
852;3;21173;1
852;3;21174;1
852;3;21175;1
852;3;21176;1
852;3;21177;1
852;3;21178;1
852;3;21179;1
852;3;21180;1
852;3;21181;1
852;3;21182;1
852;3;21183;1
852;3;21184;1
852;3;21185;1
852;3;21186;1
852;3;21187;1
852;3;21188;1
852;3;21189;1
852;3;21190;1
852;3;21191;1
852;3;21192;1
852;3;21193;1
852;3;21194;1
852;3;21195;1
852;3;21196;1
852;3;21197;1
852;3;21198;1
852;3;21199;1
852;3;21200;1
852;3;21201;1
852;3;21202;1
852;3;21203;1
852;3;21204;1
852;3;21205;1
852;3;21206;1
852;3;21207;1
852;3;21208;1
852;3;21209;1
852;3;21210;1
852;3;21211;1
852;3;21212;1
852;3;21213;1
852;3;21214;1
852;3;21215;1
852;3;21216;1
852;3;21217;1
852;3;21218;1
852;3;21219;1
852;3;21220;1
852;3;21221;1
852;3;21222;1
852;3;21223;1
852;3;21224;1
852;3;21225;1
852;3;21226;1
852;3;21227;1
852;3;21228;1
852;3;21229;1
852;3;21230;1
852;3;21231;1
852;3;21232;1
852;3;21233;1
852;3;21234;1
852;3;21235;1
852;3;21236;1
852;3;21237;1
852;3;21238;1
852;3;21239;1
852;3;21240;1
852;3;21241;1
852;3;21242;1
852;3;21243;1
852;3;21244;1
852;3;21245;1
852;3;21246;1
852;3;21247;1
852;3;21248;1
852;3;21249;1
852;3;21250;1
852;3;21251;1
852;3;21252;1
852;3;21253;1
852;3;21254;1
852;3;21255;1
852;3;21256;1
852;3;21257;1
852;3;21258;1
852;3;21259;1
852;3;21260;1
852;3;21261;1
852;3;21262;1
852;3;21263;1
852;3;21264;1
852;3;21265;1
852;3;21266;1
852;3;21267;1
852;3;21268;1
852;3;21269;1
852;3;21270;0
852;3;21271;0
852;3;21272;0
852;3;21273;0
852;3;21274;1
852;3;21275;1
852;3;21276;1
852;3;21277;1
852;3;21278;1
852;3;21279;1
852;3;21280;0
852;3;21281;1
852;3;21282;1
852;3;21283;1
852;3;21284;0
852;3;21285;1
852;3;21286;1
852;3;21287;1
852;3;21288;1
852;3;21289;1
852;3;21290;1
852;3;21291;1
852;3;21292;1
852;3;21293;1
852;3;21294;1
852;3;21295;1
852;3;21296;1
852;3;21297;1
852;3;21298;1
852;3;21299;1
852;3;21300;1
852;3;21301;1
852;3;21302;1
852;3;21303;1
852;3;21304;1
852;3;21305;1
852;3;21306;1
852;3;21307;1
852;3;21308;1
852;3;21309;1
852;3;21310;1
852;3;21311;1
852;3;21312;1
852;3;21313;1
852;3;21314;1
852;3;21315;1
852;3;21316;0
852;3;21317;1
852;3;21318;1
852;3;21319;1
852;3;21320;1
852;3;21321;1
852;3;21322;1
852;3;21323;1
852;3;21324;1
852;3;21325;1
852;3;21326;1
852;3;21327;1
852;3;21328;1
852;3;21329;1
852;3;21330;1
852;3;21331;1
852;3;21332;1
852;3;21333;1
852;3;21334;1
852;3;21335;1
852;3;21336;1
852;3;21337;1
852;3;21338;1
852;3;21339;1
852;3;21340;1
852;3;21341;1
852;3;21342;1
852;3;21343;1
852;3;21344;1
852;3;21345;1
852;3;21346;1
852;3;21347;1
852;3;21348;1
852;3;21349;1
852;3;21350;1
852;3;21351;1
852;3;21352;1
852;3;21353;1
852;3;21354;1
852;3;21355;1
852;3;21356;1
852;3;21357;1
852;3;21358;1
852;3;21359;1
852;3;21360;1
852;3;21361;1
852;3;21362;1
852;3;21363;1
852;3;21364;1
852;3;21365;1
852;3;21366;1
852;3;21367;1
852;3;21368;1
852;3;21369;1
852;3;21370;1
852;3;21371;1
852;3;21372;1
852;3;21373;1
852;3;21374;1
852;3;21375;1
852;3;21376;1
852;3;21377;1
852;3;21378;1
852;3;21379;1
852;3;21380;1
852;3;21381;1
852;3;21382;1
852;3;21383;1
852;3;21384;1
852;3;21385;1
852;3;21386;1
852;3;21387;1
852;3;21388;1
852;3;21389;1
852;3;21390;1
852;3;21391;1
852;3;21392;1
852;3;21393;1
852;3;21394;1
852;3;21395;1
852;3;21396;1
852;3;21397;1
852;3;21398;1
852;3;21399;1
852;3;21400;1
852;3;21401;1
852;3;21402;1
852;3;21403;1
852;3;21404;1
852;3;21405;1
852;3;21406;1
852;3;21407;1
852;3;21408;1
852;3;21409;1
852;3;21410;1
852;3;21411;1
852;3;21412;1
852;3;21413;1
852;3;21414;1
852;3;21415;1
852;3;21416;1
852;3;21417;1
852;3;21418;1
852;3;21419;1
852;3;21420;1
852;3;21421;1
852;3;21422;1
852;3;21423;1
852;3;21424;1
852;3;21425;1
852;3;21426;1
852;3;21427;1
852;3;21428;1
852;3;21429;1
852;3;21430;1
852;3;21431;1
852;3;21432;1
852;3;21433;1
852;3;21434;1
852;3;21435;1
852;3;21436;1
852;3;21437;1
852;3;21438;1
852;3;21439;1
852;3;21440;1
852;3;21441;1
852;3;21442;1
852;3;21443;1
852;3;21444;1
852;3;21445;1
852;3;21446;1
852;3;21447;1
852;3;21448;1
852;3;21449;1
852;3;21450;1
852;3;21451;1
852;3;21452;1
852;3;21453;1
852;3;21454;1
852;3;21455;1
852;3;21456;1
852;3;21457;1
852;3;21458;1
852;3;21459;1
852;3;21460;1
852;3;21461;1
852;3;21462;1
852;3;21463;1
852;3;21464;1
852;3;21465;1
852;3;21466;1
852;3;21467;1
852;3;21468;1
852;3;21469;1
852;3;21470;1
852;3;21471;1
852;3;21472;1
852;3;21473;1
852;3;21474;1
852;3;21475;1
852;3;21476;1
852;3;21477;1
852;3;21478;1
852;3;21479;1
852;3;21480;1
852;3;21481;1
852;3;21482;1
852;3;21483;1
852;3;21484;1
852;3;21485;1
852;3;21486;1
852;3;21487;1
852;3;21488;1
852;3;21489;1
852;3;21490;1
852;3;21491;1
852;3;21492;1
852;3;21493;1
852;3;21494;1
852;3;21495;1
852;3;21496;1
852;3;21497;1
852;3;21498;1
852;3;21499;1
852;3;21500;1
852;3;21501;1
852;3;21502;1
852;3;21503;1
852;3;21504;1
852;3;21505;1
852;3;21506;1
852;3;21507;1
852;3;21508;1
852;3;21509;1
852;3;21510;1
852;3;21511;1
852;3;21512;1
852;3;21513;1
852;3;21514;1
852;3;21515;1
852;3;21516;1
852;3;21517;1
852;3;21518;1
852;3;21519;1
852;3;21520;1
852;3;21521;1
852;3;21522;1
852;3;21523;1
852;3;21524;1
852;3;21525;1
852;3;21526;1
852;3;21527;1
852;3;21528;1
852;3;21529;1
852;3;21530;1
852;3;21531;1
852;3;21532;1
852;3;21533;1
852;3;21534;1
852;3;21535;1
852;3;21536;1
852;3;21537;1
852;3;21538;1
852;3;21539;1
852;3;21540;1
852;3;21541;1
852;3;21542;1
852;3;21543;1
852;3;21544;1
852;3;21545;1
852;3;21546;1
852;3;21547;1
852;3;21548;1
852;3;21549;1
852;3;21550;1
852;3;21551;1
852;3;21552;1
852;3;21553;1
852;3;21554;1
852;3;21555;1
852;3;21556;1
852;3;21557;1
852;3;21558;1
852;3;21559;1
852;3;21560;1
852;3;21561;1
852;3;21562;1
852;3;21563;1
852;3;21564;1
852;3;21565;1
852;3;21566;1
852;3;21567;1
852;3;21568;1
852;3;21569;1
852;3;21570;1
852;3;21571;1
852;3;21572;1
852;3;21573;1
852;3;21574;1
852;3;21575;1
852;3;21576;1
852;3;21577;1
852;3;21578;1
852;3;21579;1
852;3;21580;1
852;3;21581;1
852;3;21582;1
852;3;21583;1
852;3;21584;1
852;3;21585;1
852;3;21586;1
852;3;21587;1
852;3;21588;1
852;3;21589;1
852;3;21590;1
852;3;21591;1
852;3;21592;1
852;3;21593;1
852;3;21594;1
852;3;21595;1
852;3;21596;1
852;3;21597;1
852;3;21598;1
852;3;21599;1
852;3;21600;1
852;3;21601;1
852;3;21602;1
852;3;21603;1
852;3;21604;1
852;3;21605;1
852;3;21606;1
852;3;21607;1
852;3;21608;1
852;3;21609;1
852;3;21610;1
852;3;21611;1
852;3;21612;1
852;3;21613;1
852;3;21614;1
852;3;21615;1
852;3;21616;1
852;3;21617;1
852;3;21618;1
852;3;21619;1
852;3;21620;1
852;3;21621;1
852;3;21622;1
852;3;21623;1
852;3;21624;1
852;3;21625;1
852;3;21626;1
852;3;21627;1
852;3;21628;1
852;3;21629;1
852;3;21630;1
852;3;21631;1
852;3;21632;1
852;3;21633;1
852;3;21634;1
852;3;21635;1
852;3;21636;1
852;3;21637;1
852;3;21638;1
852;3;21639;1
852;3;21640;1
852;3;21641;1
852;3;21642;1
852;3;21643;1
852;3;21644;1
852;3;21645;1
852;3;21646;1
852;3;21647;1
852;3;21648;1
852;3;21649;1
852;3;21650;1
852;3;21651;1
852;3;21652;1
852;3;21653;1
852;3;21654;1
852;3;21655;1
852;3;21656;1
852;3;21657;1
852;3;21658;1
852;3;21659;1
852;3;21660;1
852;3;21661;1
852;3;21662;1
852;3;21663;1
852;3;21664;1
852;3;21665;1
852;3;21666;1
852;3;21667;1
852;3;21668;1
852;3;21669;1
852;3;21670;1
852;3;21671;1
852;3;21672;1
852;3;21673;1
852;3;21674;1
852;3;21675;1
852;3;21676;1
852;3;21677;1
852;3;21678;1
852;3;21679;1
852;3;21680;1
852;3;21681;1
852;3;21682;1
852;3;21683;1
852;3;21684;1
852;3;21685;1
852;3;21686;1
852;3;21687;1
852;3;21688;1
852;3;21689;1
852;3;21690;1
852;3;21691;1
852;3;21692;1
852;3;21693;1
852;3;21694;1
852;3;21695;1
852;3;21696;1
852;3;21697;1
852;3;21698;1
852;3;21699;1
852;3;21700;1
852;3;21701;1
852;3;21702;1
852;3;21703;1
852;3;21704;1
852;3;21705;1
852;3;21706;1
852;3;21707;1
852;3;21708;1
852;3;21709;1
852;3;21710;1
852;3;21711;1
852;3;21712;1
852;3;21713;1
852;3;21714;1
852;3;21715;1
852;3;21716;1
852;3;21717;1
852;3;21718;1
852;3;21719;1
852;3;21720;1
852;3;21721;1
852;3;21722;1
852;3;21723;1
852;3;21724;1
852;3;21725;1
852;3;21726;1
852;3;21727;1
852;3;21728;1
852;3;21729;1
852;3;21730;1
852;3;21731;1
852;3;21732;1
852;3;21733;1
852;3;21734;1
852;3;21735;1
852;3;21736;1
852;3;21737;1
852;3;21738;1
852;3;21739;1
852;3;21740;1
852;3;21741;1
852;3;21742;1
852;3;21743;1
852;3;21744;1
852;3;21745;1
852;3;21746;1
852;3;21747;1
852;3;21748;1
852;3;21749;1
852;3;21750;1
852;3;21751;1
852;3;21752;1
852;3;21753;1
852;3;21754;1
852;3;21755;1
852;3;21756;1
852;3;21757;1
852;3;21758;1
852;3;21759;1
852;3;21760;1
852;3;21761;1
852;3;21762;1
852;3;21763;1
852;3;21764;1
852;3;21765;1
852;3;21766;1
852;3;21767;1
852;3;21768;1
852;3;21769;1
852;3;21770;1
852;3;21771;1
852;3;21772;1
852;3;21773;1
852;3;21774;1
852;3;21775;1
852;3;21776;1
852;3;21777;1
852;3;21778;1
852;3;21779;1
852;3;21780;1
852;3;21781;1
852;3;21782;1
852;3;21783;1
852;3;21784;1
852;3;21785;1
852;3;21786;1
852;3;21787;1
852;3;21788;1
852;3;21789;1
852;3;21790;1
852;3;21791;1
852;3;21792;1
852;3;21793;1
852;3;21794;1
852;3;21795;1
852;3;21796;1
852;3;21797;1
852;3;21798;1
852;3;21799;1
852;3;21800;1
852;3;21801;1
852;3;21802;1
852;3;21803;1
852;3;21804;1
852;3;21805;1
852;3;21806;1
852;3;21807;1
852;3;21808;1
852;3;21809;1
852;3;21810;1
852;3;21811;1
852;3;21812;1
852;3;21813;1
852;3;21814;1
852;3;21815;1
852;3;21816;1
852;3;21817;1
852;3;21818;1
852;3;21819;1
852;3;21820;1
852;3;21821;1
852;3;21822;1
852;3;21823;1
852;3;21824;1
852;3;21825;1
852;3;21826;1
852;3;21827;1
852;3;21828;1
852;3;21829;1
852;3;21830;1
852;3;21831;1
852;3;21832;1
852;3;21833;1
852;3;21834;1
852;3;21835;1
852;3;21836;1
852;3;21837;1
852;3;21838;1
852;3;21839;1
852;3;21840;1
852;3;21841;1
852;3;21842;1
852;3;21843;1
852;3;21844;1
852;3;21845;1
