CID;TABCD;LCD;INT_CID;INT_TABCD;INT_LCD
852;3;21217;852;3;3458
852;3;3455;852;3;21929
852;3;21929;852;3;3455
852;3;3452;852;3;22043
852;3;22043;852;3;22046
852;3;22046;852;3;3452
852;3;3450;852;3;22048
852;3;22048;852;3;3450
852;3;3448;852;3;21233
852;3;21233;852;3;3448
852;3;3447;852;3;22024
852;3;22024;852;3;3447
852;3;3446;852;3;22026
852;3;22026;852;3;3446
852;3;3445;852;3;22017
852;3;22017;852;3;22052
852;3;22052;852;3;3445
852;3;3439;852;3;23225
852;3;23225;852;3;3439
852;3;3437;852;3;3442
852;3;3442;852;3;3437
852;3;3436;852;3;22687
852;3;22687;852;3;3436
852;3;3435;852;3;23349
852;3;23349;852;3;23357
852;3;23357;852;3;3435
852;3;3434;852;3;23380
852;3;23380;852;3;3434
852;3;3433;852;3;3688
852;3;3688;852;3;4268
852;3;4268;852;3;4842
852;3;4842;852;3;5416
852;3;5416;852;3;3433
852;3;3428;852;3;3430
852;3;3430;852;3;3428
852;3;3423;852;3;3425
852;3;3425;852;3;3423
852;3;3422;852;3;3426
852;3;3426;852;3;3422
852;3;3420;852;3;3424
852;3;3424;852;3;3420
852;3;3419;852;3;24668
852;3;24668;852;3;3419
852;3;3418;852;3;3421
852;3;3421;852;3;3418
852;3;3416;852;3;25460
852;3;25460;852;3;3416
852;3;3411;852;3;4050
852;3;4050;852;3;4622
852;3;4622;852;3;5200
852;3;5200;852;3;5762
852;3;5762;852;3;28471
852;3;28471;852;3;3411
852;3;3410;852;3;25011
852;3;25011;852;3;3410
852;3;3407;852;3;3976
852;3;3976;852;3;4546
852;3;4546;852;3;5126
852;3;5126;852;3;5688
852;3;5688;852;3;24582
852;3;24582;852;3;28435
852;3;28435;852;3;3407
852;3;3401;852;3;24637
852;3;24637;852;3;3401
852;3;3399;852;3;3400
852;3;3400;852;3;3399
852;3;3398;852;3;24866
852;3;24866;852;3;3398
852;3;3396;852;3;3397
852;3;3397;852;3;3396
852;3;3393;852;3;22039
852;3;22039;852;3;3393
852;3;3390;852;3;21514
852;3;21514;852;3;3390
852;3;3389;852;3;21283
852;3;21283;852;3;3389
852;3;3388;852;3;6517
852;3;6517;852;3;3388
852;3;3385;852;3;3386
852;3;3386;852;3;7575
852;3;7575;852;3;7577
852;3;7577;852;3;7579
852;3;7579;852;3;7581
852;3;7581;852;3;3385
852;3;3380;852;3;3382
852;3;3382;852;3;3380
852;3;3379;852;3;3848
852;3;3848;852;3;4422
852;3;4422;852;3;5000
852;3;5000;852;3;5564
852;3;5564;852;3;23127
852;3;23127;852;3;28377
852;3;28377;852;3;3379
852;3;3376;852;3;3856
852;3;3856;852;3;4430
852;3;4430;852;3;5008
852;3;5008;852;3;5572
852;3;5572;852;3;3376
852;3;3375;852;3;3852
852;3;3852;852;3;4426
852;3;4426;852;3;5004
852;3;5004;852;3;5568
852;3;5568;852;3;3375
852;3;3373;852;3;3850
852;3;3850;852;3;4424
852;3;4424;852;3;5002
852;3;5002;852;3;5566
852;3;5566;852;3;22996
852;3;22996;852;3;23169
852;3;23169;852;3;3373
852;3;3371;852;3;25196
852;3;25196;852;3;3371
852;3;3370;852;3;3374
852;3;3374;852;3;3854
852;3;3854;852;3;4428
852;3;4428;852;3;5006
852;3;5006;852;3;5570
852;3;5570;852;3;6463
852;3;6463;852;3;3370
852;3;3367;852;3;3546
852;3;3546;852;3;4132
852;3;4132;852;3;4702
852;3;4702;852;3;5282
852;3;5282;852;3;6146
852;3;6146;852;3;3367
852;3;3366;852;3;3368
852;3;3368;852;3;3366
852;3;3364;852;3;24476
852;3;24476;852;3;24528
852;3;24528;852;3;3364
852;3;3361;852;3;3365
852;3;3365;852;3;3361
852;3;3360;852;3;3405
852;3;3405;852;3;3360
852;3;3359;852;3;3363
852;3;3363;852;3;3359
852;3;3354;852;3;3648
852;3;3648;852;3;4234
852;3;4234;852;3;4804
852;3;4804;852;3;5382
852;3;5382;852;3;27164
852;3;27164;852;3;28275
852;3;28275;852;3;3354
852;3;3349;852;3;26328
852;3;26328;852;3;3349
852;3;3348;852;3;26283
852;3;26283;852;3;26486
852;3;26486;852;3;3348
852;3;3346;852;3;25985
852;3;25985;852;3;26443
852;3;26443;852;3;3346
852;3;3344;852;3;3345
852;3;3345;852;3;3344
852;3;3343;852;3;26227
852;3;26227;852;3;3343
852;3;3341;852;3;3351
852;3;3351;852;3;3341
852;3;3337;852;3;26314
852;3;26314;852;3;3337
852;3;3333;852;3;3335
852;3;3335;852;3;3333
852;3;3332;852;3;3340
852;3;3340;852;3;3332
852;3;3330;852;3;3339
852;3;3339;852;3;25984
852;3;25984;852;3;3330
852;3;3329;852;3;3352
852;3;3352;852;3;3329
852;3;3325;852;3;3328
852;3;3328;852;3;3325
852;3;3322;852;3;6935
852;3;6935;852;3;3322
852;3;3321;852;3;25775
852;3;25775;852;3;3321
852;3;3320;852;3;3327
852;3;3327;852;3;3320
852;3;3319;852;3;3324
852;3;3324;852;3;6934
852;3;6934;852;3;3319
852;3;3316;852;3;6963
852;3;6963;852;3;25045
852;3;25045;852;3;3316
852;3;3315;852;3;3318
852;3;3318;852;3;3315
852;3;3313;852;3;26255
852;3;26255;852;3;26419
852;3;26419;852;3;26636
852;3;26636;852;3;3313
852;3;3312;852;3;26418
852;3;26418;852;3;3312
852;3;3311;852;3;26417
852;3;26417;852;3;26500
852;3;26500;852;3;3311
852;3;3310;852;3;26507
852;3;26507;852;3;3310
852;3;3308;852;3;4122
852;3;4122;852;3;5272
852;3;5272;852;3;27896
852;3;27896;852;3;3308
852;3;3307;852;3;21774
852;3;21774;852;3;3307
852;3;3306;852;3;3431
852;3;3431;852;3;3306
852;3;3304;852;3;3432
852;3;3432;852;3;4116
852;3;4116;852;3;4688
852;3;4688;852;3;5266
852;3;5266;852;3;5830
852;3;5830;852;3;3304
852;3;3303;852;3;3305
852;3;3305;852;3;3556
852;3;3556;852;3;4142
852;3;4142;852;3;3303
852;3;3302;852;3;3554
852;3;3554;852;3;4140
852;3;4140;852;3;4710
852;3;4710;852;3;5290
852;3;5290;852;3;6030
852;3;6030;852;3;3302
852;3;3301;852;3;26655
852;3;26655;852;3;3301
852;3;3299;852;3;3552
852;3;3552;852;3;4138
852;3;4138;852;3;4708
852;3;4708;852;3;5288
852;3;5288;852;3;26988
852;3;26988;852;3;27824
852;3;27824;852;3;3299
852;3;3294;852;3;3508
852;3;3508;852;3;7526
852;3;7526;852;3;7528
852;3;7528;852;3;3294
852;3;3293;852;3;3295
852;3;3295;852;3;3293
852;3;3292;852;3;3298
852;3;3298;852;3;3292
852;3;3291;852;3;3296
852;3;3296;852;3;3291
852;3;3289;852;3;23628
852;3;23628;852;3;3289
852;3;3288;852;3;3290
852;3;3290;852;3;3288
852;3;3287;852;3;27363
852;3;27363;852;3;27396
852;3;27396;852;3;3287
852;3;3286;852;3;25797
852;3;25797;852;3;3286
852;3;3285;852;3;25149
852;3;25149;852;3;3285
852;3;3283;852;3;25150
852;3;25150;852;3;3283
852;3;3282;852;3;25801
852;3;25801;852;3;25811
852;3;25811;852;3;3282
852;3;3280;852;3;25954
852;3;25954;852;3;3280
852;3;3277;852;3;25955
852;3;25955;852;3;3277
852;3;3276;852;3;27222
852;3;27222;852;3;3276
852;3;3270;852;3;25872
852;3;25872;852;3;3270
852;3;3267;852;3;6138
852;3;6138;852;3;3267
852;3;3265;852;3;3266
852;3;3266;852;3;3265
852;3;3263;852;3;21215
852;3;21215;852;3;3263
852;3;3262;852;3;20482
852;3;20482;852;3;3262
852;3;3261;852;3;20583
852;3;20583;852;3;20723
852;3;20723;852;3;3261
852;3;3258;852;3;24037
852;3;24037;852;3;29722
852;3;29722;852;3;3258
852;3;3256;852;3;24053
852;3;24053;852;3;3256
852;3;3251;852;3;4768
852;3;4768;852;3;20011
852;3;20011;852;3;3251
852;3;3247;852;3;3249
852;3;3249;852;3;3247
852;3;3246;852;3;3250
852;3;3250;852;3;3246
852;3;3245;852;3;3538
852;3;3538;852;3;4124
852;3;4124;852;3;4694
852;3;4694;852;3;5274
852;3;5274;852;3;27909
852;3;27909;852;3;3245
852;3;3241;852;3;3243
852;3;3243;852;3;3241
852;3;3238;852;3;22341
852;3;22341;852;3;3238
852;3;3235;852;3;3237
852;3;3237;852;3;3235
852;3;3234;852;3;22532
852;3;22532;852;3;3234
852;3;3231;852;3;3240
852;3;3240;852;3;3231
852;3;3230;852;3;22648
852;3;22648;852;3;3230
852;3;3226;852;3;22184
852;3;22184;852;3;3226
852;3;3225;852;3;3227
852;3;3227;852;3;3225
852;3;3220;852;3;3221
852;3;3221;852;3;3220
852;3;3219;852;3;20132
852;3;20132;852;3;3219
852;3;3218;852;3;20218
852;3;20218;852;3;3218
852;3;3217;852;3;20208
852;3;20208;852;3;3217
852;3;3215;852;3;20205
852;3;20205;852;3;3215
852;3;3211;852;3;22345
852;3;22345;852;3;3211
852;3;3207;852;3;22177
852;3;22177;852;3;3207
852;3;3206;852;3;22157
852;3;22157;852;3;3206
852;3;3203;852;3;22152
852;3;22152;852;3;3203
852;3;3201;852;3;3202
852;3;3202;852;3;3201
852;3;31635;852;3;31638
852;3;31638;852;3;31635
852;3;31627;852;3;31628
852;3;31628;852;3;31627
852;3;31573;852;3;31605
852;3;31605;852;3;31573
852;3;31559;852;3;31624
852;3;31624;852;3;31559
852;3;31553;852;3;31583
852;3;31583;852;3;31553
852;3;31514;852;3;31616
852;3;31616;852;3;31514
852;3;31479;852;3;31523
852;3;31523;852;3;31479
852;3;31443;852;3;31561
852;3;31561;852;3;31443
852;3;31435;852;3;31534
852;3;31534;852;3;31435
852;3;31431;852;3;31440
852;3;31440;852;3;31431
852;3;31430;852;3;31438
852;3;31438;852;3;31430
852;3;31408;852;3;31419
852;3;31419;852;3;31408
852;3;31406;852;3;31418
852;3;31418;852;3;31406
852;3;31372;852;3;31614
852;3;31614;852;3;31372
852;3;31350;852;3;31503
852;3;31503;852;3;31350
852;3;31316;852;3;31582
852;3;31582;852;3;31316
852;3;31308;852;3;31319
852;3;31319;852;3;31308
852;3;31289;852;3;31511
852;3;31511;852;3;31289
852;3;31259;852;3;31500
852;3;31500;852;3;31259
852;3;31257;852;3;31343
852;3;31343;852;3;31257
852;3;31236;852;3;31309
852;3;31309;852;3;31236
852;3;31228;852;3;31300
852;3;31300;852;3;31228
852;3;31227;852;3;31262
852;3;31262;852;3;31227
852;3;31208;852;3;31548
852;3;31548;852;3;31208
852;3;31184;852;3;31296
852;3;31296;852;3;31184
852;3;31152;852;3;31508
852;3;31508;852;3;31152
852;3;31142;852;3;31557
852;3;31557;852;3;31142
852;3;31141;852;3;31601
852;3;31601;852;3;31141
852;3;31140;852;3;31604
852;3;31604;852;3;31140
852;3;31139;852;3;31556
852;3;31556;852;3;31139
852;3;31138;852;3;31555
852;3;31555;852;3;31138
852;3;31130;852;3;31562
852;3;31562;852;3;31130
852;3;31128;852;3;31294
852;3;31294;852;3;31128
852;3;31106;852;3;31571
852;3;31571;852;3;31106
852;3;31096;852;3;31592
852;3;31592;852;3;31096
852;3;31088;852;3;31108
852;3;31108;852;3;31088
852;3;31082;852;3;31496
852;3;31496;852;3;31082
852;3;31078;852;3;31216
852;3;31216;852;3;31078
852;3;31051;852;3;31520
852;3;31520;852;3;31051
852;3;31046;852;3;31145
852;3;31145;852;3;31046
852;3;31036;852;3;31495
852;3;31495;852;3;31036
852;3;31033;852;3;31365
852;3;31365;852;3;31033
852;3;31026;852;3;31217
852;3;31217;852;3;31026
852;3;31020;852;3;31028
852;3;31028;852;3;31029
852;3;31029;852;3;31020
852;3;31017;852;3;31622
852;3;31622;852;3;31017
852;3;30997;852;3;31056
852;3;31056;852;3;30997
852;3;30985;852;3;31019
852;3;31019;852;3;30985
852;3;30983;852;3;52137
852;3;52137;852;3;30983
852;3;30979;852;3;31519
852;3;31519;852;3;30979
852;3;30974;852;3;31591
852;3;31591;852;3;30974
852;3;30968;852;3;31282
852;3;31282;852;3;30968
852;3;30952;852;3;30989
852;3;30989;852;3;30952
852;3;30946;852;3;31209
852;3;31209;852;3;30946
852;3;30944;852;3;31542
852;3;31542;852;3;30944
852;3;30943;852;3;31378
852;3;31378;852;3;30943
852;3;30941;852;3;31474
852;3;31474;852;3;30941
852;3;30909;852;3;30986
852;3;30986;852;3;30909
852;3;30882;852;3;31287
852;3;31287;852;3;30882
852;3;30881;852;3;31201
852;3;31201;852;3;30881
852;3;30876;852;3;31050
852;3;31050;852;3;30876
852;3;30872;852;3;31439
852;3;31439;852;3;30872
852;3;30866;852;3;31263
852;3;31263;852;3;30866
852;3;30865;852;3;31301
852;3;31301;852;3;30865
852;3;30861;852;3;31167
852;3;31167;852;3;30861
852;3;30851;852;3;31233
852;3;31233;852;3;30851
852;3;30841;852;3;31042
852;3;31042;852;3;30841
852;3;30838;852;3;30869
852;3;30869;852;3;31458
852;3;31458;852;3;30838
852;3;30825;852;3;31422
852;3;31422;852;3;30825
852;3;30823;852;3;31241
852;3;31241;852;3;30823
852;3;30821;852;3;31204
852;3;31204;852;3;31531
852;3;31531;852;3;30821
852;3;30820;852;3;31187
852;3;31187;852;3;30820
852;3;30812;852;3;31499
852;3;31499;852;3;31532
852;3;31532;852;3;30812
852;3;30809;852;3;30911
852;3;30911;852;3;30809
852;3;30808;852;3;31608
852;3;31608;852;3;30808
852;3;30807;852;3;31183
852;3;31183;852;3;30807
852;3;30802;852;3;30900
852;3;30900;852;3;30802
852;3;30798;852;3;31163
852;3;31163;852;3;30798
852;3;30796;852;3;31038
852;3;31038;852;3;30796
852;3;30795;852;3;31340
852;3;31340;852;3;30795
852;3;30794;852;3;30849
852;3;30849;852;3;30794
852;3;30785;852;3;30815
852;3;30815;852;3;30785
852;3;30780;852;3;30782
852;3;30782;852;3;31158
852;3;31158;852;3;30780
852;3;30776;852;3;31387
852;3;31387;852;3;30776
852;3;30770;852;3;31136
852;3;31136;852;3;30770
852;3;30750;852;3;31538
852;3;31538;852;3;30750
852;3;30742;852;3;31403
852;3;31403;852;3;30742
852;3;30740;852;3;31248
852;3;31248;852;3;30740
852;3;30733;852;3;31331
852;3;31331;852;3;30733
852;3;30731;852;3;31098
852;3;31098;852;3;30731
852;3;30727;852;3;31179
852;3;31179;852;3;30727
852;3;30725;852;3;31266
852;3;31266;852;3;30725
852;3;30723;852;3;31003
852;3;31003;852;3;30723
852;3;30722;852;3;31002
852;3;31002;852;3;30722
852;3;30719;852;3;31515
852;3;31515;852;3;30719
852;3;30717;852;3;31373
852;3;31373;852;3;30717
852;3;30715;852;3;30908
852;3;30908;852;3;30715
852;3;30709;852;3;30842
852;3;30842;852;3;30709
852;3;30704;852;3;31312
852;3;31312;852;3;30704
852;3;30699;852;3;30912
852;3;30912;852;3;30699
852;3;30698;852;3;31610
852;3;31610;852;3;30698
852;3;30684;852;3;30906
852;3;30906;852;3;30684
852;3;30678;852;3;31613
852;3;31613;852;3;30678
852;3;30676;852;3;30996
852;3;30996;852;3;30676
852;3;30670;852;3;31222
852;3;31222;852;3;30670
852;3;30663;852;3;31168
852;3;31168;852;3;30663
852;3;30660;852;3;30711
852;3;30711;852;3;30887
852;3;30887;852;3;30660
852;3;30658;852;3;30871
852;3;30871;852;3;30658
852;3;30654;852;3;31536
852;3;31536;852;3;30654
852;3;30650;852;3;31342
852;3;31342;852;3;30650
852;3;30643;852;3;31593
852;3;31593;852;3;30643
852;3;30642;852;3;30813
852;3;30813;852;3;30642
852;3;30635;852;3;31243
852;3;31243;852;3;30635
852;3;30632;852;3;31207
852;3;31207;852;3;30632
852;3;30629;852;3;31182
852;3;31182;852;3;30629
852;3;30626;852;3;30980
852;3;30980;852;3;31543
852;3;31543;852;3;30626
852;3;30624;852;3;30763
852;3;30763;852;3;30624
852;3;30623;852;3;31213
852;3;31213;852;3;30623
852;3;30622;852;3;30759
852;3;30759;852;3;31105
852;3;31105;852;3;30622
852;3;30616;852;3;31466
852;3;31466;852;3;30616
852;3;30613;852;3;30973
852;3;30973;852;3;30613
852;3;30610;852;3;31115
852;3;31115;852;3;30610
852;3;30596;852;3;31196
852;3;31196;852;3;30596
852;3;30595;852;3;30598
852;3;30598;852;3;30595
852;3;30591;852;3;30593
852;3;30593;852;3;30591
852;3;30584;852;3;30964
852;3;30964;852;3;30584
852;3;30582;852;3;31433
852;3;31433;852;3;30582
852;3;30580;852;3;31119
852;3;31119;852;3;30580
852;3;30579;852;3;30668
852;3;30668;852;3;30579
852;3;30578;852;3;31618
852;3;31618;852;3;30578
852;3;30575;852;3;30827
852;3;30827;852;3;30575
852;3;30564;852;3;31560
852;3;31560;852;3;30564
852;3;30559;852;3;30612
852;3;30612;852;3;30559
852;3;30557;852;3;30972
852;3;30972;852;3;30557
852;3;30544;852;3;30778
852;3;30778;852;3;30544
852;3;30536;852;3;31058
852;3;31058;852;3;30536
852;3;30527;852;3;30730
852;3;30730;852;3;30527
852;3;30513;852;3;30932
852;3;30932;852;3;31539
852;3;31539;852;3;30513
852;3;30502;852;3;31061
852;3;31061;852;3;30502
852;3;30501;852;3;31318
852;3;31318;852;3;30501
852;3;30496;852;3;30618
852;3;30618;852;3;30496
852;3;30489;852;3;30495
852;3;30495;852;3;31132
852;3;31132;852;3;30489
852;3;30485;852;3;31344
852;3;31344;852;3;30485
852;3;30478;852;3;30487
852;3;30487;852;3;30478
852;3;30477;852;3;31345
852;3;31345;852;3;30477
852;3;30468;852;3;31420
852;3;31420;852;3;30468
852;3;30467;852;3;30886
852;3;30886;852;3;30467
852;3;30464;852;3;31240
852;3;31240;852;3;30464
852;3;30461;852;3;31202
852;3;31202;852;3;30461
852;3;30457;852;3;31640
852;3;31640;852;3;30457
852;3;30455;852;3;30567
852;3;30567;852;3;30455
852;3;30453;852;3;31147
852;3;31147;852;3;30453
852;3;30450;852;3;30644
852;3;30644;852;3;30450
852;3;30442;852;3;31417
852;3;31417;852;3;31476
852;3;31476;852;3;30442
852;3;30439;852;3;30574
852;3;30574;852;3;30439
852;3;30437;852;3;30674
852;3;30674;852;3;30437
852;3;30435;852;3;31094
852;3;31094;852;3;30435
852;3;30434;852;3;30436
852;3;30436;852;3;31095
852;3;31095;852;3;30434
852;3;30432;852;3;30839
852;3;30839;852;3;30432
852;3;30431;852;3;31084
852;3;31084;852;3;30431
852;3;30430;852;3;31099
852;3;31099;852;3;30430
852;3;30429;852;3;30962
852;3;30962;852;3;30429
852;3;30428;852;3;30529
852;3;30529;852;3;30428
852;3;30427;852;3;31533
852;3;31533;852;3;30427
852;3;30426;852;3;30630
852;3;30630;852;3;30426
852;3;30423;852;3;31529
852;3;31529;852;3;30423
852;3;30422;852;3;30459
852;3;30459;852;3;30422
852;3;30421;852;3;30879
852;3;30879;852;3;30421
852;3;30416;852;3;30913
852;3;30913;852;3;31423
852;3;31423;852;3;30416
852;3;30414;852;3;31242
852;3;31242;852;3;30414
852;3;30412;852;3;31205
852;3;31205;852;3;30412
852;3;30409;852;3;30521
852;3;30521;852;3;30409
852;3;30407;852;3;31256
852;3;31256;852;3;30407
852;3;30404;852;3;31195
852;3;31195;852;3;30404
852;3;30401;852;3;31285
852;3;31285;852;3;30401
852;3;30400;852;3;31200
852;3;31200;852;3;30400
852;3;30398;852;3;30420
852;3;30420;852;3;30398
852;3;30394;852;3;30745
852;3;30745;852;3;30394
852;3;30393;852;3;31113
852;3;31113;852;3;30393
852;3;30383;852;3;30571
852;3;30571;852;3;30383
852;3;30375;852;3;30586
852;3;30586;852;3;30375
852;3;30372;852;3;31451
852;3;31451;852;3;30372
852;3;30368;852;3;30806
852;3;30806;852;3;30368
852;3;30366;852;3;31400
852;3;31400;852;3;30366
852;3;30364;852;3;31102
852;3;31102;852;3;31425
852;3;31425;852;3;30364
852;3;30358;852;3;31352
852;3;31352;852;3;30358
852;3;30357;852;3;30556
852;3;30556;852;3;30357
852;3;30354;852;3;31314
852;3;31314;852;3;30354
852;3;30352;852;3;31364
852;3;31364;852;3;30352
852;3;30348;852;3;30506
852;3;30506;852;3;30348
852;3;30346;852;3;30987
852;3;30987;852;3;31176
852;3;31176;852;3;30346
852;3;30338;852;3;30956
852;3;30956;852;3;30338
852;3;30334;852;3;30497
852;3;30497;852;3;30334
852;3;30323;852;3;30875
852;3;30875;852;3;30323
852;3;30312;852;3;30874
852;3;30874;852;3;30312
852;3;30311;852;3;30322
852;3;30322;852;3;31324
852;3;31324;852;3;30311
852;3;30310;852;3;31303
852;3;31303;852;3;30310
852;3;30306;852;3;31070
852;3;31070;852;3;30306
852;3;30305;852;3;31428
852;3;31428;852;3;30305
852;3;30299;852;3;30977
852;3;30977;852;3;30299
852;3;30287;852;3;30930
852;3;30930;852;3;30287
852;3;30286;852;3;30937
852;3;30937;852;3;30286
852;3;30285;852;3;31357
852;3;31357;852;3;30285
852;3;30280;852;3;30757
852;3;30757;852;3;30280
852;3;30275;852;3;30929
852;3;30929;852;3;30275
852;3;30273;852;3;31356
852;3;31356;852;3;30273
852;3;30264;852;3;30577
852;3;30577;852;3;30264
852;3;30262;852;3;31349
852;3;31349;852;3;30262
852;3;30261;852;3;30296
852;3;30296;852;3;30261
852;3;30256;852;3;30480
852;3;30480;852;3;30256
852;3;30253;852;3;31110
852;3;31110;852;3;30253
852;3;30251;852;3;31162
852;3;31162;852;3;30251
852;3;30250;852;3;31037
852;3;31037;852;3;30250
852;3;30249;852;3;31339
852;3;31339;852;3;30249
852;3;30238;852;3;30587
852;3;30587;852;3;30238
852;3;30237;852;3;31454
852;3;31454;852;3;30237
852;3;30235;852;3;31188
852;3;31188;852;3;30235
852;3;30234;852;3;30817
852;3;30817;852;3;31117
852;3;31117;852;3;30234
852;3;30232;852;3;30294
852;3;30294;852;3;30232
852;3;30229;852;3;30382
852;3;30382;852;3;30229
852;3;30227;852;3;31000
852;3;31000;852;3;31210
852;3;31210;852;3;30227
852;3;30226;852;3;31475
852;3;31475;852;3;30226
852;3;30222;852;3;30304
852;3;30304;852;3;30308
852;3;30308;852;3;30309
852;3;30309;852;3;30222
852;3;30214;852;3;31055
852;3;31055;852;3;30214
852;3;30207;852;3;30870
852;3;30870;852;3;30207
852;3;30198;852;3;30505
852;3;30505;852;3;30198
852;3;30196;852;3;31177
852;3;31177;852;3;31585
852;3;31585;852;3;30196
852;3;30185;852;3;30546
852;3;30546;852;3;30185
852;3;30184;852;3;31391
852;3;31391;852;3;30184
852;3;30183;852;3;30511
852;3;30511;852;3;30638
852;3;30638;852;3;30183
852;3;30182;852;3;31134
852;3;31134;852;3;30182
852;3;30179;852;3;30955
852;3;30955;852;3;30179
852;3;30178;852;3;31570
852;3;31570;852;3;30178
852;3;30171;852;3;31558
852;3;31558;852;3;30171
852;3;30170;852;3;31169
852;3;31169;852;3;31486
852;3;31486;852;3;30170
852;3;30167;852;3;31623
852;3;31623;852;3;30167
852;3;30159;852;3;30377
852;3;30377;852;3;30159
852;3;30157;852;3;30583
852;3;30583;852;3;31175
852;3;31175;852;3;31305
852;3;31305;852;3;30157
852;3;30156;852;3;30386
852;3;30386;852;3;30156
852;3;30152;852;3;30242
852;3;30242;852;3;30152
852;3;30150;852;3;30417
852;3;30417;852;3;30837
852;3;30837;852;3;30150
852;3;30149;852;3;30317
852;3;30317;852;3;31166
852;3;31166;852;3;31481
852;3;31481;852;3;30149
852;3;30136;852;3;30418
852;3;30418;852;3;30136
852;3;30135;852;3;30905
852;3;30905;852;3;30942
852;3;30942;852;3;30135
852;3;30131;852;3;30959
852;3;30959;852;3;30131
852;3;30129;852;3;30936
852;3;30936;852;3;31358
852;3;31358;852;3;30129
852;3;30125;852;3;30201
852;3;30201;852;3;30125
852;3;30122;852;3;31109
852;3;31109;852;3;30122
852;3;30120;852;3;30836
852;3;30836;852;3;30120
852;3;30119;852;3;30199
852;3;30199;852;3;30329
852;3;30329;852;3;30119
852;3;30116;852;3;30326
852;3;30326;852;3;30526
852;3;30526;852;3;31341
852;3;31341;852;3;30116
852;3;30115;852;3;30349
852;3;30349;852;3;30115
852;3;30113;852;3;31062
852;3;31062;852;3;30113
852;3;30111;852;3;30978
852;3;30978;852;3;30111
852;3;30105;852;3;31079
852;3;31079;852;3;30105
852;3;30104;852;3;31565
852;3;31565;852;3;30104
852;3;30100;852;3;31498
852;3;31498;852;3;30100
852;3;30095;852;3;30218
852;3;30218;852;3;30095
852;3;30085;852;3;31229
852;3;31229;852;3;31606
852;3;31606;852;3;30085
852;3;30081;852;3;31464
852;3;31464;852;3;30081
852;3;30080;852;3;31407
852;3;31407;852;3;30080
852;3;30078;852;3;30387
852;3;30387;852;3;30078
852;3;30076;852;3;30339
852;3;30339;852;3;30781
852;3;30781;852;3;30076
852;3;30070;852;3;30904
852;3;30904;852;3;31270
852;3;31270;852;3;30070
852;3;30069;852;3;30829
852;3;30829;852;3;30069
852;3;30067;852;3;31154
852;3;31154;852;3;30067
852;3;30062;852;3;31025
852;3;31025;852;3;30062
852;3;30059;852;3;30395
852;3;30395;852;3;30059
852;3;30058;852;3;31081
852;3;31081;852;3;30058
852;3;30057;852;3;31035
852;3;31035;852;3;30057
852;3;30056;852;3;31337
852;3;31337;852;3;30056
852;3;30055;852;3;30847
852;3;30847;852;3;30055
852;3;30053;852;3;30853
852;3;30853;852;3;30053
852;3;30052;852;3;30370
852;3;30370;852;3;30052
852;3;30051;852;3;31563
852;3;31563;852;3;30051
852;3;30045;852;3;31001
852;3;31001;852;3;30045
852;3;30042;852;3;30856
852;3;30856;852;3;30042
852;3;30040;852;3;30600
852;3;30600;852;3;30040
852;3;30037;852;3;31011
852;3;31011;852;3;30037
852;3;30035;852;3;31472
852;3;31472;852;3;30035
852;3;30032;852;3;30082
852;3;30082;852;3;30032
852;3;30029;852;3;31014
852;3;31014;852;3;30029
852;3;30027;852;3;31494
852;3;31494;852;3;30027
852;3;30021;852;3;30503
852;3;30503;852;3;30021
852;3;30020;852;3;31060
852;3;31060;852;3;30020
852;3;30019;852;3;31554
852;3;31554;852;3;30019
852;3;30015;852;3;31151
852;3;31151;852;3;30015
852;3;30013;852;3;30200
852;3;30200;852;3;30013
852;3;30010;852;3;30789
852;3;30789;852;3;30010
852;3;30009;852;3;30568
852;3;30568;852;3;30009
852;3;30007;852;3;31351
852;3;31351;852;3;30007
852;3;30005;852;3;30558
852;3;30558;852;3;30005
852;3;30004;852;3;30209
852;3;30209;852;3;31066
852;3;31066;852;3;30004
852;3;30001;852;3;31085
852;3;31085;852;3;30001
852;3;30000;852;3;30840
852;3;30840;852;3;30000
852;3;29999;852;3;30550
852;3;30550;852;3;29999
852;3;29995;852;3;30933
852;3;30933;852;3;31396
852;3;31396;852;3;29995
852;3;29991;852;3;30755
852;3;30755;852;3;29991
852;3;29989;852;3;30361
852;3;30361;852;3;29989
852;3;29987;852;3;30531
852;3;30531;852;3;29987
852;3;29985;852;3;30297
852;3;30297;852;3;29985
852;3;29982;852;3;30470
852;3;30470;852;3;31382
852;3;31382;852;3;29982
852;3;29980;852;3;30552
852;3;30552;852;3;29980
852;3;29979;852;3;30896
852;3;30896;852;3;31180
852;3;31180;852;3;31482
852;3;31482;852;3;29979
852;3;29976;852;3;30492
852;3;30492;852;3;29976
852;3;29974;852;3;30332
852;3;30332;852;3;31415
852;3;31415;852;3;29974
852;3;29973;852;3;30225
852;3;30225;852;3;29973
852;3;29972;852;3;30134
852;3;30134;852;3;29972
852;3;29971;852;3;31631
852;3;31631;852;3;29971
852;3;29970;852;3;30857
852;3;30857;852;3;29970
852;3;29966;852;3;31022
852;3;31022;852;3;29966
852;3;29964;852;3;30263
852;3;30263;852;3;29964
852;3;29963;852;3;30814
852;3;30814;852;3;29963
852;3;29958;852;3;30378
852;3;30378;852;3;29958
852;3;29954;852;3;30689
852;3;30689;852;3;29954
